subject,bone,iters,A_before,A_after,rmsd_ab,rmsd_ba,rmsd_2way,rmsd,d_mean,d_min,d_max,d_median,d_std,d_95,d_5
14818R,tpm,100,173.00961664451407,168.69610700915248,0.002100057221943044,0.0027412962366234464,0.002441817498540893,0.002441817498540893,0.0016047248329856068,9.895794276673807e-08,0.02240993785958675,0.001068838317615622,0.0018404702949463266,0.004851986431068466,9.642894915753304e-05
14818R,tpm,200,173.00961664451407,166.20307987615058,0.003883520525369344,0.004625547438726992,0.004270680319274601,0.004270680319274602,0.0029031207004072026,5.380420909140404e-09,0.03326347970446154,0.001997799017662869,0.003132187827750214,0.008405730273712747,0.00016585560890081084
14818R,tpm,400,173.00961664451407,162.9985988486012,0.0071969406076649155,0.007890816873232715,0.007551852257464733,0.007551852257464733,0.00530850649792846,4.204616123919308e-06,0.04625623692170382,0.0037706010853590793,0.0053712411303186245,0.015242823640562567,0.00033687748856474966
14818R,tpm,800,173.00961664451407,159.18131502032472,0.013272466129104153,0.01377053922405507,0.013523795836773345,0.013523795836773345,0.009807215708433578,2.087083092741058e-06,0.06631065416397516,0.00723479375971682,0.009311904954571956,0.028146973135714484,0.0007682782991461489
14818R,tpm,1600,173.00961664451407,154.94310677200883,0.02473948072173493,0.024835846609385058,0.024787710495182864,0.024787710495182864,0.01835568261913596,2.560413007800668e-06,0.11142199099304466,0.014016624666187742,0.016658316456909707,0.05239405723960268,0.0013261711440362158
14819R,tpm,25,223.75225718570334,222.43400858887526,0.000578219510880256,0.0008183377357608159,0.0007085246828914083,0.0007085246828914083,0.0004432601464710341,1.7730172354652414e-07,0.007329428753985456,0.0002901743498112851,0.0005527455733127567,0.001393468065105506,2.440221346676788e-05
14819R,tpm,50,223.75225718570334,221.37056354014737,0.0010844069069522065,0.0014592356637107154,0.0012855557284868874,0.0012855557284868872,0.0008185205400372256,5.464828957969548e-09,0.01230743274973586,0.0005351708246739255,0.000991300991920527,0.0025531228388618885,4.77319651758919e-05
14819R,tpm,100,223.75225718570334,219.7033287272406,0.001978451400575538,0.00248184220488107,0.00224430509004104,0.00224430509004104,0.001458563025222634,7.340428484348765e-07,0.01861595706687737,0.0009538535888782157,0.0017057254288535182,0.004491327762128298,8.066529257838539e-05
14819R,tpm,200,223.75225718570334,217.31982712650188,0.0035883666057672952,0.0041465420252101036,0.003877511164666029,0.003877511164666029,0.0025659603257130086,1.0889195858351423e-07,0.025138261042920378,0.0016887207038105703,0.002907050126670762,0.008104465229264746,0.00014457684093298383
14819R,tpm,400,223.75225718570334,214.15782587258977,0.006663734306503219,0.007159195960188427,0.006915903473301454,0.006915903473301455,0.004610251480398513,6.331365829150253e-07,0.04066420244971283,0.0030681973584390453,0.005155123872372655,0.014426925866444566,0.00026462782742916216
14819R,tpm,800,223.75225718570334,210.22724229326218,0.012693053615116731,0.013027952103614727,0.012861592943533614,0.012861592943533614,0.008527422592352982,2.032314806176692e-06,0.07899488093885812,0.005704492445407994,0.009628272793008182,0.026652591151109413,0.00046488541142783414
14819R,tpm,1600,223.75225718570334,205.60430705903727,0.024981793789038635,0.025029754103672603,0.025005785444656252,0.02500578544465625,0.01628802570448392,2.333359437166884e-06,0.14954063958329858,0.010411475231160986,0.018973389901497665,0.05358216670167965,0.0008241506627954943
14827L,tpm,25,178.40299474277904,177.247470524027,0.0006581183791335468,0.0009416905738978516,0.0008123733556442604,0.0008123733556442604,0.0005204350293471806,3.2125519212610297e-07,0.00937015428861977,0.0003476634361361567,0.0006237770829303648,0.0015527791971260206,3.5330224922041254e-05
14827L,tpm,50,178.40299474277904,176.31590851269837,0.0012460715775569062,0.0016873098901523634,0.0014831906556139602,0.00148319065561396,0.0009718513430305463,4.4772629588425566e-07,0.01528572112253016,0.0006586755700136094,0.0011204282609566275,0.002911568852960076,5.5357381547199555e-05
14827L,tpm,100,178.40299474277904,174.86212024268863,0.0023050834115349037,0.0029035168177196525,0.002621432761383958,0.002621432761383958,0.0017714320201388323,1.2827806317188712e-07,0.022859344364379263,0.0012317158525953177,0.0019323401151153437,0.005287475986183609,9.550914306121585e-05
14827L,tpm,200,178.40299474277904,172.81300493205197,0.004240716559749051,0.004936942860858493,0.004602014871309711,0.004602014871309711,0.0032135698119702323,3.682538316796545e-07,0.0354604099007244,0.0022991307610714167,0.0032941630104397295,0.00946027823901738,0.00021839021735149474
14827L,tpm,400,178.40299474277904,170.1674705535455,0.007947744285553643,0.008657179483953562,0.008310035976033348,0.008310035976033348,0.005915537235960996,7.367273828076855e-07,0.0566618030090751,0.004237103431502404,0.005836361634865292,0.016829836658974112,0.0003976015452307298
14827L,tpm,800,178.40299474277904,166.98194734062386,0.015218874908438623,0.01589130287335905,0.015558721999115678,0.015558721999115678,0.011180913377533377,1.6983883894651664e-06,0.08857288324744049,0.007768584416694953,0.01081947347563001,0.031610028190938076,0.0009019875088788889
14827L,tpm,1600,178.40299474277904,163.29233242391288,0.02989184522550808,0.030469406548877084,0.030182007441739888,0.030182007441739888,0.021712815712827092,1.1082430981624476e-05,0.14714786030982652,0.015014682371032779,0.020964427181157392,0.06428120288609104,0.0017012981840206379
14873R,tpm,25,242.18633143880714,240.62279238311731,0.0005550260075423511,0.0008587248265130768,0.0007230014511459558,0.0007230014511459558,0.00044631470617023834,1.1500492092646733e-07,0.010955849854890112,0.0002870897773701623,0.0005688007396402819,0.001358337602854516,2.6393138870386344e-05
14873R,tpm,50,242.18633143880714,239.37155988314316,0.0010506169038695117,0.0015160277662525608,0.0013042499888336375,0.0013042499888336377,0.0008294806391940161,8.720536384357593e-08,0.01766336197152179,0.0005505962325993819,0.0010064938661387014,0.00252214138277204,5.004720063157642e-05
14873R,tpm,100,242.18633143880714,237.43105855054466,0.0019432663635961156,0.00255577579620074,0.002270272459456089,0.002270272459456089,0.001500432547978933,2.0849272547727844e-07,0.025797725854862914,0.0010197654152048008,0.0017037720531603534,0.004609985947563913,8.694758034320607e-05
14873R,tpm,200,242.18633143880714,234.71705534925812,0.00356801589595138,0.00423220593901306,0.003914224351259081,0.003914224351259081,0.0026986571166622286,2.441940058325824e-07,0.03872550721877619,0.001858586485235641,0.002835207582995975,0.00825951579829551,0.00016258228268278022
14873R,tpm,400,242.18633143880714,231.23693078012423,0.006610455675105276,0.007183025469323169,0.006902679882678788,0.006902679882678787,0.004950861769863165,3.58309664328879e-07,0.05849580136862204,0.0035441102623330533,0.004809985166135734,0.014905537225408027,0.0002840888250147132
14873R,tpm,800,242.18633143880714,227.08311492202375,0.012333191863539627,0.012695955168316331,0.012515887886577967,0.012515887886577969,0.009287409240192761,1.2278933650347327e-06,0.0889972042019682,0.00688799029011439,0.008389963003170586,0.026859234021921037,0.0006387080798891891
14873R,tpm,1600,242.18633143880714,222.4647982153697,0.023504859686678425,0.023473361692851007,0.023489115969463875,0.023489115969463875,0.01763046437377308,4.268069336232776e-06,0.1404669836144806,0.013166665082555106,0.015521124153618546,0.04924076751104351,0.0011176853196692685
14874R,tpm,25,207.01757523609587,205.5046478338873,0.0007365010714255476,0.0010504815412083952,0.0009071783993875033,0.0009071783993875033,0.0005823684873106451,6.548704647348974e-08,0.009298846565549617,0.0003696939412458352,0.0006955714149552031,0.0018882659430815695,3.21078909270331e-05
14874R,tpm,50,207.01757523609587,204.2828605906686,0.0013827026610363584,0.0018654015087651733,0.0016418875475714546,0.0016418875475714546,0.0010765878406782307,1.6449224191100354e-07,0.013493243076230966,0.0006969265906879626,0.0012396585578997106,0.003495662318533199,5.920794537585126e-05
14874R,tpm,100,207.01757523609587,202.37319725832296,0.0025194280568685283,0.0031666223311913166,0.0028613820718435923,0.0028613820718435923,0.0019253809348225362,4.838163053403167e-07,0.019731479625810913,0.0012866081516043938,0.0021166992268364026,0.006072631510114611,0.00011255137250512133
14874R,tpm,200,207.01757523609587,199.67338199114258,0.004532636186157108,0.005275079167371384,0.004917888318073949,0.004917888318073949,0.0033888187523455145,6.886511080105535e-07,0.03300508125284006,0.0023102423585996527,0.0035639210110213733,0.01045138929695345,0.0001759558758504843
14874R,tpm,400,207.01757523609587,196.15606444516033,0.008273031691701451,0.009015325383652392,0.008652142657891852,0.00865214265789185,0.006073096534256854,1.3602469641245723e-07,0.05745253321883971,0.00429203006897833,0.00616255393956996,0.01816190846747031,0.0003934980535858343
14874R,tpm,800,207.01757523609587,191.87211973648638,0.015396444197128014,0.016085204182787558,0.015744590936528698,0.015744590936528698,0.011127823710148954,6.741458675664187e-07,0.09914607252775033,0.007955317937253705,0.01113838782025785,0.03153798535512991,0.0007542120968177269
14874R,tpm,1600,207.01757523609587,186.94906207827574,0.029245164819400277,0.029785994010074774,0.02951681812528324,0.029516818125283235,0.02092474026536707,4.906233599500634e-06,0.167268838520519,0.015053931349289909,0.02081820830590315,0.059868570712861925,0.0015602698480393236
