subject,bone,bucket,r2_95,r2_50,r2_5,rmse_95,rmse_50,rmse_5,m_95,m_50,m_5
14819R,tpm,1.9000000000000001,0.9708514065979118,0.962874111803061,0.9828466984095372,0.09844748501711086,0.11110516561115524,0.07552133989031852,-4.5876976575578166,-3.1607114660938462,-2.4620571164607874
14819R,tpm,2.0,0.9696356873043008,0.9573323458284535,0.9782911803948522,0.10551578707357696,0.1250792010270579,0.0892182745960024,-4.697913556343357,-3.2593165661057037,-2.5270909265677957
14819R,tpm,2.1,0.9643912903204848,0.9523708069783926,0.9735402284461022,0.1197184432157588,0.13845847822071808,0.10319911845768852,-4.832312131761151,-3.357841160258049,-2.5942154197829654
14819R,tpm,2.2,0.9620397637187813,0.9430483006454063,0.967746161386482,0.12923816759663717,0.15829955058692097,0.11912887555058933,-4.953678747320393,-3.467196208579888,-2.665519822853953
14819R,tpm,2.3000000000000003,0.9532892666959055,0.9386057386655956,0.9618430979127327,0.14960690617374112,0.17151700660887453,0.1352165507010223,-5.102792555757071,-3.568833386163993,-2.738553862631351
14819R,tpm,2.4000000000000004,0.9438636893481741,0.9354431406015469,0.9542921804440779,0.17085339194452542,0.18321999587161714,0.1541689533242003,-5.2567592442315165,-3.6678956131096268,-2.816147432249477
14819R,tpm,2.5,0.9321760826105251,0.9309369541997182,0.9467698215313117,0.19532269077498177,0.19709886672088756,0.1730374970595597,-5.417854861782268,-3.770768011466393,-2.8951983820109346
14819R,tpm,2.6,0.9188836465460285,0.9263583789876838,0.9382462493209617,0.2218345955032177,0.21136678250726107,0.19355604376670021,-5.583689698940068,-3.8746129684238917,-2.9769813464295924
14819R,tpm,2.7,0.9122837228496916,0.925877503176825,0.9292221030384458,0.23923810490926406,0.21992027914024032,0.2149013209996949,-5.742958341699009,-3.9677994864208017,-3.060668037931892
14819R,tpm,2.8000000000000003,0.8989535685861931,0.9240133033201474,0.9199464414340336,0.26595582713989385,0.23063106398726177,0.2367223922576327,-5.911872207556575,-4.064714634217405,-3.145855927863476
14819R,tpm,2.9000000000000004,0.9023789472271959,0.9230565544087341,0.9104749678011833,0.27043379726338307,0.2400905342895805,0.2589771610694916,-6.0405977444369805,-4.158605461976173,-3.2323664968367884
14819R,mc1,0.5,0.9836309362845637,0.992610903662326,0.9891106340295418,0.021850195079988626,0.014680439702162503,0.01782151810233086,-3.1269225815222312,-1.9891809285122466,-1.9235145935262536
14819R,mc1,0.6000000000000001,0.9839891227726868,0.9902838616420403,0.9925623597968525,0.025306819023585593,0.019714094813569477,0.01724835088134231,-3.294745774984808,-2.0893878882004713,-1.9600637639470821
14819R,mc1,0.7000000000000001,0.9839512540691739,0.9905850330110768,0.9948220275502968,0.029026869644664728,0.022232538472214118,0.016487678842378055,-3.449486001693824,-2.163819363618396,-1.9802931928899152
14819R,mc1,0.8,0.9854325942378813,0.9929049057235011,0.9956680386621077,0.03116344628152124,0.021748707665052425,0.016994040794530024,-3.5698151268263256,-2.1947898040623266,-2.0135074513608817
14819R,mc1,0.9,0.9843922636132431,0.9835145980308662,0.9960870463225726,0.03588367667766818,0.03687879692253437,0.01796715554526561,-3.708084237278336,-2.312896835440336,-2.0461285752498672
14819R,mc1,1.0,0.9836324836263761,0.9866099206695392,0.9969474955377653,0.04045678728424178,0.03659245732451085,0.017471417979760075,-3.8384388836211514,-2.3538711445313303,-2.0587512363343685
14819R,mc1,1.1,0.9858960958522017,0.9885500392577865,0.9958383002451225,0.04099652722218432,0.036938511815092424,0.022269618035705076,-3.915484844009495,-2.3953539790044664,-2.103116602014093
14819R,mc1,1.2000000000000002,0.9824181354862691,0.9858466880086771,0.9957139881824488,0.04961311350764401,0.044513634751446374,0.024495747681120988,-4.056160708219215,-2.47341223341786,-2.1360956544307577
14819R,mc1,1.3,0.9820789261997207,0.9864075262865161,0.9959056237589315,0.05396456700970938,0.04699762737033913,0.025794110552094515,-4.168003500435327,-2.5273454293671485,-2.1623206304610174
14819R,mc1,1.4000000000000001,0.9831799986313536,0.9864707483823534,0.9949950181058238,0.056033325698320216,0.050253958072580575,0.030565720781829616,-4.255075879961975,-2.582198733046026,-2.2013563586880194
14819R,mc1,1.5,0.9805617102522037,0.981764844505821,0.9942748618281342,0.06427002856236115,0.06224926138126478,0.03487967691251747,-4.380062610394814,-2.6652401735720863,-2.238770509090564
14819R,mc1,1.6,0.9779552158085089,0.9756858703993361,0.9920143750964973,0.07273752955632996,0.0763897316670196,0.043778419076534465,-4.506070447028586,-2.755777423855865,-2.288512981256058
14819R,mc1,1.7000000000000002,0.9782476948625753,0.9758459383409748,0.9898733098520689,0.07651794211919688,0.08063168275077114,0.0522088826875749,-4.603706194977124,-2.8193245377246487,-2.338802057029884
14819R,mc1,1.8,0.9763067104095705,0.9750835310171202,0.9877649804595366,0.08430887780731622,0.08645773935781617,0.06058469990136881,-4.721294965472411,-2.8867456154825057,-2.389867918996379
14819R,mc1,1.9000000000000001,0.9729822069760822,0.9724399318914185,0.9840430168525076,0.09478088510059757,0.09572733489501868,0.0728402148304163,-4.849838500241527,-2.9631640620461006,-2.4494425290547177
14819R,mc1,2.0,0.9701236551184399,0.9713626820968377,0.978873243711299,0.10466451065144033,0.10247121497194331,0.08801407447594396,-4.976719286111084,-3.032312536421094,-2.515561024286055
14819R,mc1,2.1,0.9668051553302441,0.9628798934631487,0.9724102072070321,0.11558946742492053,0.12223274062657101,0.10537974947383963,-5.107658309668335,-3.1268638377589744,-2.58691624057676
14819R,mc1,2.2,0.9631634556666024,0.960360082258423,0.9655184033351517,0.12731095595703873,0.13206651281189385,0.12317427707331265,-5.241840969576171,-3.2069488378361215,-2.66102945397688
14819R,mc1,2.3000000000000003,0.9593302339980736,0.9549479176267548,0.959189476868074,0.13959798067757392,0.14692670328153484,0.13983934472832735,-5.378512062353487,-3.2965466584118133,-2.735643220594952
14819R,mc1,2.4000000000000004,0.9562036958074589,0.950827822267928,0.9505355318739406,0.15091082857144972,0.1599047604690909,0.1603793110895259,-5.512773749798638,-3.3839932356278513,-2.8156703797639935
14819R,mc1,2.5,0.9524886491524963,0.9437522124329998,0.9433789836217457,0.16347823968871397,0.17787462018634873,0.17846378263605187,-5.6510508051885715,-3.479196061805329,-2.8950909493481216
14819R,mc1,2.6,0.9484824824441331,0.9402542864070403,0.9339569982511242,0.17678789735318326,0.19038312139751884,0.20016515113188782,-5.791935645186093,-3.567918519871388,-2.9786627810601516
14819R,mc1,2.7,0.9425850288018971,0.9162073260176138,0.9248357325534775,0.1935543042837389,0.23382625980310018,0.2214603452287912,-5.941637695921763,-3.6737379062608357,-3.063327766214905
14819R,mc1,2.8000000000000003,0.9375980281753059,0.9127531817541525,0.9162536590113475,0.20900090975229244,0.24712906096227003,0.242120710993621,-6.090166338953059,-3.7705242534396204,-3.148746884285549
14819R,mc1,2.9000000000000004,0.9298672809638597,0.9030503913937304,0.9055933962667642,0.22921844459941612,0.2695021616132175,0.26594413065557376,-6.248168613171246,-3.875766430874448,-3.2366744270022454
14827L,tpm,0.5,0.9784835309696913,0.9837714705715772,0.991979770150051,0.025051221128932818,0.02175619700979505,0.01529455362616078,-2.504608946917183,-2.284005225166896,-2.031006672912748
14827L,tpm,0.6000000000000001,0.9819606050774007,0.9852465849935267,0.9889844560384894,0.026862162923040472,0.02429272731207689,0.02099099231719226,-2.6264417518400656,-2.3948183998516788,-2.141072146603305
14827L,tpm,0.7000000000000001,0.9815839616919687,0.987070013288312,0.992396005795187,0.031094083218059922,0.026054256895248304,0.019980232625089134,-2.7596886177814723,-2.4825565575864044,-2.1651597898617068
14827L,tpm,0.8,0.9848637664718171,0.9854612040101597,0.9931476441326226,0.03176605476309903,0.031132829392609734,0.02137343501854171,-2.84027619313662,-2.5902043935518355,-2.217583172991788
14827L,tpm,0.9,0.9867158521632036,0.9856152303870928,0.9929740240901817,0.03310501769423674,0.03444914357520148,0.024075776468475224,-2.9177197632056666,-2.6792023253881805,-2.2747052432333756
14827L,tpm,1.0,0.9858174307245292,0.985577308335487,0.9897858274287921,0.03765975209088733,0.03797721904578194,0.03195961916420212,-3.01575919334947,-2.763623791402282,-2.3560873934258737
14827L,tpm,1.1,0.9854062979209647,0.9854698004707947,0.9896722059362264,0.04170231205922506,0.04161148211608105,0.035081744434957644,-3.105869204842683,-2.843739269383623,-2.4148696733428463
14827L,tpm,1.2000000000000002,0.9832648045484224,0.9845201609700907,0.9869933647836321,0.048403794925820524,0.046552953334748744,0.04267234385748584,-3.2082850483002927,-2.9277634281048424,-2.4917668980416985
14827L,tpm,1.3,0.9797729348202957,0.9829431382341255,0.9841870181431998,0.0573314755758299,0.05264731747159247,0.050691316334555876,-3.320266225322177,-3.015153964755085,-2.570600570948903
14827L,tpm,1.4000000000000001,0.9786226833449978,0.982969525544062,0.9822939801357913,0.06316986973444731,0.05638281563066656,0.05749020532217288,-3.4175244254373554,-3.0881772709747057,-2.645056313096445
14827L,tpm,1.5,0.9727397891005104,0.9786814703172081,0.9789517766978718,0.07611041200874916,0.06730666800245916,0.06687860234561041,-3.5416957046508273,-3.1888854269938465,-2.7274487079532888
14827L,tpm,1.6,0.9693001695911251,0.977165129841902,0.9758190460313445,0.08583681784717993,0.07402951328992688,0.0761802399082416,-3.657315604363744,-3.2757227384211074,-2.810024283610247
14827L,tpm,1.7000000000000002,0.9645469921729655,0.9729834794440448,0.9702223787420781,0.0976870919830761,0.0852757103926902,0.0895273313310377,-3.780169586993796,-3.3770639151444257,-2.903189898304804
14827L,tpm,1.8,0.9608598793470065,0.9684848569121737,0.9638092041537221,0.10836067642783542,0.09723447396036032,0.10419807461696906,-3.900148417574194,-3.4814658577156847,-3.0008651933154766
14827L,tpm,1.9000000000000001,0.9565325052547332,0.963736057723547,0.9546081510900872,0.12022038929732821,0.10980783581748899,0.12285271573126144,-4.023830727795632,-3.588518811190852,-3.1071996352622206
14827L,tpm,2.0,0.9517485761316978,0.9568924680582809,0.9489692570010215,0.13301198724818275,0.1257222933504528,0.13678915319921697,-4.150552818290737,-3.7041058966453613,-3.208294557118886
14827L,tpm,2.1,0.9435676391295851,0.9490673314301926,0.9418543837956085,0.15071172897403232,0.14317960434135724,0.15298238631380948,-4.288843901951278,-3.8244870004251865,-3.3140746805834453
14827L,tpm,2.2,0.9361655060071087,0.9414750105776831,0.9352292122783947,0.1675922950402917,0.16047116671171646,0.16881690258237275,-4.427843953233159,-3.9466460544060795,-3.4205736504293194
14827L,tpm,2.3000000000000003,0.9281707104925006,0.9349503030920037,0.9294662614426437,0.1855214306282257,0.17654927480757726,0.18384073648695684,-4.570231341432761,-4.068497840051983,-3.526832828573987
14827L,tpm,2.4000000000000004,0.9193994393740964,0.9291697234122532,0.9189337591550845,0.20472491671867893,0.19191598116266506,0.20531547734975042,-4.716097278709907,-4.190295485391417,-3.6411753677387897
14827L,tpm,2.5,0.9078535950871419,0.9224863790432523,0.9163932009001698,0.22766719738135918,0.2088095107703919,0.21686130243465407,-4.8674963007686465,-4.315259849159269,-3.7447388959403476
14827L,tpm,2.6,0.8973827349996398,0.9141181619133102,0.9111992760405746,0.2495084649870994,0.2282578551534614,0.23210437135489564,-5.020138782096445,-4.4443924387569105,-3.8537632016653003
14827L,tpm,2.7,0.8863005596833134,0.9069588110525648,0.9086679617680116,0.27237636609411964,0.24639272673559431,0.24411914088488046,-5.175100945794191,-4.573500984852007,-3.9584464335138465
14827L,tpm,2.8000000000000003,0.8718554768160228,0.8970669845843074,0.908370826770226,0.29950152959339627,0.2684271051719343,0.2532595926334124,-5.3325070809546835,-4.706946289230416,-4.0573615159659555
14827L,tpm,2.9000000000000004,0.8600464711316018,0.8904574918601452,0.9015270835231812,0.32380320985218053,0.28647093339716095,0.271611168021278,-5.491558642726815,-4.8388076611944415,-4.168666596901389
14827L,mc1,0.5,0.9707799871466669,0.9865147574232724,0.9876716434881164,0.02919332757478831,0.019832286180734512,0.018962517367953766,-2.3219439792048866,-2.05135200942017,-2.0150200978282813
14827L,mc1,0.6000000000000001,0.9757949686773546,0.9903653252416189,0.9920902981787388,0.031115932460811895,0.019631275820364676,0.01778730088716227,-2.4494803117641593,-2.10462395273041,-2.0371476748260435
14827L,mc1,0.7000000000000001,0.9778552343774076,0.9909312663989824,0.9939634499731939,0.03409692354430401,0.021819910954296008,0.01780221549154238,-2.5711220394852643,-2.176082869290534,-2.0756334321567413
14827L,mc1,0.8,0.9687696480802402,0.9901654565731736,0.9950441850538599,0.04562919527361074,0.025605394518637477,0.0181765690677854,-2.743467893275712,-2.2530680962934575,-2.111006274631226
14827L,mc1,0.9,0.9705659561566438,0.9887551426147091,0.9958806058255744,0.04927787147469842,0.030458180088221258,0.01843502154569138,-2.865663809352494,-2.332617319854957,-2.1393745676346736
14827L,mc1,1.0,0.9627804393401683,0.987535201204735,0.9964852004746846,0.06100783610310397,0.035305521941000916,0.018747798604944698,-3.0286493838169726,-2.409314456854233,-2.1640199192117158
14827L,mc1,1.1,0.9590726380867179,0.9832153179015124,0.995392130793071,0.06983679040925449,0.04472331178184816,0.023432977058530848,-3.179318941636773,-2.5045911777474394,-2.2117218685386946
14827L,mc1,1.2000000000000002,0.9523903729144112,0.9812556993101622,0.9952907586825236,0.08164158126826311,0.05122696649790276,0.025676716777008578,-3.341065591768336,-2.5891912497863223,-2.2475537392941303
14827L,mc1,1.3,0.9473020049275398,0.9784175252868104,0.9933626502746475,0.0925387713300474,0.059221213605374044,0.032841579291651234,-3.499674967142801,-2.678391785280526,-2.301451015992009
14827L,mc1,1.4000000000000001,0.9401410657202539,0.9738827745276163,0.9921130045748103,0.10570557096113416,0.06982274286729048,0.038369768647143344,-3.6657851230801444,-2.776034042145657,-2.351158516444269
14827L,mc1,1.5,0.9363967520206165,0.9674903748490341,0.9917110673684743,0.1162570006305814,0.08311615573749921,0.041969014572648976,-3.8236933859327698,-2.882118311592657,-2.393301216314542
14827L,mc1,1.6,0.9281313551022784,0.9600359655766325,0.9869059212822843,0.13133344880666611,0.09793553114987545,0.05605870933451552,-3.994442335339893,-2.993714917291339,-2.4629576292248934
14827L,mc1,1.7000000000000002,0.9229810073666924,0.9520576228112241,0.9825800090405781,0.1439824486426452,0.11359793070289087,0.06847540361261886,-4.160114860178767,-3.1091327293716677,-2.53307232680205
14827L,mc1,1.8,0.9160362941115642,0.9402122342975795,0.976104713540312,0.15871078024674526,0.13392658328624021,0.08466750225385397,-4.331147159531649,-3.2341208385372697,-2.6123334937442073
14827L,mc1,1.9000000000000001,0.9089860232525823,0.9282299901258995,0.9729688241035074,0.17396018874592056,0.15447824533939492,0.09480435636395583,-4.504189150184482,-3.362252319353621,-2.682838526432648
14827L,mc1,2.0,0.9000192045009482,0.9121199576994665,0.9561152780056174,0.19146703375860624,0.179506774738065,0.12685056062656452,-4.682291885119981,-3.4966357712536165,-2.781490907875206
14827L,mc1,2.1,0.8928994445237598,0.9010932874798211,0.9537000491554408,0.2076245977219141,0.19952431377998017,0.13651274744482672,-4.859793059573324,-3.6300506591137243,-2.858870546704677
14827L,mc1,2.2,0.8856854769685486,0.8758193455001495,0.9484376811974513,0.22427302587212486,0.23375091011573423,0.1506234386578705,-5.039049757757925,-3.7677624007205126,-2.9440012290612314
14827L,mc1,2.3000000000000003,0.8703996257579157,0.8577227046438118,0.9393525289170083,0.2491990756891608,0.2611025418454854,0.1704706618764652,-5.225844786647548,-3.9089829823089133,-3.0369637313594486
14827L,mc1,2.4000000000000004,0.862781368132681,0.8343155514407405,0.932894878398887,0.2671211121776145,0.2935232754839298,0.18680113284607971,-5.411481748187446,-4.048763760516755,-3.1277620160733575
14827L,mc1,2.5,0.8586215006304694,0.807069577283592,0.9165759282663531,0.28200249271125405,0.32942884326964966,0.21662419151649726,-5.594696674418464,-4.184771326819615,-3.2284150879275355
14827L,mc1,2.6,0.8505648527643117,0.7939988453570712,0.9085601361735135,0.301093544693867,0.3535166669574577,0.23552816686771988,-5.782405851368135,-4.333269581569872,-3.325923844160228
14827L,mc1,2.7,0.8508409713500575,0.7745126957065536,0.9003510688039824,0.3119715791447796,0.3835758934702148,0.2549920147875246,-5.960541794772154,-4.476590747628075,-3.424752735878381
14827L,mc1,2.8000000000000003,0.8370256590457598,0.7564509892344938,0.8937519386700904,0.3377603272558343,0.41289745401958383,0.27271531480820266,-6.148559141347525,-4.6213534078399245,-3.5232418999839425
14827L,mc1,2.9000000000000004,0.8328033019667657,0.7467920336740086,0.8845797746114036,0.3539183421966593,0.4355398582287145,0.29405609247266024,-6.337264426726874,-4.775730739495203,-3.6244374817961433
14873R,tpm,0.5,0.9816529525352913,0.9853604598099005,0.9840812980837854,0.023132708827992628,0.020663653812380153,0.021547516621556847,-3.7373489410541993,-2.4436815169808597,-2.144846509235225
14873R,tpm,0.6000000000000001,0.985677613424946,0.9802142792974585,0.985829378732581,0.023935234759704493,0.028132344873857445,0.02380808372584324,-3.883364106748285,-2.613951358968295,-2.2448275578135886
14873R,tpm,0.7000000000000001,0.9901110954349844,0.9854364077034468,0.9902023140951492,0.02278524719337764,0.02765119519241492,0.02267991424156365,-3.8307439542107597,-2.6799055897748767,-2.2741048771518377
14873R,tpm,0.8,0.9920117584597903,0.9825848211081333,0.9899348593789858,0.02307703265183701,0.03407362508047001,0.025903848647145428,-3.7441025730413764,-2.810753063775508,-2.351638127038019
14873R,tpm,0.9,0.9919831154031282,0.981247389332805,0.9911494164008955,0.02571756168927963,0.039333069801931,0.027021716209858326,-3.8441363088054903,-2.9293436761989855,-2.4048005268558654
14873R,tpm,1.0,0.9935734617442109,0.9805626541622161,0.9912735719902482,0.025350617853987515,0.044087805386278926,0.029540528109280914,-3.887996763078557,-3.0390738139508944,-2.4636230017889686
14873R,tpm,1.1,0.9948685827166565,0.9795652393422445,0.9902061590567343,0.024728402555194446,0.04934716113127312,0.03416283622699436,-3.916619731241778,-3.147221341515603,-2.5313486473750584
14873R,tpm,1.2000000000000002,0.9955140380433144,0.9787063065767844,0.9908155035592001,0.025060619983072338,0.05459960695142567,0.035858464854367625,-3.9586125865535675,-3.2513063557110335,-2.578977548199155
14873R,tpm,1.3,0.9943149294208748,0.9763586944087181,0.9834927054892729,0.030394472673627534,0.0619815469198964,0.05179223260290255,-4.04117915108469,-3.3637156195098488,-2.679045466982586
14873R,tpm,1.4000000000000001,0.9936291501319531,0.9717355116642299,0.9816457600036542,0.03448514620386881,0.07263633954624335,0.05853310857384706,-4.115667502973633,-3.489068498043048,-2.757243136764245
14873R,tpm,1.5,0.9912658009907597,0.9686847358768279,0.9806670982197303,0.0430815191174079,0.08157507968843233,0.06409556637012653,-4.214209382831666,-3.608380357216393,-2.8295566412008246
14873R,tpm,1.6,0.9869953177247321,0.9636110856240409,0.9773332095957836,0.055867018410367404,0.09345233785320858,0.07375655697639306,-4.333251477832783,-3.7379082512282813,-2.914662723067777
14873R,tpm,1.7000000000000002,0.9783304753304733,0.9613800536546884,0.9740628054810461,0.07637220517667113,0.10195686452913814,0.08355494115461831,-4.481835964269953,-3.856103864497487,-3.000616281775842
14873R,tpm,1.8,0.9724297709580193,0.9520514701229718,0.9682353729450864,0.09094541611644977,0.11993564508980785,0.09761858489280663,-4.622984518272558,-4.000770968466546,-3.097480670320741
14873R,tpm,1.9000000000000001,0.9608297130288914,0.9482494975009023,0.9638778102206262,0.11412326852090039,0.13117561542051162,0.10959301118977398,-4.7889265721337635,-4.131772191918304,-3.191483686384325
14873R,tpm,2.0,0.9529291039620947,0.9426112391402106,0.9585868898027877,0.1313747637380632,0.14506048961929502,0.12322664919696222,-4.949001813436823,-4.269928751837904,-3.289774600735302
14873R,tpm,2.1,0.9461156638899835,0.9390021164418652,0.9493019775772218,0.14726997414368476,0.15668965547268676,0.14284941030738718,-5.108804027557044,-4.403054824861683,-3.3990536333783252
14873R,tpm,2.2,0.9375698875979058,0.9344048578646689,0.9447859978693822,0.1657384972084672,0.16988779396868292,0.1558658427541835,-5.276248104484251,-4.540085889065886,-3.5001706191491886
14873R,tpm,2.3000000000000003,0.9266873999365884,0.9277506408579533,0.9330573030824203,0.18742719705808708,0.18606311990530808,0.17909971786597903,-5.451498095192336,-4.683771855418109,-3.6155519886331997
14873R,tpm,2.4000000000000004,0.9172239674610678,0.9203968032527013,0.9254331389556014,0.20746936381125022,0.20345432487070805,0.19691309693133002,-5.627434168438413,-4.830721436993778,-3.7278166021170156
14873R,tpm,2.5,0.9035216938347251,0.9119563802765308,0.9167668870466551,0.23295717893631634,0.22254108855321783,0.21637612168688247,-5.810887333394611,-4.981396475265976,-3.8430559054222386
14873R,tpm,2.6,0.8962735401524259,0.9105293433987202,0.9060635053000743,0.25085331498878294,0.23297825006806247,0.23872188864441213,-5.989992854343891,-5.117701387211114,-3.9618673509989564
14873R,tpm,2.7,0.8846656996837983,0.8989959876513776,0.8933922226742294,0.2743275978758273,0.2567199214269829,0.2637452837589045,-6.175575498806013,-5.272807638592284,-4.083351639591742
14873R,tpm,2.8000000000000003,0.8745962477651971,0.8968363942860486,0.879977230912336,0.29628133009753094,0.26872760185690997,0.28985502990523526,-6.362390341942947,-5.415511772495339,-4.206457802974878
14873R,tpm,2.9000000000000004,0.8640620998272682,0.8915449169170472,0.866351827082494,0.3191240253350904,0.28504549299420917,0.3164249614216587,-6.551213528957089,-5.565172583223295,-4.330815405740821
14873R,mc1,0.5,0.960294007381962,0.987495386176605,0.9869349838873375,0.03403074273887434,0.01909758893636484,0.019520834253501092,-3.355590871765929,-2.222579722954664,-2.1411766904785385
14873R,mc1,0.6000000000000001,0.9480938761747421,0.9911434546235998,0.991005623489081,0.04556583098123322,0.018821844092861924,0.018967737356805597,-3.698273442585708,-2.2763393500551787,-2.1876259330953074
14873R,mc1,0.7000000000000001,0.9273859725522524,0.9890907520684471,0.9917728613015578,0.06174331090091275,0.023931893289218333,0.020782800140217276,-4.07497770561117,-2.379309072955631,-2.256248241274594
14873R,mc1,0.8,0.9241332170284184,0.9865905370265335,0.9933712384186948,0.07111810972908902,0.029899234074321893,0.021021832430919415,-4.411425264225159,-2.4845760654183464,-2.2981232316998517
14873R,mc1,0.9,0.934947870477969,0.9839459345808169,0.9939380021554184,0.07325845129107993,0.036393136675512604,0.022363247129563824,-4.651115483023388,-2.590571422424345,-2.345089625972346
14873R,mc1,1.0,0.9120638989774359,0.9794099452785565,0.99238555072682,0.09377425074217555,0.045376265515623945,0.02759429157122894,-5.0113800273117555,-2.7078104734420747,-2.4131391995797125
14873R,mc1,1.1,0.9307547668402447,0.9766140510255503,0.993199453432102,0.09083899833333785,0.052790392933959866,0.028467498414996087,-5.121806120527338,-2.81777948038392,-2.4516995320168022
14873R,mc1,1.2000000000000002,0.9038098119333173,0.9764602336597635,0.9907699270303574,0.11604579410446345,0.057407031691536776,0.03594732557159041,-5.465264356989256,-2.9106813958976425,-2.5222724846494047
14873R,mc1,1.3,0.8838856239419273,0.9721487933449947,0.9908357127834282,0.13736297211926088,0.06727422300880488,0.03859011107386194,-5.812751342928872,-3.0244808083224495,-2.5713572905074242
14873R,mc1,1.4000000000000001,0.9019698241406973,0.9689468368080842,0.9874077948893794,0.13527367134961304,0.07613534305755079,0.048482419019501594,-5.978213638441665,-3.134627417064229,-2.647148066343986
14873R,mc1,1.5,0.9127628521673068,0.9666739881235665,0.9847083989209545,0.13615393462712405,0.08415329775916115,0.05700408081266739,-6.180176038023941,-3.2406517971034785,-2.7207312842463534
14873R,mc1,1.6,0.9208310142335522,0.9645224021033193,0.9832666767851144,0.137842506448292,0.09227471752979448,0.06337189891089344,-6.377872435686843,-3.3456758712733587,-2.7875303767605786
14873R,mc1,1.7000000000000002,0.923498670047784,0.9578856706718671,0.9744866057286258,0.1434977629749144,0.10646959023193298,0.08286950760912157,-6.604517370714843,-3.4681036304220303,-2.8854953794592344
14873R,mc1,1.8,0.9112568968812996,0.9545827319652876,0.969329603642654,0.16316534845245226,0.1167269480900354,0.09592246299592103,-6.890935915785545,-3.5814461746339328,-2.9761255918319924
14873R,mc1,1.9000000000000001,0.9204621500397022,0.9502349625110869,0.9601295545148503,0.1626232920334565,0.12863465693608228,0.11513871253324072,-7.045362845075215,-3.6990703811279566,-3.079340794683537
14873R,mc1,2.0,0.9212628541676959,0.9472650079893901,0.9553585014874092,0.16991258577626944,0.1390545351192246,0.12793963207160122,-7.270784888304991,-3.8128265082267743,-3.174502491797645
14873R,mc1,2.1,0.9268778766199881,0.9444186458268354,0.9448680183784759,0.1715565640261394,0.14957103681762182,0.14896517244867463,-7.441327352583151,-3.9263589466423667,-3.283100407157844
14873R,mc1,2.2,0.9349710906801864,0.9405363613910249,0.9378674608014014,0.16915294883837495,0.16175290101864853,0.1653430290256692,-7.53065706869159,-4.04366181515475,-3.388280076488435
14873R,mc1,2.3000000000000003,0.9401475962076865,0.9360713221807379,0.9249356905502936,0.1693495698758938,0.1750214028485177,0.18965314377739895,-7.6612738826853155,-4.163469193910282,-3.5028850544052323
14873R,mc1,2.4000000000000004,0.947053348168883,0.9311656940572166,0.9144335962250227,0.16592847541088504,0.18919259787382567,0.21093726546769329,-7.659679836806058,-4.285436629284562,-3.617500911560599
14873R,mc1,2.5,0.9513879648268696,0.9259295915423194,0.8995569914371482,0.16536102861583135,0.2041190945439583,0.23769558749922956,-7.759314033610478,-4.4092972497030996,-3.736423146146069
14873R,mc1,2.6,0.9521502680256307,0.917863029095765,0.8865256203267756,0.17037851213631322,0.2232258102204339,0.26237592051943875,-7.910684578320505,-4.539741944795359,-3.856489716548856
14873R,mc1,2.7,0.9551937144267546,0.9089145943499588,0.8702154083217335,0.17098567582269078,0.2437893090081104,0.29100592102235495,-8.01771153279472,-4.673044059104792,-3.978052810108807
14873R,mc1,2.8000000000000003,0.9582482812741427,0.9026017804392462,0.8568461189837508,0.17095672875935755,0.26111061581737216,0.3165560246012932,-7.900463535362663,-4.8045217430552025,-4.101204168716272
14873R,mc1,2.9000000000000004,0.9620809815281103,0.8937909691295164,0.8408444777325036,0.1685457346593419,0.28207847423569465,0.3453027832189201,-7.937573189947204,-4.940173106505128,-4.224480000145282
14874R,tpm,0.5,0.973101968567088,0.9900649220462147,0.9895238345014782,0.028009389796874572,0.017022723254091987,0.017480126631126917,-2.506239306356248,-2.039856226569994,-1.8839716166543936
14874R,tpm,0.6000000000000001,0.9574086399111513,0.9924399212627694,0.9930272485850419,0.04127534861819996,0.017389742651609613,0.016700600486159917,-2.754988947831862,-2.095586151302142,-1.9135071073684988
14874R,tpm,0.7000000000000001,0.971590812561999,0.9930569274332175,0.9947387966929986,0.03861971440203914,0.019092179282524904,0.01661966225943154,-2.7627554729674872,-2.1565672639923794,-1.9460065266516267
14874R,tpm,0.8,0.9705191422250665,0.9850494073074898,0.9947884720082308,0.04433272513988818,0.031570653770561716,0.018639613715184234,-2.9163645658141553,-2.2766346245268387,-1.9930158890590906
14874R,tpm,0.9,0.9760927083350666,0.9830314279758293,0.9957288087230184,0.044411164839001885,0.037415333648038604,0.018771608358127977,-2.999914334085652,-2.3725343003446837,-2.0189348053910816
14874R,tpm,1.0,0.9747754470107539,0.981358279576869,0.9965217981465206,0.050224051000736715,0.04317605867043813,0.01864993794488058,-3.1281545545207528,-2.464937650617988,-2.0377711120772912
14874R,tpm,1.1,0.9715941209082314,0.9763055344902775,0.9972008557575771,0.058181044379612135,0.05313746769692682,0.01826375341732013,-3.2649476389844905,-2.573683052179365,-2.0499649764671295
14874R,tpm,1.2000000000000002,0.9714710683268399,0.9722012652482286,0.9974922129527031,0.06319850025311079,0.062384476155915636,0.01873740074347454,-3.381633350095083,-2.680560448468781,-2.0681776946214407
14874R,tpm,1.3,0.9685428300246908,0.9675858468511218,0.9978073995365555,0.0714967839905255,0.0725761661063243,0.018875846346846428,-3.512291062719168,-2.790608133875168,-2.0819392287777383
