subject,bone,bucket,r2_95,r2_50,r2_5,rmse_95,rmse_50,rmse_5,m_95,m_50,m_5
50001R,tpm,1.3,0.9324141270043219,0.9575574983102718,0.9718519499048907,0.10479839866046463,0.08304761600781138,0.06763178350786907,-4.845514825997784,-3.4225642942870778,-2.810797081898797
50001R,tpm,1.4000000000000001,0.9141356871262378,0.9528987679753155,0.9694119639368287,0.12660175776729563,0.09376689169392967,0.075562998430396,-5.115864646504623,-3.56864792886664,-2.9098418150641328
50001R,tpm,1.5,0.9041285376092669,0.9437900602652585,0.9628663059101317,0.14273291756995193,0.1092914095143466,0.08883079417689042,-5.379358370894725,-3.729721326102222,-3.0246916544327456
50001R,tpm,1.6,0.8817137635804344,0.9407844425571472,0.9544509434423312,0.16848945587393802,0.11921297658512192,0.10455512217888005,-5.66081593641617,-3.875653340952168,-3.1470582652916024
50001R,tpm,1.7000000000000002,0.8546179319880731,0.9350373009652604,0.9447046003804148,0.19781811504479813,0.13223385783093045,0.12199868195027734,-5.9464616968075825,-4.030430862129794,-3.2751100282411008
50001R,tpm,1.8,0.8363605137000202,0.9301196957442037,0.9329661766265135,0.22156679780597516,0.1447898175865238,0.1418102500246231,-6.239006544494883,-4.184308073911429,-3.4093249706455238
50001R,tpm,1.9000000000000001,0.8297250502928211,0.9266318865830578,0.9182990768155795,0.23794205340300176,0.15618866063557005,0.16481977114053975,-6.5324149621274685,-4.334851269514408,-3.549744516466011
50001R,tpm,2.0,0.81238671700503,0.9265162569300639,0.9047354413549803,0.26228140822055196,0.1641463954086213,0.18689659753414647,-6.828237163829897,-4.473007307037702,-3.6921568727973177
50001R,tpm,2.1,0.8007527210640742,0.9211808168420202,0.8890514720528918,0.2831908010012157,0.17811434872319085,0.211321514519253,-7.129790782648595,-4.627114704206497,-3.8381234198593335
50001R,tpm,2.2,0.7882698814727308,0.9192030411446696,0.8712559044366556,0.30522328245400693,0.18854883159634112,0.23800714705208215,-7.433089513429677,-4.772411768845936,-3.986543699771901
50001R,tpm,2.3000000000000003,0.7710069808646466,0.9153392476885901,0.8533220615287219,0.33124888176267603,0.20141154505775177,0.26510974869065174,-7.73244976071292,-4.923204851696977,-4.136658355425962
50001R,tpm,2.4000000000000004,0.767330279412077,0.9139665663827367,0.837235045698156,0.347833659535301,0.21151214026853524,0.29092572288637314,-8.046709630254027,-5.0666321608692355,-4.288701606931623
50001R,tpm,2.5,0.7616902058507737,0.9136277883085464,0.8231688136682697,0.3661273811243019,0.2204186223449421,0.3153847528204211,-8.36138759657336,-5.205268470185575,-4.44268006811688
50001R,tpm,2.6,0.7479433193949031,0.9063471377224163,0.8107339657668698,0.3910426910629565,0.2383612170252001,0.338853056798123,-8.666786771346501,-5.362244344837425,-4.598412204509982
50001R,tpm,2.7,0.7456488794571495,0.9039815394330355,0.8035258577757646,0.4073869243780533,0.2503039063217834,0.3580494069277501,-8.988775467728175,-5.509707709100745,-4.756584154794897
50001R,tpm,2.8000000000000003,0.7428934098323638,0.9013409734137385,0.7976544608461545,0.4242341489288027,0.2627952027917999,0.3763533943087161,-9.311365662052346,-5.657979759472206,-4.915690943943003
50001R,tpm,2.9000000000000004,0.7402896503107597,0.8979308246251823,0.7926076704977412,0.44109674332908244,0.27652635296652467,0.39417181556453523,-9.635006635136888,-5.808496840867043,-5.075556159071468
50001R,mc1,0.5,0.8021131941021714,0.9862934601266039,0.9884421530537352,0.07597169542239637,0.0199943511932925,0.018360388592457956,-6.8946741651616925,-2.145014155871068,-1.89266733591325
50001R,mc1,0.6000000000000001,0.8658155053508376,0.9857792924093213,0.9896296635431786,0.07326240363219398,0.02385012166902243,0.02036696978622137,-6.163052259449208,-2.2587640705848147,-1.9695552319782554
50001R,mc1,0.7000000000000001,0.8052742781529756,0.9859219198971964,0.991151589484331,0.10110934871201963,0.027186379041666695,0.021553226024719024,-6.948113200050467,-2.3576225727021427,-2.0274518115580515
50001R,mc1,0.8,0.840985296926018,0.9871071986656448,0.9906745820159896,0.10296106159579012,0.029317573040021416,0.024933803004502587,-5.954449105178995,-2.4363595083583443,-2.095782770321125
50001R,mc1,0.9,0.8843042496334512,0.9839954574422457,0.9879286285676842,0.09769800102990994,0.03633696136187943,0.03155769546665343,-5.983624785676489,-2.542478670139207,-2.1784670722944064
50001R,mc1,1.0,0.9111000080041901,0.9848707938222564,0.9856634642248948,0.09428679228598763,0.038896280256270996,0.03786361812492966,-6.14681816852018,-2.617537487938894,-2.259000305343659
50001R,mc1,1.1,0.931498486333465,0.979934811313404,0.9802282428276866,0.09034985913249702,0.048898892132842355,0.048540028804764,-6.106537661881022,-2.728047475188682,-2.355692627773447
50001R,mc1,1.2000000000000002,0.9398476382195974,0.9781884781074547,0.9737030867878208,0.09176780834942268,0.055259506557300234,0.060675924794806976,-6.335036416248544,-2.823740883118207,-2.4591453025284253
50001R,mc1,1.3,0.9495103165486632,0.9744605955479415,0.9662656399104907,0.09057910112626545,0.0644216828673352,0.07403940514715979,-6.15652433660234,-2.929490674676427,-2.568235288628313
50001R,mc1,1.4000000000000001,0.9569751037251862,0.9725769312108751,0.9571457988346028,0.08961759855797619,0.07154699742572486,0.08943964939671566,-6.2822041142633624,-3.026805054342727,-2.684353058353477
50001R,mc1,1.5,0.9545950166144106,0.9702285563841171,0.9471194745218905,0.09822707859565842,0.07953886954423753,0.10600524356888308,-5.9165462087061425,-3.1259336333057863,-2.805341963000355
50001R,mc1,1.6,0.9597872590188088,0.9579063794740854,0.9400936117998263,0.09823979761525249,0.10051103882768013,0.11990635165845757,-6.036330525037758,-3.2577936402337704,-2.923419006888477
50001R,mc1,1.7000000000000002,0.9542013000817812,0.9525955718138713,0.9308299659316763,0.11102920063953405,0.11295880629725019,0.13644877245102055,-5.667056360133808,-3.3768877009519773,-3.0472890566692854
50001R,mc1,1.8,0.960799270171471,0.9472213847868399,0.9290225377508127,0.1084445431940158,0.12583157220645314,0.14592202943612106,-5.706434887701702,-3.497651594488093,-3.157820178332978
50001R,mc1,1.9000000000000001,0.9657624134246378,0.9384309523363084,0.9286064974696133,0.1066958178013922,0.1430793777879168,0.15407251406838834,-5.763670645044712,-3.628057231974801,-3.2633272832008475
50001R,mc1,2.0,0.9689284973927139,0.9311063130661799,0.9303991381477116,0.10673745495063278,0.1589371528070156,0.1597507934644015,-5.846380916495889,-3.7579790989503556,-3.358983244693038
50001R,mc1,2.1,0.9712350894174101,0.9205038521304245,0.9302993403472346,0.107600541399625,0.1788776104421788,0.1674948223385961,-5.933251214149079,-3.8951234114714577,-3.4588223136726306
50001R,mc1,2.2,0.9725637629763887,0.910168651237773,0.930076098225539,0.10987240003926833,0.1988109490329439,0.17540386763342133,-6.029058876872209,-4.034275042579782,-3.5574976049225575
50001R,mc1,2.3000000000000003,0.9699877328457575,0.8998094855388609,0.9320218567400855,0.119920298579548,0.21910717661902915,0.18047952878939624,-6.167343192131452,-4.175523469137898,-3.6455635385693292
50001R,mc1,2.4000000000000004,0.965182391257215,0.8858539116030466,0.9269346073742919,0.13455540325920842,0.24363079847674388,0.19492050729815028,-6.32250313435835,-4.320875370205889,-3.754269497908934
50001R,mc1,2.5,0.9602614147844813,0.8742314876046926,0.9264035649032542,0.14950904381919167,0.26597892439507365,0.20346497178118772,-6.4808668884985146,-4.467310033552573,-3.85152334886945
50001R,mc1,2.6,0.9489474753355793,0.860499017716826,0.9272351156368821,0.17598825234396198,0.29091338215774604,0.2101048068154511,-6.664976446099777,-4.6156720250572585,-3.9424355172318353
50001R,mc1,2.7,0.9439239178702772,0.8500978001662732,0.9214282960520546,0.19128419587002973,0.31274779837995076,0.2264244616335314,-6.833208914086864,-4.76534455381369,-4.051111148390766
50001R,mc1,2.8000000000000003,0.9372963773123598,0.837797590443837,0.9202900711010339,0.20950545549304472,0.33695947336336207,0.23621378077766067,-7.009564273264761,-4.916144318707343,-4.149632146777807
50001R,mc1,2.9000000000000004,0.9282488856729361,0.8238500109697797,0.9145028880294741,0.2318481036153308,0.363270835761887,0.2530841488212671,-7.194826596792742,-5.067299638550537,-4.258794712556399
50006R,tpm,0.5,0.9519964178282682,0.9747099344838505,0.9817544453146573,0.03741797001453764,0.02715928774632533,0.023068636970047192,-4.578425443011886,-2.979539669190031,-2.111556015409629
50006R,tpm,0.6000000000000001,0.9555631853742448,0.9730007471276051,0.9834095255416977,0.0421600828394612,0.03286289875978382,0.025760803138335755,-4.950377223340256,-3.193530840328436,-2.2197338314461414
50006R,tpm,0.7000000000000001,0.9702797902139021,0.976888025191579,0.9828728299447905,0.03950077231865403,0.034833585480712546,0.02998627065672723,-4.914335652649266,-3.3416548530004646,-2.3297052766711297
50006R,tpm,0.8,0.9763461146396936,0.9775066025284527,0.981723887739806,0.03971052367681758,0.03872415049341304,0.03490569414884803,-5.075972802061403,-3.496964213700742,-2.4372073149794504
50006R,tpm,0.9,0.9804014877729287,0.9814736335213755,0.9759435608728875,0.04021041231737608,0.03909507941527339,0.044549480670225385,-5.218726042773492,-3.5908206317856775,-2.5670906761211225
50006R,tpm,1.0,0.9818792052921594,0.9717815070788917,0.9707429407375596,0.04256852676313948,0.05312108142828837,0.05408979502867497,-5.379619444046601,-3.7890322354553607,-2.697184839740855
50006R,tpm,1.1,0.9850789026686206,0.97003084078077,0.9628599922491726,0.042167492597845635,0.05976056230456849,0.06652706910453982,-5.468056064025632,-3.9496883302512016,-2.8388898773534352
50006R,tpm,1.2000000000000002,0.9752778509837019,0.9668719566877999,0.9563771874192658,0.05883112154533297,0.06810232054569068,0.0781485365269419,-5.723924712678622,-4.11736285751814,-2.979559396626923
50006R,tpm,1.3,0.9763780935002104,0.9635695409154339,0.946152808408543,0.06195611193591656,0.07694120873265506,0.09354233604957585,-5.882605265232396,-4.285722848971013,-3.1324108506613606
50006R,tpm,1.4000000000000001,0.979937724253269,0.9630712741223101,0.9373506234691116,0.06119606310368181,0.08302627393684131,0.10814134401682751,-5.962503059107176,-4.434936262132315,-3.2858227753149873
50006R,tpm,1.5,0.9720022317345559,0.9582615414953237,0.9303795043052318,0.07713316897682007,0.09417761109862371,0.12163204896382451,-6.192353586104671,-4.607908594486374,-3.4378961613820236
50006R,tpm,1.6,0.9667350435182871,0.9552234936919337,0.9206835202573916,0.08935093483344794,0.10366465894380762,0.13797084887115083,-6.411207182388302,-4.7732955349334825,-3.597120246806117
50006R,tpm,1.7000000000000002,0.9668905192312206,0.950732308719147,0.9118104104561314,0.09440322332206916,0.11515737161132888,0.15407043146634125,-6.58151169368408,-4.946351668604357,-3.757612508133154
50006R,tpm,1.8,0.9541808494704234,0.9441437257453086,0.9048366909115084,0.1172422498883104,0.1294483768782277,0.16896447178785082,-6.837540414446529,-5.129705278328153,-3.9171618327621647
50006R,tpm,1.9000000000000001,0.950192878345872,0.936965640330144,0.8982692451674962,0.1286890358577509,0.1447719744640758,0.18391703559433337,-7.060151805840719,-5.317803829993432,-4.0775096760305045
50006R,tpm,2.0,0.9476557316891779,0.9286155788767291,0.8829852316354951,0.13853843647390743,0.16178469564578504,0.20713622345448202,-7.274095051454029,-5.5121108900674205,-4.247889289504505
50006R,tpm,2.1,0.9394524683077944,0.921236554859211,0.8783412607115276,0.15611015824126473,0.17805135963863788,0.22128633614303933,-7.519841572474016,-5.706905876696796,-4.411486172885689
50006R,tpm,2.2,0.9394100617811562,0.9193355022990641,0.8689149909470448,0.1632775943486775,0.18839421166376547,0.24016120415941497,-7.721229872050314,-5.885731865236943,-4.581167870355657
50006R,tpm,2.3000000000000003,0.9350762277939795,0.9126928987414544,0.8569375689834915,0.17637830795022572,0.20453521136074992,0.26182197806030394,-7.950282021023072,-6.080135328220905,-4.753795625628926
50006R,tpm,2.4000000000000004,0.9321985777924753,0.9130428498784352,0.8410707578793304,0.1877677809101252,0.21264458155150281,0.2874773137184014,-8.172539231607065,-6.25076907185584,-4.927979311913177
50006R,tpm,2.5,0.932095650149831,0.9110719893552357,0.8309402149225311,0.1954384731589969,0.22365599922130394,0.3083766027215356,-8.374803816967363,-6.430010583476416,-5.104687598677105
50006R,tpm,2.6,0.9296929393591247,0.908379068417775,0.8187386170694849,0.2065259066609593,0.23576124609418553,0.33161007068218784,-8.591953759391817,-6.611731985461084,-5.282376646331351
50006R,tpm,2.7,0.9277626996275766,0.9050180509149491,0.7982337610371693,0.21710559295652865,0.24894923534326313,0.36283945612797835,-8.806072816678295,-6.795988946511707,-5.453923386499352
50006R,tpm,2.8000000000000003,0.928720713068714,0.9003697585884635,0.7842775565479627,0.2233730083333711,0.26408553346988867,0.3885945321494191,-8.995696492645417,-6.984726836163477,-5.633252907185809
50006R,tpm,2.9000000000000004,0.927450163058165,0.8963514988167094,0.7714171038774214,0.2331349813068054,0.2786574996953814,0.4138196302076126,-9.201403196457873,-7.172860381437192,-5.814393788250029
50006R,mc1,0.5,0.9748103287074537,0.9704059719798459,0.9840272366195715,0.027105326894037055,0.029379570292770097,0.021584074343425217,-4.5616094202905755,-2.360001062463314,-2.0746437891355742
50006R,mc1,0.6000000000000001,0.9745021733775552,0.9727094781383913,0.981872299093452,0.03193607779452263,0.033039686355417555,0.026927830143959143,-4.870901017151858,-2.5137234504995014,-2.2039077719072053
50006R,mc1,0.7000000000000001,0.9781336843779854,0.963229529415421,0.9795960915194046,0.033881876721276495,0.04393688320409614,0.03272927122976091,-5.09169405319008,-2.7117085984303344,-2.3290588900421794
50006R,mc1,0.8,0.9817192624922226,0.9660137701143716,0.9809481069324874,0.034910110768254496,0.047599880872139864,0.0356388300102683,-5.261267149693142,-2.8544656849173347,-2.4246859439947412
50006R,mc1,0.9,0.9865480299255499,0.9670814032419209,0.9794693846334448,0.033313473717733195,0.05211318674329493,0.04115550713745123,-5.219431020588192,-2.992864229290056,-2.531193459409425
50006R,mc1,1.0,0.9874400970876464,0.9630887294964159,0.9722994079540662,0.03543995331875326,0.06075464632732578,0.05263135191683175,-5.357791102487793,-3.150820236209984,-2.6635901821927455
50006R,mc1,1.1,0.9901805681582534,0.9598585484599946,0.9664469575089313,0.0342074401430661,0.06916301739502088,0.06323293627679855,-5.394231363863668,-3.3049203211057967,-2.794720267154649
50006R,mc1,1.2000000000000002,0.9915873936692403,0.948075951282332,0.9583853116667042,0.034318579316551995,0.08526058186802082,0.07632860778673631,-5.465462341160825,-3.4882349437114493,-2.9352926554883743
50006R,mc1,1.3,0.9918771595443854,0.9463768809581894,0.9488120190275552,0.03633127542541562,0.09334750582792391,0.09120332728591839,-5.560489266826611,-3.6441117435811825,-3.0830345217662916
50006R,mc1,1.4000000000000001,0.988462927467593,0.937269039345715,0.9399701827419866,0.04640675460227866,0.10821173375440044,0.10585634552620116,-5.721466505200565,-3.823246105868238,-3.232579250215378
50006R,mc1,1.5,0.9897950168528101,0.9305722658912626,0.929331638083192,0.04656778842480964,0.12146354802205758,0.12254397948215041,-5.788389071134992,-3.9994829208470897,-3.3884563309368954
50006R,mc1,1.6,0.9728803026731188,0.9219819415071422,0.9180068974116933,0.08067668410669568,0.13683688844125974,0.1402795231713939,-6.0328751109957555,-4.182213548481995,-3.548521404191013
50006R,mc1,1.7000000000000002,0.9755842654911917,0.9176412724601072,0.9097761663196502,0.08106726757424525,0.14888997334549134,0.15583725025046957,-6.129479698298859,-4.357229574874697,-3.706910344782077
50006R,mc1,1.8,0.9760264740535175,0.9109177257064608,0.8995456543031255,0.0848060008722542,0.16347685551190927,0.17359810975083367,-6.258570071689614,-4.5386975795157465,-3.8700290159930137
50006R,mc1,1.9000000000000001,0.9641699695328,0.9062497585658148,0.8887633827998045,0.10914891263931169,0.17655581348929442,0.19231790145242583,-6.481435375338732,-4.717122605107823,-4.036023456074674
50006R,mc1,2.0,0.9589708905273246,0.9021293530297597,0.8754215838721945,0.12265401259904878,0.18943575134880944,0.21372588186786193,-6.680159506173036,-4.894927303924218,-4.206042036040941
50006R,mc1,2.1,0.949965356488065,0.9005243962794268,0.8640081140749516,0.14191174727116157,0.2000973025743493,0.23395882989285055,-6.900662951038255,-5.066223772640418,-4.3774208431537325
50006R,mc1,2.2,0.9475294788166936,0.8987939954365324,0.8533616658314813,0.15194416514185294,0.2110228471230677,0.254009580595198,-7.091895303046906,-5.237005920291232,-4.550379822448904
50006R,mc1,2.3000000000000003,0.933950720748529,0.8976592035018136,0.8428960687658235,0.17790057047312538,0.2214459264065324,0.27437012783776116,-7.32841329227936,-5.405151057845795,-4.724970941711312
50006R,mc1,2.4000000000000004,0.9294865340508878,0.8960064882868483,0.8335592967340113,0.1914862979263476,0.23254381542160826,0.29419239571803013,-7.5426284119913225,-5.573953564296919,-4.900879892925564
50006R,mc1,2.5,0.9156524209526196,0.8948330312483518,0.8252560061228016,0.21781991004991116,0.24322092821712946,0.3135179365776766,-7.783931371628327,-5.740598162698389,-5.077979045236037
50006R,mc1,2.6,0.9108053333546596,0.892381414714073,0.8139481751518128,0.23261863875917885,0.25551635643691367,0.3359634510001053,-8.009746334122246,-5.9103894220183495,-5.255997409010861
50006R,mc1,2.7,0.9035472406302278,0.8900586114307175,0.8015923491133385,0.2508693394753063,0.2678371819622074,0.35980688181793646,-8.244407681869474,-6.079788331747738,-5.4346670306963825
50006R,mc1,2.8000000000000003,0.905657431148638,0.8866663914910233,0.7888642550789209,0.2569820970339246,0.2816620775970445,0.38444118073478467,-8.437913059378907,-6.251972090003736,-5.614014283376337
50006R,mc1,2.9000000000000004,0.9084505797433825,0.8812610461436604,0.7734941278451374,0.26188885812289847,0.29825369446838523,0.4119352488227784,-8.620176139732115,-6.428762835794784,-5.791088840423193
50007L,tpm,0.5,0.9808796647915612,0.9761857018393482,0.9902598799012028,0.023615174011204186,0.026354955821483457,0.016854875740121098,-3.1945733384191928,-2.6058043303267895,-2.1124238951215917
50007L,tpm,0.6000000000000001,0.978374202707988,0.9744427397720438,0.9935944031568763,0.0294114245095417,0.031973276483936414,0.016006994525049043,-3.4093228989504802,-2.7890624824936734,-2.14115608497327
50007L,tpm,0.7000000000000001,0.9828065980418923,0.9760272226800562,0.9919948146072474,0.030044194161279583,0.03547634154330229,0.020500542264035776,-3.528891124839063,-2.9365992626516952,-2.2259735475735196
50007L,tpm,0.8,0.9835001506048678,0.9766153343375121,0.9943113079906932,0.0331660965396213,0.039483891789342626,0.01947424283390139,-3.669240095981606,-3.07581506020174,-2.2393146659296677
50007L,tpm,0.9,0.9819232989149671,0.9728965374443929,0.9956117410838256,0.03861771406382293,0.047286738741824604,0.019027121710452864,-3.8238150834793316,-3.236390974354136,-2.260581342139905
50007L,tpm,1.0,0.9811828235758269,0.9767496626797971,0.9950699258826543,0.04337876948943181,0.04821860358845172,0.02220377021441489,-3.965674651631737,-3.33005283906736,-2.309860712933315
50007L,tpm,1.1,0.9722364658752692,0.9788710389361422,0.99423190244824,0.057519455982566484,0.05017836047650097,0.02621764593267901,-4.165110221750092,-3.4249459854402913,-2.3617054703658367
50007L,tpm,1.2000000000000002,0.9657600567038649,0.9815810683898623,0.9934548470967693,0.06923577154519837,0.05078041379724409,0.030270801219199138,-4.359248269134578,-3.4962651661588473,-2.412497316819303
50007L,tpm,1.3,0.9553985724223057,0.9796936464056389,0.9909574959000459,0.08513361252393406,0.05744373298353626,0.038332843831923084,-4.574520354520592,-3.608801006430839,-2.4779843047561485
50007L,tpm,1.4000000000000001,0.9466683479099837,0.9734802896897058,0.9884304770974105,0.09977595764245838,0.07035869473340323,0.0464719730068567,-4.790131130840545,-3.7479235004841756,-2.545268728884517
50007L,tpm,1.5,0.938684261643514,0.9731168242923164,0.9834383744215344,0.11414724876558867,0.07558223890493547,0.05932407129845309,-5.0075762450799575,-3.8545376406555993,-2.6267073681089914
50007L,tpm,1.6,0.9280091986023766,0.9701949138275213,0.9757592348959195,0.13144501639632283,0.08457671477064314,0.07627439691652217,-5.236508547712855,-3.9768330354109476,-2.720128975510015
50007L,tpm,1.7000000000000002,0.9148050931639773,0.960973020723614,0.9693934574816345,0.15143192889886012,0.10249274082535752,0.0907648667043583,-5.4752053175064175,-4.127484052034909,-2.812823421717874
50007L,tpm,1.8,0.9014554972514534,0.9578492900330505,0.9561488188216505,0.1719399628491412,0.11245093592356092,0.11469679312650796,-5.718854987908564,-4.2588055600317665,-2.9222250958878018
50007L,tpm,1.9000000000000001,0.8952420895089815,0.9475002431013818,0.9464435562743975,0.1866333443901802,0.13212179672101992,0.1334448108349018,-5.954108780288338,-4.416017396637235,-3.0295864438224114
50007L,tpm,2.0,0.8842927560225274,0.9449675604893685,0.9368416597174957,0.20597570113585392,0.14205126241571456,0.15217771881449987,-6.199600329468424,-4.551897337856591,-3.139165529219474
50007L,tpm,2.1,0.88759871126068,0.9408046082430523,0.9209737592858113,0.21270053765229768,0.15435719996868066,0.1783481479787799,-6.408732843163116,-4.694424155523228,-3.257131451414329
50007L,tpm,2.2,0.8949091748505071,0.9336132099879019,0.9113745465818838,0.21503479501182243,0.1709098815321197,0.1974720220790052,-6.5822842715867615,-4.847354277921988,-3.3725882916330323
50007L,tpm,2.3000000000000003,0.9011013026795326,0.9274618188925393,0.8982555195690306,0.21769005290257037,0.18643464926704242,0.22079982685645255,-6.751052889731101,-4.999810371836403,-3.4923787115506277
50007L,tpm,2.4000000000000004,0.9072285735012474,0.9222390364366844,0.8881557396975405,0.21963866185021086,0.2010863024995087,0.2411618032717429,-6.906848235997931,-5.151514863471134,-3.612241478993335
50007L,tpm,2.5,0.9113680987516471,0.9150503702326923,0.8787619343729441,0.22328332775242737,0.2185958982783309,0.2611444273102889,-7.069916225137677,-5.3091182532688945,-3.733087935736118
50007L,tpm,2.6,0.9147867446855784,0.9097001822692149,0.8673128085893834,0.22736763524612658,0.2340553127432553,0.28371974926402416,-7.23098063248048,-5.464632898620632,-3.856001338805706
50007L,tpm,2.7,0.9147534353967106,0.9028414504414012,0.8554211883420515,0.23584610109909754,0.2517855309325489,0.3071443872298683,-7.4118619294343535,-5.624410226562575,-3.980194918024656
50007L,tpm,2.8000000000000003,0.9175247162431169,0.8984616684479843,0.8457716711470018,0.24027629643770157,0.2666023857477853,0.32857241241026136,-7.568953813993688,-5.780856213649658,-4.105359958934127
50007L,tpm,2.9000000000000004,0.9150532270549779,0.8948815222999178,0.8389271075157972,0.25226829117293403,0.28062654818039656,0.34737651324283375,-7.756788109752644,-5.936265463893027,-4.230949648334641
50007L,mc1,0.5,0.8755939379152211,0.9792988147860919,0.9903189345999637,0.06023711600117808,0.024572028177156747,0.016803702196274032,-4.635846920436331,-2.398318690579317,-1.9321149879699127
50007L,mc1,0.6000000000000001,0.8490756759795354,0.9783694990953765,0.9929661192086352,0.07769795982404294,0.029414622829214095,0.016773646939607333,-5.305206048447818,-2.5525860225891095,-1.9774805587044433
50007L,mc1,0.7000000000000001,0.8324294610423749,0.9713442045237168,0.9928523301390697,0.09379474023246356,0.03878697284533637,0.01937143948442769,-5.978903276332628,-2.733435230026667,-2.0422494264090343
50007L,mc1,0.8,0.832293840712584,0.972181709171812,0.9927418543443978,0.10573746081290707,0.04306451813127862,0.02199719020784535,-6.632948347988194,-2.872714326005866,-2.101422293524302
50007L,mc1,0.9,0.8687792301575524,0.9706913087300596,0.9935529372007874,0.10404668909677978,0.049172828165259315,0.023062581835845235,-6.1084171187045415,-3.0170332973970417,-2.1431926798053254
50007L,mc1,1.0,0.8465740821221039,0.9654011435365931,0.9922615231064186,0.12386521621419631,0.058820792636113936,0.027818118005324598,-6.641363426176247,-3.1776230659708333,-2.203891851334936
50007L,mc1,1.1,0.8807873596588489,0.9673275751842603,0.9915052117622304,0.11918965128729582,0.06239762781716108,0.03181659312896745,-6.7776698485254965,-3.2971538964814253,-2.2594591870686584
50007L,mc1,1.2000000000000002,0.9049760341284326,0.9656579317724573,0.9904337125871833,0.11534017176170444,0.06933894686145682,0.03659617791237659,-6.621704399278193,-3.432231312725346,-2.316726421493165
50007L,mc1,1.3,0.8920956562840995,0.9635450919429115,0.9887246549386486,0.13241773239953122,0.07696702254392376,0.042804714372013615,-7.028469518791306,-3.5675814992661614,-2.3784636773500916
50007L,mc1,1.4000000000000001,0.9117353105487562,0.9580185174906022,0.9825396859238288,0.12835916548588241,0.08852425318382649,0.05708991703928049,-7.114967991958557,-3.717933891896854,-2.4632634256548513
50007L,mc1,1.5,0.9272921083031351,0.9549439106307835,0.9760020500869754,0.12429974652260425,0.09784896009134954,0.0714112341058303,-7.130565549310691,-3.8597951151734593,-2.5523102165284137
50007L,mc1,1.6,0.9372805655691435,0.945996627567238,0.9663442800752143,0.12268929971030684,0.11384555056682208,0.08987420532026155,-6.956911948135118,-4.022792875592207,-2.6521808094594954
50007L,mc1,1.7000000000000002,0.9470337653605132,0.9404182301076098,0.9485849659191945,0.11940161147905505,0.1266389608139418,0.11764018590636201,-6.916674278632974,-4.1794435094689675,-2.7670773300869307
50007L,mc1,1.8,0.9541713299303711,0.9285529917615127,0.9360266594199176,0.11725442857687168,0.1464039018317008,0.13853520193086202,-6.824049274311179,-4.352911681614439,-2.880334710579579
50007L,mc1,1.9000000000000001,0.9606939435923879,0.9178532182743582,0.9153080028371207,0.11432088066285684,0.16526888673847845,0.16780968105761127,-6.809521397304008,-4.528099139188436,-3.001927483544311
50007L,mc1,2.0,0.9660516600797976,0.9130642854419584,0.9041922304398023,0.11156937141262145,0.17853971174862468,0.18742869445580027,-6.80533961965243,-4.694424743243775,-3.1210924343026485
50007L,mc1,2.1,0.969949192883327,0.9141251743259708,0.8927275376274332,0.10997931562098837,0.18591561885381366,0.20779115983351693,-6.864299737436836,-4.841745978938282,-3.242332118517646
50007L,mc1,2.2,0.9727226895378515,0.900167225210823,0.872438328667685,0.10955371560720949,0.20958630896897354,0.2369116615665396,-6.941024451550529,-5.021022692880882,-3.3671825454342557
50007L,mc1,2.3000000000000003,0.9737473409708817,0.8997323733690623,0.8602097966437916,0.1121579204430921,0.21919147891130308,0.2588103664362186,-7.049631103153424,-5.179117820713388,-3.493527290706782
50007L,mc1,2.4000000000000004,0.9722866488976367,0.8970222912334039,0.8474204876514443,0.1200455853966683,0.23140529068850116,0.2816759599633038,-7.191751790245333,-5.342865897600538,-3.6212535124596226
50007L,mc1,2.5,0.966110860109449,0.8959825501304689,0.839136493536769,0.13806752401790381,0.24188802275352814,0.30080844799567596,-7.373503700398001,-5.501628665495369,-3.7496764972058396
50007L,mc1,2.6,0.9567890540219164,0.8961508043803068,0.8223172485874636,0.16190935908723084,0.25100168394378175,0.3283202743109325,-7.573337767326398,-5.655190898338477,-3.8776515391108455
50007L,mc1,2.7,0.9424259104852734,0.8930128526590244,0.8157008724544987,0.19382232432916288,0.2642141435275304,0.34677828756056733,-7.789460043793705,-5.817754742371579,-4.0090681991852
50007L,mc1,2.8000000000000003,0.926311758522868,0.8950503653548321,0.8056331959100711,0.2271162016105248,0.2710438050419477,0.3688587302246627,-8.011284951132073,-5.961931933519308,-4.140879722172812
50007L,mc1,2.9000000000000004,0.9052993777704029,0.8907922296335598,0.7982514733629626,0.26635793490528203,0.28603290247718843,0.3887714897026019,-8.235653647768236,-6.125211491008638,-4.274176227420308
50008L,tpm,0.5,0.9603427704817871,0.9906269319114216,0.9910951493825756,0.034009839668560735,0.016534241820644044,0.01611597994770646,-3.2213019775126392,-2.2122879774835673,-1.9386802066613291
50008L,tpm,0.6000000000000001,0.9661202377913853,0.9814453910680726,0.9901705594613103,0.03681291197860589,0.02724306071786146,0.01982870700644848,-3.435992713468899,-2.3773592455069483,-2.028928999618005
50008L,tpm,0.7000000000000001,0.9717940983910393,0.9875230615435897,0.9922744341860125,0.038481292006251964,0.025593734955288064,0.020139319880133583,-3.6031236467234597,-2.394778736968353,-2.0760385939474775
50008L,tpm,0.8,0.9636604389457635,0.9859759603870633,0.9923268208398652,0.04922029463154173,0.030576722751069648,0.022617366719896902,-3.850812381805273,-2.4969410525705324,-2.1363493390099197
