sub,bone,n_iter,rmsd,h_before_rmsd,h_after_rmsd,h_diff_rmsd,h_ratio_rmsd,d_mean,d_median,d_std,d_max,d_99,d_95,h_before_mean,h_before_median,h_before_std,h_before_max,h_before_99,h_before_95,h_after_mean,h_after_median,h_after_std,h_after_max,h_after_99,h_after_95,h_diff_mean,h_diff_median,h_diff_std,h_diff_max,h_diff_99,h_diff_95,h_ratio_mean,h_ratio_median,h_ratio_std,h_ratio_max,h_ratio_99,h_ratio_95,before_points,before_cells,before_A,after_points,after_cells,after_A
14818R,mc1,400,0.006281772412611318,0.47807599433003883,0.47594991113242896,0.0061541950184329465,0.0061541950184329465,0.004882477140716408,0.004023772707365513,0.003952477908126287,0.03519043915680541,0.018397965739722525,0.012339295434119091,0.4574986665694543,0.4372265300993879,0.1387502304208056,0.7428827244121766,0.7036969270079291,0.6835317279114527,0.4555214261408495,0.43798013971569283,0.13794400397833032,0.7275759276852293,0.6957996597807495,0.679637336410925,0.0019772404286047566,0.001635425478596464,0.005827918720469235,0.033332264408865,0.018124244024361632,0.011823814822666989,0.004201471130096327,0.0036653164126110084,0.014231861843231833,0.10169406190136183,0.04802259297731473,0.026708990316037025,2903,5560,74.041891412791,2779,5320,74.18086411903309
14818R,mc1,800,0.011620694979192143,0.477774377012686,0.4734390225043617,0.011400299551970155,0.011400299551970155,0.0089779814881985,0.007399283914915979,0.007378102750503447,0.06291865595068558,0.03540936228397813,0.02248912912376472,0.4572633670230503,0.43773361020898316,0.1384867087795917,0.7381366070107532,0.7042350899121314,0.6833464238274334,0.45308398651796394,0.43757063585920397,0.1373295641545367,0.7233456937164434,0.6898749531295004,0.6747087301278487,0.004179380505086373,0.0037038414735014458,0.010606583260803399,0.06509415072851238,0.03300259970034546,0.02190182762300533,0.009143350813401924,0.007858060579935724,0.026847697952269062,0.19545848739150795,0.10050947338849772,0.05143012940706539,2903,5560,74.041891412791,2779,5320,74.31544960086539
14874R,tpm,25,0.0012180113881705198,0.29664045291239494,0.2963886039433665,0.0012387625259011538,0.0012387625259011538,0.0007759855158776725,0.00048556418290815093,0.0009388281103914277,0.0139521559831251,0.004651197514950248,0.0024840675790987364,0.26299715402590446,0.25122536550040936,0.13721536094164338,0.601295079689947,0.5505208985168152,0.49217858538923287,0.2627290779285757,0.25064995533988377,0.13718467902174122,0.5983034349773949,0.550428439449776,0.49196606802566284,0.0002680760973287658,0.00015504617405581733,0.0012094080376853732,0.014529543613463647,0.004170210086617969,0.0021884972614910733,0.0011341460383387282,0.0006562510671786969,0.005889126162917737,0.09769564708098026,0.02065931660375183,0.010519574116694644,3418,6590,99.14530341092524,3404,6559,99.05352269095187
14874R,tpm,50,0.0017568719380665662,0.29643694872223114,0.29598989108081303,0.0017674706627688569,0.0017674706627688569,0.001182315354687208,0.000788252512563588,0.0012995112192038336,0.01490071774316452,0.00638933220793408,0.0036993477876247458,0.26250007292573174,0.25031642461737025,0.13772645454571253,0.6100747058883219,0.5537751166241794,0.49438936981357334,0.2620263398843564,0.2499240726626128,0.13766703610101913,0.6091303452639095,0.5543460069225308,0.49372123151085434,0.00047373304137528845,0.0002782286976873716,0.0017028005018961854,0.021014271586985878,0.005955448109514125,0.0034405602513372414,0.002008191890837284,0.0011561198015398724,0.008874557570287357,0.10843270407156516,0.03135229248132632,0.016900903778206126,3418,6590,99.14530341092524,3372,6498,99.01112296131119
14874R,tpm,100,0.0027465999607830887,0.29643170480564557,0.2956547767319803,0.002764873981741307,0.002764873981741307,0.0019152551224267157,0.0013201623743602203,0.0019686566893676234,0.021209080962939393,0.009358974458377588,0.005885746628240521,0.262405753997371,0.2500516192767135,0.137894800058061,0.5992914436794006,0.5516029457593705,0.49231117389205237,0.26159950600216775,0.24918092215306092,0.13775864932503848,0.5961888612933673,0.5523412470404703,0.49138486919327445,0.0008062479952032017,0.0004704419641104046,0.0026447102497515387,0.02496397978857423,0.00903758826295689,0.005650604110654043,0.003234510700658136,0.0019679430693731147,0.014464652184738983,0.17596909948079345,0.0504175609298114,0.027582486742996057,3418,6590,99.14530341092524,3353,6463,99.07784572903826
14874R,tpm,200,0.004624270413481494,0.29558423562026936,0.29419947025911386,0.004634288557614428,0.004634288557614428,0.0033207072182049346,0.0023750594182907485,0.003218195212842432,0.031231893968751832,0.014679834866062311,0.00987413230366441,0.2615421088694213,0.24678717731498084,0.13771625044037003,0.6013751894304984,0.5534414088470628,0.4931646438159227,0.26002922447249044,0.24472659556728416,0.13761588106384537,0.597625552089938,0.5532977499936063,0.49203700603337436,0.001512884396930839,0.0009953572206820444,0.00438038939327992,0.02951378520962364,0.014322380247787144,0.009550847649868521,0.0063922646544039025,0.004017424949024032,0.02588122311177867,0.241452039077322,0.09194764019507096,0.05077935651317523,3418,6590,99.14530341092524,3333,6425,99.07909379824672
14874R,tpm,400,0.00807087364532446,0.2946334299193968,0.2919642633108108,0.008085111687697497,0.008085111687697497,0.005897136246586023,0.004354172956102988,0.005510243686806806,0.054652016211829316,0.025062212230427646,0.016874496894115406,0.26090643106342937,0.24712420391055923,0.13688203773984398,0.6100011570118754,0.5518139815988506,0.49009570686352016,0.2579071997525899,0.24316808419157498,0.13684665639467472,0.5999613366368447,0.5521183037941462,0.48815060981132546,0.0029992313108394503,0.002339302631511664,0.007508238311789453,0.05228179925860918,0.024639051235732044,0.01639288071667887,0.013121914492396544,0.009232341019062007,0.046684518348065154,0.436364900425573,0.16757168857012214,0.09198107971493859,3418,6590,99.14530341092524,3334,6426,99.17426142450037
14874R,tpm,800,0.014399934116870487,0.29459673195723823,0.2893495065606091,0.014425249890060103,0.014425249890060103,0.01061744408545735,0.008000126136789843,0.009727691589601172,0.0898927391791708,0.04733724150027039,0.028755416244028286,0.2610734492654518,0.24786809919110814,0.13648402312550892,0.6037696730274115,0.549977152256939,0.4912116692888136,0.25512185544830634,0.24074443705464932,0.1365136470082074,0.593933309260371,0.5448548225272383,0.4854526552407147,0.005951593817145435,0.004788444838332177,0.013140257433794638,0.09369744827270535,0.04776007591020936,0.028258893484346504,0.026276104092387585,0.01892054813566188,0.08436587138855695,0.7260311300837959,0.33911646816659746,0.17098533523547554,3418,6590,99.14530341092524,3338,6435,99.36447858745063
14874R,mc1,25,0.001039271941868807,0.27998961968946734,0.27962869382979416,0.0011801014333846708,0.0011801014333846708,0.0006694429074926801,0.00042380197598798587,0.0007949417354520441,0.01277954266946136,0.0040302086598675456,0.002140035380106906,0.25203402488751925,0.22908490428975425,0.12195506317020982,0.5445407927109229,0.4888343571512106,0.4396015239965171,0.25171201689985245,0.2287768673182699,0.12179190022807404,0.5416264148089706,0.4877448662187672,0.4387675395316258,0.0003220079876667901,0.0001384993134097949,0.0011353194479772374,0.026981483358339886,0.004493765981728767,0.00210390730510821,0.001355972734978546,0.0005844615873571103,0.005476795293432548,0.1350614684906777,0.019118651744653065,0.010208106316560533,3577,6903,102.99410846710708,3533,6821,102.5010574705602
14874R,mc1,50,0.0015741151174068068,0.2777434511962198,0.27714261119210326,0.0016592218147188137,0.0016592218147188137,0.001026123403676399,0.000667058651287887,0.001193695590708203,0.016002675399050717,0.006081103389142134,0.003112923970210506,0.24965586427440012,0.22540257578250278,0.1217102054709843,0.5431972810953671,0.48831726508616263,0.4362149296262806,0.24911389398332476,0.22475007615957854,0.12145079152826518,0.5336713938750038,0.48703843447916034,0.4351238398579387,0.000541970291075346,0.0002516266070868439,0.0015682108385132714,0.028382256950802542,0.006327428615369512,0.0031428854295400305,0.0023410262592271254,0.0010718784722185343,0.00791947225550566,0.1635740710994956,0.029007407977347466,0.016359748006311035,3577,6903,102.99410846710708,3530,6814,102.61617196422802
14874R,mc1,100,0.0026101843221043126,0.27935704868381406,0.2783305842909871,0.0026618083930723454,0.0026618083930723454,0.0017220490373949602,0.0011273737840493438,0.001961532387743379,0.023450793820279342,0.009923736049167155,0.005195245967921246,0.2510680180522154,0.22711925017846663,0.12249575894970115,0.5435988641514955,0.49252119558406016,0.4396987848917168,0.2501405356118265,0.22644262940200377,0.12205583392689939,0.530162796783578,0.48958250041405615,0.4378976430522237,0.0009274824403888871,0.00044854715358248753,0.0024949950389130345,0.031067093174468624,0.010023976370160845,0.005239555022135123,0.004070217384476237,0.0018649509894717907,0.012857064256946923,0.16014934783081677,0.047345204874830744,0.027595774908189298,3577,6903,102.99410846710708,3517,6787,102.68853375677696
14874R,mc1,200,0.004558240446195397,0.28023481257971483,0.2783400864575818,0.004548225848483692,0.004548225848483692,0.0030569853902486215,0.0019851629016395538,0.0033811826760969453,0.0378589392297437,0.016910498309409917,0.009280321780286632,0.25212014579745246,0.23048464809401525,0.12233961854059874,0.5431087870760312,0.4877185661836729,0.43854513277956625,0.25038157299071945,0.22930495673256152,0.12158236564529881,0.5218700029581047,0.48254812669846586,0.43531935692024776,0.0017385728067330316,0.0009297011269356337,0.004202823213567712,0.036914661945911253,0.01696662827589838,0.009269981445079645,0.007597537556666194,0.0037630105294753366,0.0219902313066086,0.19296245993852026,0.08105572073309222,0.049841841093141624,3577,6903,102.99410846710708,3501,6758,102.82256444049146
14874R,mc1,400,0.008125052903124572,0.27843375475137894,0.27489247504122605,0.008059687001222256,0.008059687001222256,0.00554521212038879,0.003578058455555218,0.005938611556455456,0.05407584925948103,0.028437415158011438,0.017292081501175578,0.2505807078775195,0.22673150858452734,0.12138642685470345,0.5396975443913841,0.48787607045310577,0.4381006730008863,0.2472478490950677,0.22439656052367776,0.1201431394302384,0.5096957466722032,0.4790346885749095,0.43400449424324145,0.003332858782451771,0.0018552639999957765,0.007338297274838701,0.06790564777160327,0.028141980597373193,0.017071972841947444,0.014999744941137533,0.007524752349614825,0.03943143707429579,0.3334105090325327,0.14360575622305746,0.08935750881791123,3577,6903,102.99410846710708,3494,6744,102.86668627585372
22306R,tpm,25,0.001100353957205575,0.3819725311888627,0.38155553893390504,0.0011741827254667092,0.0011741827254667092,0.0007099846310094339,0.00043317016033119415,0.0008406548964161018,0.00898396192183755,0.004111678049930501,0.0023707079624377026,0.36937138128190516,0.3442316898607649,0.09730260671083854,0.7095283506123508,0.6519549002915096,0.599326509228333,0.3689566658272743,0.34400067267299206,0.09723995080605398,0.7096061931160108,0.6523931988136584,0.5986244810968525,0.0004147154546308901,0.00022573124548785906,0.0010985063333794319,0.01877521179007935,0.004346947751548165,0.0023654589929927358,0.0011223778097030008,0.0006354193059818355,0.002985077800082441,0.04873716589706589,0.011439107822342712,0.006429804733902895,3855,7433,113.0872940386274,3875,7469,112.72778570623689
22306R,tpm,50,0.0016505830716562146,0.38072519463261545,0.38005294151389407,0.001675536521683946,0.001675536521683946,0.0011039738427496245,0.0007099190332093175,0.0012270559200634223,0.012312204576886709,0.005844700729693575,0.003595806239750426,0.36827833268937554,0.34376199831239107,0.09655435515592493,0.7079685285984847,0.6528100669282194,0.5972360280402598,0.36760549448916463,0.3432123202508027,0.09646988532562968,0.7084968516845775,0.653315933407501,0.5967736584273009,0.0006728382002109671,0.0004011540675036007,0.0015345068888192074,0.021219904510281162,0.005930145816750065,0.0035156797418290347,0.001832519829142062,0.0011519207992242604,0.004230733091750939,0.07407061314968415,0.015696286490138548,0.00948726622636615,3855,7433,113.0872940386274,3865,7446,112.77564107728037
22306R,tpm,100,0.0026904446675432925,0.3814153445697865,0.3802330054146876,0.002713668568142654,0.002713668568142654,0.0018328427942025658,0.0012115244740646795,0.0019695633528403877,0.0205125030023138,0.00944611675073586,0.0059066477650995,0.36895509892896866,0.3441782207900326,0.09669436409431477,0.7047408567447913,0.6512541771980617,0.5981669304886749,0.3677621846638528,0.34337391499248704,0.09658216159289493,0.7036500169369884,0.6525519036701435,0.5962057259430368,0.0011929142651158635,0.0007717192972099413,0.0024374069528514276,0.021931553314105734,0.009331545182795598,0.005953987554614633,0.003263557467436396,0.002223390673520954,0.0068214517134157875,0.0888578492911372,0.02575122780623756,0.01610525821226769,3855,7433,113.0872940386274,3841,7400,112.7959328402388
