sub,bone,n_iter,rmsd,h_before_rmsd,h_after_rmsd,h_diff_rmsd,h_ratio_rmsd,d_mean,d_median,d_std,d_max,d_99,d_95,h_before_mean,h_before_median,h_before_std,h_before_max,h_before_99,h_before_95,h_after_mean,h_after_median,h_after_std,h_after_max,h_after_99,h_after_95,h_diff_mean,h_diff_median,h_diff_std,h_diff_max,h_diff_99,h_diff_95,h_ratio_mean,h_ratio_median,h_ratio_std,h_ratio_max,h_ratio_99,h_ratio_95,before_points,before_cells,before_A,after_points,after_cells,after_A
14827L,tpm,25,0.0011866795666059238,0.37916447982870033,0.37871344327224904,0.0012822203216231842,0.0012822203216231842,0.0007487355045307407,0.00047526008790780975,0.0009206538644111152,0.01937360175828848,0.004570742745451997,0.002354558563936691,0.3681039286695616,0.3768235467838382,0.09091314790393748,0.5561395969136796,0.5282135226810659,0.5011793507274628,0.36766724647895005,0.3763413999215407,0.0908001540841755,0.5541821311353573,0.5268331525352117,0.49994979422000363,0.0004366821906115406,0.00023722583402965847,0.001205569416328304,0.02815538534770612,0.004524293131411369,0.0023078137812108323,0.0011797302102075496,0.0006816254361028934,0.003129621097927142,0.06560605101530133,0.010780790803618231,0.006181763702917408,2801,5380,81.62069600450148,2795,5366,81.13645419532654
14827L,tpm,50,0.001684088314298881,0.3798877420750056,0.3791847367025124,0.0017363361387890003,0.0017363361387890003,0.0011366605702414281,0.0007715227151850529,0.0012426408163328927,0.01591743193970307,0.006019038824111368,0.0034213936571375176,0.3687711776109438,0.37817351283030215,0.0912278200018157,0.5586034174452064,0.5294560280014051,0.5000980263441029,0.3680866368165814,0.37737310503271293,0.09106751531260619,0.5569955320720138,0.5271848756483927,0.4983954608680737,0.0006845407943624229,0.0004173525767549313,0.0015957026940249105,0.016349589613462723,0.006212838961998169,0.003405112766039189,0.0018750530802088558,0.0011960029574025728,0.004210023199073332,0.04121081496051487,0.015290544794466027,0.00942519475429292,2801,5380,81.62069600450148,2790,5359,81.30678406380747
14827L,tpm,100,0.002774782729917844,0.37916748439288495,0.3778953549300298,0.002816682272157199,0.002816682272157199,0.0019261578262349636,0.0013508009709696039,0.00199733202715125,0.024401142095707196,0.009328213606469293,0.005770556326200785,0.3680631186276917,0.3766300451411463,0.091090734583087,0.55406356583153,0.5280624693569727,0.5014848355505703,0.3668196874721832,0.37538105050687676,0.09081969037881107,0.552150382792691,0.5256718813151416,0.49899384933308516,0.0012434311555085725,0.0008331044816403954,0.0025273658191475286,0.022026731576113123,0.009562315382877011,0.0056041536442115085,0.0034095872525901484,0.002331024032141757,0.006689462413061827,0.04241555661269185,0.02341236148736139,0.015546190380758622,2801,5380,81.62069600450148,2765,5308,81.49396324933187
14827L,tpm,200,0.004739512457033552,0.37755539940434796,0.37517172876991445,0.0047618000680527284,0.0047618000680527284,0.0033990649414422135,0.0024108752866243807,0.0033029283755834997,0.031151706902747985,0.015607480318012405,0.009863597661827145,0.3663805910358091,0.37589258385158486,0.09117753084849291,0.5595255740456733,0.5279730354100167,0.499182452531978,0.36402603540080725,0.3736441660729331,0.09076823022719155,0.5545495825372687,0.5236163481507758,0.4956590355046041,0.002354555635001816,0.0016621233893769904,0.00413893798573839,0.0495095628086053,0.01595865843136133,0.009732661049034405,0.006532839673792029,0.004781362544317929,0.011190040787450705,0.09597819258437087,0.040053503153318515,0.027272705093830944,2801,5380,81.62069600450148,2745,5270,81.4761815379419
14827L,tpm,400,0.008481459979549218,0.378470305126462,0.37399484067463673,0.008350700405669926,0.008350700405669926,0.006200331076593805,0.0044295584429395116,0.005787145922241821,0.050585959221637104,0.02718170623312066,0.017276506457709326,0.3672401110763704,0.3760993430383589,0.09151214498159446,0.5572341759657828,0.526822184533588,0.5007187408224651,0.3627822430151501,0.37207007057376273,0.09089106118944516,0.5480918436258786,0.520230304923378,0.49463193306513586,0.004457868061220259,0.0032767601065652047,0.00706127535322113,0.05301329249534209,0.026888636942192103,0.01705969963022579,0.012350200173655755,0.009352778905464468,0.019401449105560756,0.11102000750648988,0.07306006130250385,0.047412604643298946,2801,5380,81.62069600450148,2750,5283,81.57733643990855
14827L,tpm,800,0.01564529248257797,0.37910862784681676,0.37018930986620924,0.01568344862549843,0.01568344862549843,0.011515341779083315,0.00809261560207845,0.010591132166879472,0.08147621950208993,0.05126477526950242,0.03163854915543127,0.3679162399380238,0.37704211269529486,0.09143846071409276,0.5580571615207688,0.5284354120036338,0.5005420857030733,0.35890315428364666,0.3687742359459658,0.09071191203182306,0.5433074728524329,0.5178611071388904,0.48929388031997567,0.00901308565437718,0.00703429099263142,0.012834907392556787,0.08444882850597302,0.05311392463077117,0.031055811161909475,0.024998285945441984,0.019520242341950163,0.03543959583747445,0.2251993876401659,0.14138665456208543,0.08645404127743238,2801,5380,81.62069600450148,2756,5295,81.69264785494175
14827L,mc1,25,0.0009650017511958096,0.3983837262579046,0.39818320584181305,0.0009594413437636224,0.0009594413437636224,0.0005980198840968969,0.0003862689850370787,0.0007573642439643644,0.011985992531506664,0.0038002606843187373,0.0018482327660691296,0.38417968057796614,0.394023722161802,0.10543038640802259,0.6142176047787757,0.5798148593262571,0.5498774500752085,0.3840311852419087,0.3937708267667987,0.10521365964625702,0.6044987871811994,0.579476540194981,0.5491728303144786,0.00014849533605742403,6.697148370399253e-05,0.0009478801755982336,0.015404954809914606,0.0037071189804056943,0.0015856967479945876,0.0002465927169947378,0.00018375393740549414,0.002365048000226831,0.04239185510955301,0.007898181572552903,0.0038667567704737016,2864,5497,80.77213795391165,2859,5485,80.56420098305742
14827L,mc1,50,0.0013733958626171282,0.3986944434517806,0.39832030756216913,0.0014722516733382987,0.0014722516733382987,0.0008914408600024302,0.0006048624773637128,0.001044772409940066,0.013571026439450748,0.005348341113500145,0.0026674488354799727,0.38441098847081895,0.3936140099450983,0.10576129340270457,0.6145204174672617,0.5803152916969194,0.5517296160798628,0.38412720694300073,0.39321787499964456,0.1053819543498323,0.6031184831087797,0.5795205319957638,0.5502702787481358,0.0002837815278182501,0.00014184611762185773,0.0014446428742483591,0.02459646660737913,0.005730938201477018,0.002590341541807538,0.0004948149145782755,0.00037602683156820363,0.0035500077823455976,0.04405198913786315,0.012322724090522074,0.0061474765623026765,2864,5497,80.77213795391165,2842,5449,80.47620259209708
14827L,mc1,100,0.0022011826677938483,0.39638920506071434,0.3957896697023737,0.0022476273990090657,0.0022476273990090657,0.0014609971262640165,0.0010322440095942578,0.0016464180921152223,0.020688057456367318,0.00851305640459363,0.004255119724240812,0.3818771081518092,0.3912360253965952,0.10627453203038102,0.6101511669048897,0.5806382540992434,0.5510915402614439,0.3814198113238172,0.39060212769314506,0.1056806045252285,0.6007863239516346,0.5794084971263204,0.5495437643693621,0.0004572968279919566,0.0002506666420290793,0.0022006154902401175,0.020661637620066786,0.008627819902764523,0.004162214628768674,0.0008119808191732125,0.0006826874218665631,0.005506700048168539,0.03810636958359082,0.018180829206368012,0.010069641660224792,2864,5497,80.77213795391165,2827,5422,80.52350564683594
14827L,mc1,200,0.003701401098729009,0.39696100756558445,0.39589604168133946,0.003593980396795709,0.003593980396795709,0.002543356588316336,0.0018610744141903915,0.0026891833999078984,0.029586110589546032,0.013314576965654863,0.007376814569621183,0.38272835341596156,0.3936591353927643,0.10534253186149847,0.6140000042114486,0.5786443269198586,0.5500291321127295,0.3818940159729421,0.3918087401894702,0.10435821186189004,0.6012638514642803,0.5776623852262553,0.5460895521223152,0.0008343374430194654,0.000505993361660087,0.003495794061973271,0.03403161260431409,0.012945512537415963,0.006896902314021664,0.0015377744578789032,0.0013823690454330044,0.00914708874040046,0.07344584275397036,0.029619135731430213,0.01686896859329379,2864,5497,80.77213795391165,2808,5384,80.51007771984283
14827L,mc1,400,0.006366763762906596,0.3979943797922264,0.39593100133480114,0.006333935805230546,0.006333935805230546,0.00452593297607327,0.0034320781435794043,0.004477902579194093,0.0439936543448561,0.02171193635154705,0.012842318956062209,0.38360812266999234,0.39351689534797785,0.10603930671125257,0.6149395899463735,0.5809074337153833,0.5514487139763304,0.38194135239373483,0.39061138656923455,0.10431759750695548,0.5973493124524873,0.5813023335786237,0.5450266417888994,0.001666770276257473,0.0010524505590647215,0.00611069714770468,0.04909478996357741,0.021579245881311115,0.012716257075885043,0.0032116307571679217,0.002789070390077318,0.01635119481541864,0.13635152075341736,0.05316203234553865,0.03000473048802701,2864,5497,80.77213795391165,2797,5362,80.67297799627586
14726R,tpm,25,0.0012767107853983433,0.3719961333506772,0.37188757785214627,0.0012722053067365912,0.0012722053067365912,0.0008072864489475723,0.000498915403691862,0.000989079884993155,0.011615227800955974,0.004873038171126805,0.002651050446280542,0.3530817342450756,0.34443462416312287,0.11710854866466681,0.7833282214244482,0.6500219069445388,0.563600855139321,0.35295842383599396,0.34394167150848975,0.11713548396599109,0.7739494965773633,0.6507022169570793,0.5641703255127776,0.00012331040908158833,9.601424032890105e-06,0.0012662151813577643,0.013886415126634077,0.0045168293349810715,0.002242217967239421,0.0003780667788933858,3.1318121421742616e-05,0.003782767793056843,0.05225896289901145,0.013387651389694138,0.0065335296384287905,6289,12240,181.4362346770412,6302,12267,181.15046316158856
14726R,tpm,50,0.0018540389745705331,0.3723093657093097,0.3721057909488076,0.0018848414945254516,0.0018848414945254516,0.0012082903673615378,0.0007692342298814734,0.0014062343003098294,0.016235788845094155,0.007079645809924783,0.003902255644777428,0.3533012570962179,0.34434536141866334,0.11744141317738263,0.7761951038723484,0.6457505662578985,0.5651733336711331,0.3530680686631869,0.3436690492626603,0.11749748315638432,0.7726742290888731,0.6456932810236461,0.565095036231696,0.00023318843303094466,2.412163640858056e-05,0.001870361091924634,0.01520058592984952,0.007163011982862927,0.00342864709491114,0.0007260683278007417,6.75571091106069e-05,0.005581331834224985,0.06441339251468405,0.02073586670568519,0.010164721558622677,6289,12240,181.4362346770412,6280,12217,181.0188407229056
14726R,tpm,100,0.0029950443541011075,0.3731338528493618,0.37283812970657715,0.0029054938161185637,0.0029054938161185637,0.002004275049197064,0.0013130345106398037,0.002225572333176126,0.024125299884604975,0.01093479568167658,0.006280821423040269,0.353829379412061,0.34609988371611183,0.11846367547516391,0.7792595408472145,0.6484952693737985,0.5659587907878313,0.3534946000361938,0.3453317367625814,0.1185320155415819,0.7696608436385209,0.6501926432664064,0.5665409416769176,0.0003347793758671771,-2.2716113281209815e-05,0.002886142249612309,0.023822649198232182,0.010558034053239533,0.005483046239663847,0.0010034327465685486,-6.358583204954356e-05,0.008635379628927858,0.07434144689766209,0.03184270219507799,0.01609090727329061,6289,12240,181.4362346770412,6229,12120,181.15212140867158
14726R,tpm,200,0.005013357932922136,0.36998979918787583,0.3694836230400735,0.004939594056389645,0.004939594056389645,0.003455429418503779,0.0023501844173736226,0.003632322300860972,0.03564639330257593,0.01782208462134053,0.010673711029755274,0.3511847122348977,0.34330719757049233,0.11645492430797744,0.780553451386235,0.6425839401854863,0.5596296065137657,0.350575967674816,0.3418531799327895,0.11668178342691483,0.764863766685151,0.6443394181245554,0.5610030068879952,0.0006087445600816935,7.4032879316399125e-06,0.004901940381368469,0.03769029191373363,0.017372051228784477,0.00942856781954418,0.0018996575772760843,2.040847220047886e-05,0.015150977611971863,0.11223402966529238,0.05402651212204945,0.028390502079718636,6289,12240,181.4362346770412,6180,12027,181.30952021337444
14726R,tpm,400,0.008552590678134549,0.3718709444853888,0.37100880873220576,0.008636041957068725,0.008636041957068725,0.0060114241577739974,0.004212190535060059,0.006083550517834563,0.06544775858407535,0.02987128606278679,0.018069947431240022,0.35274120459130626,0.3435304519160636,0.11773547441586735,0.7866774919198748,0.6512843446484584,0.5638653421727237,0.35160045622357095,0.3407777579476816,0.11842573765979753,0.7614974358487783,0.6553289521946846,0.5673244540544139,0.001140748367735276,0.00025135507102502785,0.00856036879145757,0.05531497705803606,0.02964240058071169,0.017133668981239907,0.0036788973120865736,0.0007108700808797498,0.026666035662340125,0.20345121486164724,0.09181092091479563,0.05065190011353842,6289,12240,181.4362346770412,6185,12037,181.3334373563684
14726R,tpm,800,0.015148516461527584,0.3716498652528571,0.370281976688808,0.015005914899267626,0.015005914899267626,0.01080390028255801,0.007793413021157402,0.01061853519416474,0.08805032656849293,0.05138161173306646,0.03219118963501361,0.352652334741575,0.34343172790729326,0.1173028266657842,0.7636009737005611,0.6485916611690835,0.5636842616213164,0.35067296272938137,0.3388429086629745,0.11890002300743636,0.7564030303712135,0.656385703451032,0.5685376397001106,0.0019793720121936017,0.0005714036089913554,0.014874796415460847,0.0878490538518959,0.050462900280387246,0.02942677424607847,0.0064648351640357316,0.0016576592138121322,0.04791320937805445,0.36409978150089084,0.18817003643581123,0.08308226219437921,6289,12240,181.4362346770412,6171,12005,181.36815795698843
14726R,mc1,25,0.001269548985610611,0.3635807436721593,0.36317951872406434,0.001300484255577743,0.001300484255577743,0.000780643448887855,0.00046225113474349913,0.001001174526530418,0.01537833041758001,0.005054301720288287,0.0026721802983237473,0.34757687218537464,0.3494770010131111,0.10668305906296546,0.7210844154415577,0.6135075527193594,0.5402355914251408,0.3471958430635559,0.34925605158195494,0.10655707099967458,0.7216457462126621,0.6123000268399952,0.5396988322166614,0.00038102912181868964,0.00017469699280572848,0.0012434130879686262,0.027992338721033072,0.0051379708441518035,0.0025813530831451338,0.0011208873888662024,0.0005341723961337366,0.0038744684928323416,0.10744187214877308,0.015209105559948685,0.007567945892815064,6449,12513,185.77320764336773,6377,12386,185.15603538095428
14726R,mc1,50,0.0019411159692825323,0.36296420895850184,0.36227219062521143,0.001979012583287156,0.001979012583287156,0.0012015351213843907,0.0007041800634042408,0.001524547328974559,0.01710630680469794,0.007714803705319574,0.004198186865456917,0.34707721701148747,0.3470131484324156,0.10620933300059739,0.7144816581246424,0.6159723700352979,0.5401302852598976,0.34641336833011493,0.3467012093031179,0.10601376487312246,0.715406686485893,0.6131483766313361,0.5392958416124196,0.0006638486813726167,0.00030437689546553015,0.0018643486082406207,0.022214628133734593,0.007863684230975967,0.004058476936328664,0.0019702103606823946,0.0009132079793883162,0.005729162641125538,0.0824198648010112,0.02418907287859687,0.012361339089171053,6449,12513,185.77320764336773,6357,12344,185.23260976937445
14726R,mc1,100,0.003196051573299596,0.36327884476293587,0.3620284718341413,0.0031630830691421127,0.0031630830691421127,0.002024854515931178,0.0012053440518770234,0.0024727939357140007,0.024739424255087065,0.012683904494452924,0.006895804852546256,0.3471747128245187,0.3478254316941115,0.10696372201595358,0.7260878479445325,0.6166099490185575,0.540574197399297,0.3459708535455916,0.3475020950319309,0.1066244949132159,0.725692029868666,0.6129796408967325,0.5389571294139046,0.0012038592789270944,0.0005967718895649732,0.0029250328782484862,0.025675241258123205,0.012328201963322766,0.0067364621170771044,0.003568284861280894,0.0017662919845798652,0.008990724080796996,0.10630324050874428,0.0367216751392494,0.02091372134501296,6449,12513,185.77320764336773,6345,12322,185.2256120420005
14726R,mc1,200,0.0054511506111928456,0.3624393879913307,0.36022452736253635,0.005422099443363734,0.005422099443363734,0.003534631491804844,0.002129871491265341,0.004149870263399761,0.03876301200997458,0.020683991491143524,0.011936570171000475,0.34677180708859007,0.34722809520627657,0.10541168709419284,0.720661493176173,0.614657032214596,0.5366947176724908,0.34457331455769574,0.3464303032833391,0.1050282867054681,0.7189472878643,0.6090729457358447,0.5337871573598706,0.002198492530894327,0.0011006422642882152,0.0049563891055209915,0.03764683795149648,0.020663900233436117,0.011796471496445337,0.006739534010368178,0.0032815885913361964,0.01602248431743865,0.18958990445566834,0.06696192620801764,0.03828278093043022,6449,12513,185.77320764336773,6317,12267,185.1418251726758
14726R,mc1,400,0.009557770474498987,0.3645394587829919,0.3602882983657823,0.00975647996531668,0.00975647996531668,0.0063689025931328545,0.0038760721365264693,0.007126573945620028,0.05866404166518375,0.03394976337742365,0.02133633393364922,0.34843287762971087,0.34902095338571915,0.10716131203226079,0.7242280011994244,0.6159634620175308,0.541429600153567,0.344191562097944,0.34665519783542564,0.10648862155126305,0.7175213539625042,0.6028314469824674,0.5340560042481267,0.004241315531766842,0.0023136722685063033,0.008786361241925984,0.05759943037988585,0.034478766311698605,0.022047643805497175,0.012865505987727415,0.0067770845233351,0.028569313783455483,0.31895839927601327,0.11740266739496699,0.07091865540505236,6449,12513,185.77320764336773,6277,12193,185.1694590887451
14726R,mc1,800,0.017074532179734554,0.36412348758079427,0.35633985266166357,0.017227134548632075,0.017227134548632075,0.011642356219514757,0.007335476699856568,0.012489803473822834,0.09639089717441783,0.05847233359537564,0.03871550072485883,0.34824685979528947,0.34901608521747424,0.10634866642662145,0.7053961127403109,0.6142819403819741,0.5404129344927457,0.3402736475563726,0.344907086728005,0.10579194380300252,0.6964654488433475,0.5961416500416452,0.524412981947752,0.007973212238916897,0.004796249404250705,0.015270954500287752,0.09163403710412746,0.058341467852916,0.039373222296877806,0.02443351685560154,0.014050505923335337,0.05081407697322833,0.4727368893608497,0.21528048363398888,0.12926586705686824,6449,12513,185.77320764336773,6250,12135,184.77273600830307
15294R,tpm,25,0.0014603422396140971,0.37150067526646463,0.37107898650234505,0.001548028702200355,0.001548028702200355,0.0009521163644547886,0.0005864309834328132,0.0011072822067289406,0.012730897611697023,0.0054206602139008405,0.0031714323390198236,0.3438477384442031,0.34458460928240664,0.1406466654074889,0.6577473655633692,0.6143141611526298,0.5668844177452235,0.34355333378840763,0.3441690400140102,0.1402523478109317,0.6564619172086692,0.6142684849042803,0.5662182126159746,0.0002944046557954124,0.00010255687577721828,0.0015197758918610667,0.03405207177679137,0.0055143459135008665,0.0029167171253274,9.243486369280706e-05,0.0002806892376763404,0.007496927172234975,0.11387430567344091,0.019028151633929367,0.009106583170162495,3388,6526,98.04256043509973,3453,6654,98.0895390288528
15294R,tpm,50,0.002189973748496299,0.37031293955511496,0.36956175519196827,0.0021923080537183458,0.0021923080537183458,0.0014712238034663328,0.0009479642324309505,0.001622185420726308,0.018370023041017883,0.007924538708880338,0.00471378030357617,0.3425842921782429,0.3408151145659035,0.140597567385366,0.6647872260665831,0.6144872355413681,0.5667707116714267,0.34206469872578515,0.340568556480929,0.1398843550444657,0.6628252946023461,0.6135308528752401,0.5656841455227472,0.0005195934524577048,0.00021355980816145648,0.0021298444183933726,0.016642541640667807,0.007768164619786209,0.004495192574333012,0.00011449144813758212,0.0005778514199402148,0.010918286280762572,0.06583943527113537,0.026075946131425935,0.013608758935164,3388,6526,98.04256043509973,3425,6605,98.08966489644536
15294R,tpm,100,0.0035103009134350807,0.3706644533796639,0.36933418150968267,0.003525255057180352,0.003525255057180352,0.002426142915889973,0.0016459750742980794,0.0025369357608225054,0.025049363094779935,0.012002454066032677,0.007423895047596316,0.342982483249104,0.34111195867061705,0.14055302623395596,0.6660438633339134,0.6153310408441351,0.5680791442595338,0.34205944695697044,0.340572044233045,0.13929491153275758,0.6601785270394541,0.6143212311926308,0.5660269064462958,0.0009230362921336567,0.0004457362137587628,0.003402267952642737,0.025712210473898656,0.01227681164506855,0.007128578802429823,0.0002643596266377066,0.0012046503324317213,0.018422832538273027,0.08604851659558463,0.03970747973195455,0.021783960821034103,3388,6526,98.04256043509973,3415,6587,98.12575308666226
15294R,tpm,200,0.00582804385994657,0.37146309787175624,0.3691041738538446,0.005853043097022482,0.005853043097022482,0.004190828890075562,0.0030485799101359658,0.004050067709010424,0.03956009260895813,0.019043471006895317,0.011944982928220375,0.34417643887137117,0.3445495760928551,0.139740516695421,0.6598258040647333,0.6146937018409558,0.5668148213229769,0.3425495364296113,0.3431422148289044,0.13746892830086208,0.6547825805170707,0.6107269289477589,0.5634164964177167,0.001626902441759941,0.0010060407099840574,0.00562239290165656,0.038886064562182854,0.019525577523633847,0.011434345567249387,0.00010050873252751466,0.0026929783058229663,0.032972751350855686,0.1464819655674656,0.06404576244599693,0.03524955556429935,3388,6526,98.04256043509973,3370,6498,98.09050733689406
15294R,tpm,400,0.00993037875841092,0.3716924357487394,0.36734966597996416,0.009933772778194794,0.009933772778194794,0.007366178448577976,0.005673462641521057,0.006659717512718098,0.05687164804041947,0.03174956195840473,0.019740805316011304,0.3442805539892615,0.3437986036818074,0.14009342217848042,0.6598137019375079,0.6136681856672507,0.5674463529804226,0.34124180171976237,0.341468556745681,0.1360140060973191,0.6500909856073938,0.6069684650913635,0.5613449707660455,0.003038752269499086,0.0022804888016426106,0.009457580359342344,0.05744189314359566,0.032500902315913044,0.019346520512800943,0.0007984709804998798,0.006264855080303654,0.05403192064745598,0.2669648190279488,0.11019162646080814,0.05718221876927867,3388,6526,98.04256043509973,3345,6443,98.1378590909911
15294R,mc1,25,0.0012882049446309,0.4124808485996556,0.4121100686542622,0.001371291336941022,0.001371291336941022,0.000830016020437182,0.0005223626609156256,0.0009851626186519278,0.013874114560785456,0.00480953342399067,0.0026970199661860953,0.38263934465408067,0.40786023514620845,0.15403760055320156,0.7915827048626175,0.7059445057133227,0.6052416467488174,0.38214509059234586,0.4077228870865517,0.1542719625284793,0.7913113471604603,0.7039192605758552,0.6050459301391259,0.000494254061734875,0.0002641663942927197,0.0012791219071019281,0.019707357126723196,0.0052119142818126745,0.0026899638262455035,0.0027285323396299003,0.0006865797334028336,0.010825162283779909,0.43265640227949287,0.0442174549447796,0.012158168988140117,3373,6482,98.41589730662801,3354,6447,97.93695775878847
15294R,mc1,50,0.0019370542465695485,0.4139136329572186,0.41330055173743924,0.0019814950568029757,0.0019814950568029757,0.001278095463455022,0.000810204859061271,0.0014555587038827438,0.019725679452283602,0.007075983601399674,0.004106849065606224,0.3840542008463188,0.40890946520881655,0.15435953601944563,0.7973593917059402,0.7041796199785972,0.6066574980363577,0.3832440806298056,0.40904804519742805,0.15472983141167948,0.7911768754569449,0.7007947723424212,0.6054672355875835,0.0008101202165131688,0.0004594193403768543,0.0018083218449521882,0.024589312484133374,0.007095587563094077,0.004191334143691307,0.004306361180810713,0.0011730991195107437,0.014596332801285552,0.4547589554167942,0.0651543936570985,0.01955002117055964,3373,6482,98.41589730662801,3346,6431,97.99558750428713
15294R,mc1,100,0.0032879685708521998,0.4149628316282539,0.41385072146996654,0.0033155458162365285,0.0033155458162365285,0.002200925197799764,0.0014134513157815821,0.0024426759090394956,0.027622489765658904,0.01206131938199797,0.007015104936547603,0.3856424425357255,0.4079308300411546,0.1532124608118356,0.7903495980067443,0.7102225711691534,0.6079876995836272,0.3841793447317109,0.4078116913606471,0.15387868839681806,0.7839190687777136,0.7057824564044867,0.6054720761018096,0.0014630978040146058,0.0008587650231660915,0.002975262824600742,0.02782520242125036,0.01190524817921275,0.0069297469584625295,0.007716548290004581,0.002124064098057085,0.024794421325774956,0.5843442837267159,0.11575792008604495,0.03323322811033254,3373,6482,98.41589730662801,3330,6399,98.1307138084623
50021R,tpm,25,0.0008875534248879071,0.2843466911225984,0.2841127562842981,0.0010057053422393703,0.0010057053422393703,0.0005760080044015469,0.00038780665090107255,0.0006752524423470094,0.01354726267605611,0.0032707473031028233,0.0017605582205816551,0.25855426047730007,0.2539044579934109,0.1183331531795163,0.5789596494258658,0.5405951114113505,0.45150008068594866,0.25828084099859044,0.2535826431326993,0.11836834651426807,0.5787666097235371,0.540882730876591,0.45165942438833345,0.0002734194787096182,0.00016373688834268874,0.0009678248932895709,0.021749837493567847,0.0034133758304841213,0.0017150744352658423,0.0013051465707203157,0.0007314739080890216,0.004053959541472485,0.07300946611165302,0.014844978440100997,0.00780134332858396,4596,8898,121.02289930999673,4423,8564,120.51327649862682
50021R,tpm,50,0.0013193865882552196,0.2842850995067107,0.28388030635048506,0.0014373986400165663,0.0014373986400165663,0.0009094352663834373,0.0006523629928856417,0.000955880989206206,0.012927763592999821,0.0046608454804095145,0.0026213761537329447,0.2585808085225452,0.25425667483866526,0.11812697941354142,0.5787695840952404,0.5348551851106415,0.45341755482123275,0.25810310025488786,0.25351844576585814,0.11819821476003997,0.5783193927867645,0.5354064082018443,0.4534368217660982,0.0004777082676573034,0.00033162595705581166,0.0013556952686106611,0.031822581067838196,0.004943672603279739,0.002571577691901466,0.002310454482948561,0.0014983278778490006,0.005882002604374839,0.08852630922574167,0.0213482437213787,0.012137865069588048,4596,8898,121.02289930999673,4427,8573,120.53000061028789
50021R,tpm,100,0.002166739902848211,0.28537522457699205,0.28468627780707684,0.0022113088332164285,0.0022113088332164285,0.0015583245690106824,0.0011499196344844122,0.0015054522058877676,0.020585354334768918,0.007233650455925603,0.004337910834796882,0.25961805822097195,0.255321103648839,0.11847988288287872,0.5761454271174435,0.5353869647077019,0.4520466788357192,0.25879774468082606,0.25390267089347496,0.11861704818349715,0.5759378311354348,0.5364508155623134,0.45199867995944154,0.0008203135401459044,0.0006405462203406265,0.0020535268324797457,0.0206802559459158,0.007573950660180231,0.004348921144578665,0.004004525861692382,0.0027972841509509884,0.00955428047465791,0.09140520180748261,0.0342169034543235,0.020686591886468382,4596,8898,121.02289930999673,4418,8557,120.55459130420317
50021R,tpm,200,0.003856879642098576,0.2830193323645032,0.2817472052621215,0.003841068855407708,0.003841068855407708,0.002838944507183991,0.00216671308763237,0.0026107306752639744,0.03632776535169986,0.013045323880552274,0.007739722783645408,0.25725012488798776,0.2505645277866752,0.11799286307723801,0.5784696403234264,0.5333128661352459,0.45158133859698735,0.2557179836418175,0.24824923199679735,0.11827848711908336,0.5770039011928366,0.5354183167951633,0.45143364301253375,0.0015321412461701811,0.0012781228214409288,0.00352226534403176,0.036504734584994675,0.012624011264362796,0.007661225616719479,0.007549152566494136,0.005525504160046095,0.016608551779820575,0.15535920353729107,0.05708276042642145,0.03611286660367305,4596,8898,121.02289930999673,4420,8561,120.73803020817317
50021R,tpm,400,0.007041436919417349,0.2856125345123234,0.2831879559369025,0.006982045162932669,0.006982045162932669,0.0052748890096796066,0.004166512977666983,0.004664480659805011,0.06589955093003799,0.023103856656308836,0.013730431411899073,0.2597220629303656,0.25347148667044367,0.11882327170107851,0.5744566152120745,0.5364195440122685,0.45627878311704945,0.2567344153054305,0.24937829128039604,0.11951091324853881,0.5736826753091332,0.5394927759504285,0.45529595139950024,0.0029876476249351192,0.0027055464999202194,0.00631054009784036,0.06668687982794658,0.022637923293273063,0.013695323965746702,0.014815659499422651,0.011787855734895384,0.02985057296540324,0.27869276960697487,0.10278871208210989,0.06559007466631288,4596,8898,121.02289930999673,4420,8560,120.67804257052111
50021R,tpm,800,0.013240846858528287,0.28276734964083994,0.27749227123227205,0.013357077504650877,0.013357077504650877,0.009872233591432515,0.007787440150610362,0.008823776371100408,0.10290516207428697,0.045381270637761775,0.025575281080437957,0.25718655912607874,0.2523838122540319,0.11752637077606466,0.5749150702771428,0.5368279157791056,0.45033811765445003,0.2508152592927805,0.24391372832477481,0.11871674818466064,0.5702339191623206,0.539340589188878,0.44681038212203955,0.0063712998332982555,0.005813077684844653,0.011739593600268458,0.1048154665204159,0.045293936379752944,0.026012246129937206,0.030763317856721983,0.02571602185370365,0.05470106372003625,0.44886759389613107,0.189363881915766,0.12280346967892407,4596,8898,121.02289930999673,4413,8546,120.73323423354883
50021R,mc1,25,0.0011843544144420092,0.27715034052670606,0.27671242162768867,0.0013292219180197325,0.0013292219180197325,0.0006883734990007945,0.00039887850611616127,0.0009637620582289374,0.01804557460819207,0.004908475807360597,0.0022995932291241506,0.251743956959063,0.24661800366393785,0.11591933138464251,0.6184148300430924,0.5384518498971573,0.4362925696610473,0.25142551746195124,0.2468602967088629,0.11556372031070042,0.6152076342698767,0.5357507721929081,0.4354701120327737,0.000318439497111786,0.00013310581270938732,0.0012905143137614747,0.020991078065708324,0.005482695120374883,0.002150335394124881,0.0008624978472149522,0.0005933454281331072,0.004581190267654325,0.0651976704222621,0.017230251680797726,0.007603881340804011,4332,8358,116.02633299803621,4232,8177,115.3965372364568
