sub,bone,n_iter,rmsd,d_mean,d_median,d_std,d_max,d_99,d_95,orig_points,orig_cells,orig_A,orig_V,orig_L_edge,smooth_points,smooth_cells,smooth_A,smooth_V,smooth_L_edge
50090R,tpm,0,1.9459014222361975e-15,2.66037299612075e-16,0.0,1.927629762240657e-15,2.0097183471152322e-14,1.4210854715202004e-14,0.0,11834,23664,1108.1047233221168,2472.4417354621105,0.36691955,11834,23664,1108.1047233221168,2472.4417354621105,0.36691955
50090R,tpm,10,0.006140425496113778,0.004230149559121944,0.0029023536256629866,0.004450916757341635,0.06962672720734726,0.021296436488856544,0.012622438180436544,11834,23664,1108.1047233221168,2472.4417354621105,0.36691955,11834,23664,1104.0158053600446,2473.0262116972813,0.35354054
50090R,tpm,20,0.01634222286488583,0.011701562915737736,0.008506923847615422,0.011407965352972836,0.17448232966351676,0.053623558237169036,0.03355293279225925,11834,23664,1108.1047233221168,2472.4417354621105,0.36691955,11834,23664,1098.563100594678,2473.7840412807877,0.34338343
50090R,tpm,30,0.022965885895617117,0.016781576505950767,0.012549520883433408,0.015678348284989284,0.23040980033026404,0.07386222573197965,0.04660611869855628,11834,23664,1108.1047233221168,2472.4417354621105,0.36691955,11834,23664,1094.566065412621,2473.878600295535,0.34088683
50090R,tpm,40,0.027876102924096924,0.02052993390372549,0.015456077421974282,0.018857330885984576,0.2794817969935401,0.08820702579590778,0.05616580115106136,11834,23664,1108.1047233221168,2472.4417354621105,0.36691955,11834,23664,1091.9319767986926,2473.752265681894,0.33978128
50090R,tpm,50,0.031538567786685234,0.023381643786318674,0.01778427506374928,0.021165537835950324,0.29887427342672435,0.0982484760720213,0.06340481490854008,11834,23664,1108.1047233221168,2472.4417354621105,0.36691955,11834,23664,1090.1370267765506,2473.613220351796,0.33916453
50090R,tpm,60,0.03466118064564218,0.025803875373448307,0.019659173941197056,0.02314211441207108,0.29263364525314783,0.10699318452799192,0.06972465461770566,11834,23664,1108.1047233221168,2472.4417354621105,0.36691955,11834,23664,1088.715639238945,2473.4434756964333,0.33873415
50090R,tpm,70,0.03764264832963611,0.02803917831493156,0.02134916355927849,0.025115203616378028,0.3298481895644135,0.11562945017232204,0.07557682509888627,11834,23664,1108.1047233221168,2472.4417354621105,0.36691955,11834,23664,1087.6549522880691,2473.3005161198075,0.3384319
50090R,tpm,80,0.03963239359843737,0.029687315889784932,0.022847889043901132,0.02625623540421557,0.33956615242844734,0.12038126183522233,0.07944490239834658,11834,23664,1108.1047233221168,2472.4417354621105,0.36691955,11834,23664,1086.8056037189936,2473.1927132281335,0.33819717
50090R,tpm,90,0.041426255796198956,0.031139124552880704,0.0241233350849321,0.02732196170431929,0.36469730676378287,0.12468281810590214,0.08293444238221079,11834,23664,1108.1047233221168,2472.4417354621105,0.36691955,11834,23664,1086.1583817218116,2473.09825267613,0.3380213
50090R,tpm,100,0.0429265105661083,0.03242252676238256,0.025324287830307938,0.028132988958246046,0.3616483204437967,0.12864790575964064,0.08618971252963058,11834,23664,1108.1047233221168,2472.4417354621105,0.36691955,11834,23664,1085.5707982267413,2473.0442635232744,0.33786437
50090R,tpm,150,0.04865601367900161,0.03690605194391461,0.02905803549238641,0.03170727041301834,0.3738113601169964,0.14517225156395794,0.09761835682408593,11834,23664,1108.1047233221168,2472.4417354621105,0.36691955,11834,23664,1083.7256447720633,2472.9087191791355,0.3373896
50090R,tpm,200,0.05149634681149472,0.03914725974307237,0.030797813051752988,0.03345692438850539,0.38269313957385537,0.15232313863482452,0.10361910300570794,11834,23664,1108.1047233221168,2472.4417354621105,0.36691955,11834,23664,1082.6510876843681,2472.8576816846535,0.33712366
50090R,tpm,250,0.05380209112721024,0.040963334596445876,0.03226276533868848,0.034880800283254035,0.42545154598278695,0.15715361721641907,0.10815694982498253,11834,23664,1108.1047233221168,2472.4417354621105,0.36691955,11834,23664,1081.9104843198577,2472.7917488666735,0.33693734
50090R,tpm,300,0.055489568781273875,0.04230764168548456,0.03326397614714466,0.03590481442013556,0.4050131181841567,0.1608779454307685,0.11218330675323536,11834,23664,1108.1047233221168,2472.4417354621105,0.36691955,11834,23664,1081.4266457158383,2472.7268765869335,0.3368137
50090R,tpm,350,0.0569427371141005,0.04354464949545763,0.03436625897734977,0.03669248983597734,0.4093780544272833,0.165087687029053,0.11488718503655232,11834,23664,1108.1047233221168,2472.4417354621105,0.36691955,11834,23664,1081.0767664298833,2472.6625948402275,0.33672473
50090R,tpm,400,0.05831201105054108,0.044636979345375985,0.03544140196898891,0.037521070183017216,0.4264200207569284,0.17060844715818207,0.11727425738005469,11834,23664,1108.1047233221168,2472.4417354621105,0.36691955,11834,23664,1080.7940669550608,2472.604506550475,0.33665276
50090R,tpm,450,0.05908907853756793,0.045341619644148776,0.03616094817115954,0.037890061103991554,0.425077519320802,0.17080540307248723,0.1187172776401182,11834,23664,1108.1047233221168,2472.4417354621105,0.36691955,11834,23664,1080.6114975548542,2472.557669986403,0.33660623
50090R,tpm,500,0.05977515391273741,0.04597925641280504,0.03682210853934864,0.03819655750217514,0.4280503675566443,0.17244452750979009,0.12002879118576916,11834,23664,1108.1047233221168,2472.4417354621105,0.36691955,11834,23664,1080.4706486775415,2472.522168180244,0.3365711
50090R,mc1,0,2.6567077918343668e-15,4.724990600105291e-16,0.0,2.6143528701157774e-15,3.1776437161565096e-14,1.4210854715202004e-14,0.0,23846,47688,2238.243727179022,5531.197063673023,0.369414,23846,47688,2238.243727179022,5531.197063673023,0.369414
50090R,mc1,10,0.005815709513262329,0.0037143822739912854,0.0023427671462039894,0.004475024186002718,0.07459616833807658,0.021740568181992118,0.011720109518942099,23846,47688,2238.243727179022,5531.197063673023,0.369414,23846,47688,2230.5966745293813,5532.038753552544,0.35590068
50090R,mc1,20,0.015249601097553812,0.010096067803396475,0.006729206955202612,0.01142889970835931,0.18617151719571992,0.05630453591300089,0.030609474337779413,23846,47688,2238.243727179022,5531.197063673023,0.369414,23846,47688,2220.9930616057845,5533.205667247754,0.34618124
50090R,mc1,30,0.02122841780359377,0.014362025860121546,0.00987972785614246,0.015632592095910933,0.2516894045043839,0.07684922740966084,0.04266683631072244,23846,47688,2238.243727179022,5531.197063673023,0.369414,23846,47688,2214.471290627127,5533.330977629869,0.3440006
50090R,mc1,40,0.02550772927453516,0.01753637135659926,0.012234096332047372,0.018523496764553473,0.28051659731476813,0.09069797299361573,0.05212885061570413,23846,47688,2238.243727179022,5531.197063673023,0.369414,23846,47688,2210.3000963233826,5533.214115120457,0.34305832
50090R,mc1,50,0.02880683202758821,0.019968700480898178,0.01407920643297797,0.02076257625078976,0.3159310807779207,0.10135141957679111,0.058910319717002016,23846,47688,2238.243727179022,5531.197063673023,0.369414,23846,47688,2207.425206353585,5533.182995710875,0.34252164
50090R,mc1,60,0.031415954659206276,0.022013140414934306,0.015609959135672582,0.02241392103630444,0.3219947339228397,0.10835237521599253,0.06490988923831914,23846,47688,2238.243727179022,5531.197063673023,0.369414,23846,47688,2205.1237332213923,5533.046901009186,0.3421396
50090R,mc1,70,0.033827246228240744,0.02382394549759425,0.0169599934665169,0.024014624883884537,0.3284439652940935,0.11605073029262308,0.06951395293589269,23846,47688,2238.243727179022,5531.197063673023,0.369414,23846,47688,2203.4323830572957,5532.958714822687,0.34187302
50090R,mc1,80,0.03588008137323732,0.025291052970349642,0.018044902659933942,0.02545079328824742,0.34582266322090127,0.12349695678078033,0.07392337905294942,23846,47688,2238.243727179022,5531.197063673023,0.369414,23846,47688,2202.0867038081865,5532.856551690607,0.3416704
50090R,mc1,90,0.03732786328742862,0.026429676525072908,0.019012163400957093,0.026359847806559335,0.3325602768944962,0.12760887932109094,0.0769572768617872,23846,47688,2238.243727179022,5531.197063673023,0.369414,23846,47688,2201.075916686026,5532.779166867334,0.34152296
50090R,mc1,100,0.03876977009960267,0.027527042415720415,0.019843663871099655,0.027301227251154376,0.35648937607336445,0.13098948042950337,0.0800995810418389,23846,47688,2238.243727179022,5531.197063673023,0.369414,23846,47688,2200.1521204541596,5532.730663868609,0.34139365
50090R,mc1,150,0.043212946024287935,0.03086044009771721,0.022325688381402434,0.030248833714264595,0.3772256594883043,0.14320796249151568,0.0897016834756411,23846,47688,2238.243727179022,5531.197063673023,0.369414,23846,47688,2197.145551385938,5532.48809774319,0.34100336
50090R,mc1,200,0.04590167754205941,0.03287429974049418,0.02376560210813736,0.03203504983213458,0.4063278955624245,0.1509466064536329,0.09596920960888698,23846,47688,2238.243727179022,5531.197063673023,0.369414,23846,47688,2195.3804271389217,5532.377802421874,0.3407931
50090R,mc1,250,0.047659682272376123,0.03412073651166067,0.024756576675465013,0.033274925307289115,0.4025474829606501,0.1579281558983536,0.09910481491201081,23846,47688,2238.243727179022,5531.197063673023,0.369414,23846,47688,2194.1651662583545,5532.267345186923,0.34065485
50090R,mc1,300,0.048895702061341945,0.03501779679625405,0.02530145444781976,0.034125409706079406,0.3971817351175843,0.16136354009609216,0.10205128786344396,23846,47688,2238.243727179022,5531.197063673023,0.369414,23846,47688,2193.3227546251674,5532.1520562525075,0.34056234
50090R,mc1,350,0.04981380349547581,0.03573363414557285,0.02592894070820634,0.03470623012423314,0.46574918170232676,0.16415631938871889,0.10358910400214331,23846,47688,2238.243727179022,5531.197063673023,0.369414,23846,47688,2192.6590688925744,5532.043233123134,0.3404919
50090R,mc1,400,0.05050079032591285,0.03624140733351862,0.02629419953796288,0.035169450067178976,0.44446071590328,0.16564381235316547,0.10489094725427694,23846,47688,2238.243727179022,5531.197063673023,0.369414,23846,47688,2192.053279145576,5531.9491426276645,0.3404296
50090R,mc1,450,0.05129010449250817,0.036693677576993884,0.026506656807185877,0.035836417855695656,0.427973204915707,0.16875049589674995,0.10697184160854249,23846,47688,2238.243727179022,5531.197063673023,0.369414,23846,47688,2191.608599650687,5531.847640447435,0.34038523
50090R,mc1,500,0.05172171551776632,0.03699233973197931,0.026677119569844657,0.03614834238598741,0.4719926867021549,0.17027534710141795,0.10778803581864628,23846,47688,2238.243727179022,5531.197063673023,0.369414,23846,47688,2191.242008569512,5531.784551156015,0.340349
15294R,tpm,0,1.8159893273525413e-15,2.316886538310824e-16,0.0,1.8011489679491465e-15,2.0097183471152322e-14,1.4210854715202004e-14,0.0,6746,13488,960.5262241815474,1981.7917329137551,0.44498137,6746,13488,960.5262241815474,1981.7917329137551,0.44498137
15294R,tpm,10,0.009942341142671183,0.007254727977631274,0.005332211963767484,0.006798460808729146,0.08821376159675637,0.03148232378009304,0.020733306603251955,6746,13488,960.5262241815474,1981.7917329137551,0.44498137,6746,13488,952.0779081282452,1980.2006840824495,0.42785296
15294R,tpm,20,0.02602245170631802,0.019514312514347716,0.014867326148433896,0.01721509802179546,0.21980048358546003,0.07743305536365959,0.05337530749609186,6746,13488,960.5262241815474,1981.7917329137551,0.44498137,6746,13488,942.0697700142562,1977.6937702269477,0.417387
15294R,tpm,30,0.034662019527158264,0.026336109974959408,0.020567234460940213,0.022535858294902907,0.28568460265115314,0.1012184063313146,0.07010450413163219,6746,13488,960.5262241815474,1981.7917329137551,0.44498137,6746,13488,937.7742294718854,1976.4519048411785,0.41500914
15294R,tpm,40,0.04057505377706113,0.031027998766293467,0.024617221377453896,0.02614571248924561,0.2933562002033742,0.1165039491946071,0.08158632222441081,6746,13488,960.5262241815474,1981.7917329137551,0.44498137,6746,13488,935.3967426996506,1975.6411887985664,0.41385093
15294R,tpm,50,0.0447263316742457,0.03435768442059106,0.027497712159763325,0.02863554201145334,0.2897277508207035,0.1298312765013361,0.08979887843277061,6746,13488,960.5262241815474,1981.7917329137551,0.44498137,6746,13488,933.8509291004659,1975.0754301109387,0.41316393
15294R,tpm,60,0.04793465371723973,0.036827509333637695,0.029520919967528935,0.030683311152359557,0.3098867678810225,0.13803374971699445,0.09632585134614524,6746,13488,960.5262241815474,1981.7917329137551,0.44498137,6746,13488,932.6489616415806,1974.6478533658235,0.412662
15294R,tpm,70,0.05106158690762175,0.03926029315323637,0.03151702380306952,0.03264835430839586,0.31258120689237534,0.14764415084331475,0.10270302228918586,6746,13488,960.5262241815474,1981.7917329137551,0.44498137,6746,13488,931.7315936987047,1974.3283109109625,0.4122985
15294R,tpm,80,0.053157504357603184,0.04088918872777234,0.032760146574661815,0.0339675509083775,0.3061441505349243,0.15213092976972567,0.10740014240516359,6746,13488,960.5262241815474,1981.7917329137551,0.44498137,6746,13488,930.9693227887506,1974.111670056367,0.41201288
15294R,tpm,90,0.054905829030377884,0.04229881009734914,0.03407096215214034,0.035006581179279427,0.3136325307576776,0.1569989358670952,0.1107450867971292,6746,13488,960.5262241815474,1981.7917329137551,0.44498137,6746,13488,930.3599878447931,1973.9365755938984,0.4117962
15294R,tpm,100,0.05658639269049997,0.043635123857052975,0.034982747080999285,0.036027708832274005,0.30541465330614104,0.16242816312374922,0.11418717909106199,6746,13488,960.5262241815474,1981.7917329137551,0.44498137,6746,13488,929.7861071169079,1973.8133629497747,0.41159946
15294R,tpm,150,0.06290704956975358,0.048423608438453065,0.03878567873434724,0.0401553362751554,0.3348082419402227,0.18037841888977452,0.1271364330639968,6746,13488,960.5262241815474,1981.7917329137551,0.44498137,6746,13488,927.8609022381545,1973.4877499639974,0.4109689
15294R,tpm,200,0.06703083237839433,0.05173688179553488,0.04135825364480407,0.0426195677056355,0.3681298550182168,0.1914942027567926,0.13479912355333779,6746,13488,960.5262241815474,1981.7917329137551,0.44498137,6746,13488,926.8154860639215,1973.364535825914,0.4106206
15294R,tpm,250,0.06976350884711219,0.054105643821211635,0.04360051570243098,0.04404005532868099,0.3802326199916657,0.19887215846166853,0.13991836457838608,6746,13488,960.5262241815474,1981.7917329137551,0.44498137,6746,13488,926.2374985503777,1973.346012180239,0.41041324
15294R,tpm,300,0.07175395068452024,0.05571978443260068,0.044993991929508176,0.04520990003993678,0.39480019981023373,0.20320316825595452,0.14379551264205206,6746,13488,960.5262241815474,1981.7917329137551,0.44498137,6746,13488,925.8977722260361,1973.368303011127,0.41029093
15294R,tpm,350,0.07308750885412235,0.05693877885050822,0.04630488630111271,0.045823131860604306,0.381408307445065,0.2060902918634603,0.14586568896508595,6746,13488,960.5262241815474,1981.7917329137551,0.44498137,6746,13488,925.6241646082146,1973.374346642966,0.41020086
15294R,tpm,400,0.07414481030687958,0.057767925163117,0.046996965878368796,0.04647923964300268,0.39489205487301415,0.2088146940923368,0.14769672703546038,6746,13488,960.5262241815474,1981.7917329137551,0.44498137,6746,13488,925.3441160638786,1973.3658309400564,0.4101171
15294R,tpm,450,0.0749889231539611,0.058543572926133484,0.04771205247293246,0.046861377112001036,0.3992573558319267,0.21014588504998183,0.1493054886649185,6746,13488,960.5262241815474,1981.7917329137551,0.44498137,6746,13488,925.1233644913783,1973.365826536571,0.4100552
15294R,tpm,500,0.07591826872815995,0.05925970429951799,0.048398926666561246,0.04745388259157303,0.4044971020453674,0.2132201338324738,0.15034100975911097,6746,13488,960.5262241815474,1981.7917329137551,0.44498137,6746,13488,924.9205622186515,1973.3471180365486,0.41000035
15294R,mc1,0,3.2422867750782967e-15,7.286234184389891e-16,0.0,3.15935617586082e-15,2.842170943040401e-14,1.4210854715202004e-14,1.4210854715202004e-14,13836,27668,1910.1676748352434,4643.412789596603,0.44138673,13836,27668,1910.1676748352434,4643.412789596603,0.44138673
15294R,mc1,10,0.009399467362957582,0.0066333272735827386,0.004556513209531836,0.006659501181683818,0.08210109568075888,0.03077879630490159,0.020102457503487953,13836,27668,1910.1676748352434,4643.412789596603,0.44138673,13836,27668,1894.6918630485875,4639.083544837307,0.42475307
15294R,mc1,20,0.02466178855498231,0.018092513840963043,0.013085027391291491,0.01675902018750551,0.21085786241839516,0.07519308020847959,0.051818361299487206,13836,27668,1910.1676748352434,4643.412789596603,0.44138673,13836,27668,1875.4169702060392,4633.014528176279,0.4151128
15294R,mc1,30,0.03213226684867742,0.02433049580374608,0.01877705395624783,0.02098831929380027,0.23432349459344523,0.09333190160174851,0.06610854939869877,13836,27668,1910.1676748352434,4643.412789596603,0.44138673,13836,27668,1868.6320619749104,4630.697420127454,0.41315183
15294R,mc1,40,0.036378528025483456,0.02784817393773734,0.022053101048121054,0.023406762049339763,0.23404150527307083,0.10412802852431008,0.07395483945485609,13836,27668,1910.1676748352434,4643.412789596603,0.44138673,13836,27668,1865.3889482502902,4629.52324237485,0.41226095
15294R,mc1,50,0.039498532455086874,0.030429748490074543,0.024322853606272885,0.0251826224396181,0.2729386073124436,0.1115408248291292,0.07973105654532772,13836,27668,1910.1676748352434,4643.412789596603,0.44138673,13836,27668,1863.432308966089,4628.777839651263,0.41176027
15294R,mc1,60,0.04218138089363933,0.032466476431925656,0.025864023133490392,0.026929478312613053,0.3273747723925327,0.11939295554283838,0.0845725632766578,13836,27668,1910.1676748352434,4643.412789596603,0.44138673,13836,27668,1861.9849338216918,4628.192097787165,0.4114115
15294R,mc1,70,0.04401238927192659,0.03393263811340647,0.02711867277512907,0.028029742775990525,0.3167582212336643,0.12380644678276395,0.08824472534958784,13836,27668,1910.1676748352434,4643.412789596603,0.44138673,13836,27668,1860.9505668712932,4627.742251911576,0.4111701
15294R,mc1,80,0.045745673869537214,0.035208089520954354,0.027985196418281323,0.02920714142230499,0.32554884054870203,0.1299874036094414,0.09174740421507735,13836,27668,1910.1676748352434,4643.412789596603,0.44138673,13836,27668,1860.148937778073,4627.435232102619,0.41098753
15294R,mc1,90,0.04725286907548767,0.03639752028808045,0.028995018518648802,0.03013393689420536,0.33028553873932315,0.13429823279402897,0.09496699060737439,13836,27668,1910.1676748352434,4643.412789596603,0.44138673,13836,27668,1859.5411245562102,4627.179545267163,0.41085252
