sub,bone,fel,b2b_rmsd,f2b_rmsd,f2f_rmsd,f2f_d_mean,f2f_d_median,f2f_d_std,f2f_d_max,f2f_d_99,f2f_d_95,b2b_d_mean,b2b_d_median,b2b_d_std,b2b_d_max,b2b_d_99,b2b_d_95,f2b_d_mean,f2b_d_median,f2b_d_std,f2b_d_max,f2b_d_99,f2b_d_95,field_points,field_cells,field_A,smooth_points,smooth_cells,smooth_A,smooth_V,remesh_points,remesh_cells,remesh_A,remesh_V
14873R,mc1,0.424,0.003663762115506421,0.42775108090870767,0.014732991081529569,0.003962730059585745,0.0015016102171748476,0.014190059784345004,0.32228681327107583,0.06432455471568235,0.010703278389108716,0.002115100386081877,0.0010271811134127218,0.002991572027516032,0.04574874054539024,0.014652442647605861,0.007860348347796905,0.4175645756879882,0.3946678438801739,0.09279446292251527,0.802441741417831,0.7321742315102914,0.6136383643748436,974,1816,119.47831741700998,15620,31236,2191.743122300878,5803.605755616976,10078,20152,2188.054049722905,5797.778415918995
14873R,mc1,0.3,0.002384822174095754,0.43002788561937616,0.0079707248884942,0.002101664289506546,0.000870546231770077,0.0076886580404043085,0.2264788603326102,0.02051336400821694,0.005670451744831865,0.0014372189710098037,0.0007555943480749175,0.0019030970630601897,0.026137096499503087,0.009501301790578311,0.005209072006897238,0.4195297354527211,0.39662954399766215,0.09443931110105147,0.809851676720649,0.7497577354006407,0.6166887609571934,1970,3764,120.07110680978965,15620,31236,2191.743122300878,5803.605755616976,12620,25236,2188.228816781211,5798.07260282161
14873R,mc1,0.212,0.001427173792303198,0.43000384243041095,0.004665387915179239,0.001138443488886189,0.0004580978357259236,0.004524355293488026,0.1325260558749615,0.009576287581958793,0.003102676685959925,0.0007729247243170018,0.00035479175297595993,0.001199755143342415,0.034309458247058125,0.005978152233490646,0.00298250924456506,0.41927636478622043,0.3957825066413829,0.09544964345962734,0.8076626352447458,0.7487115590944828,0.6242744630259048,3835,7415,120.95970448287991,15620,31236,2191.743122300878,5803.605755616976,16973,33942,2188.3689276155064,5798.2712899162225
14873R,mc1,0.15,0.0009517996183821218,0.4307518353012905,0.0032489451392081867,0.0008054678934636555,0.0003394218883347801,0.0031475174328641493,0.11950318174994566,0.006373548565727863,0.00228917118973217,0.0005279490319582289,0.00026161203813268683,0.0007919547545199294,0.01131007193453598,0.004056748517982805,0.0020045169555665495,0.42013415492378864,0.3967273633725417,0.09504964745807351,0.8091325213834966,0.7505248842247717,0.6194300208504926,7747,15146,121.3027342444602,15620,31236,2191.743122300878,5803.605755616976,25853,51702,2188.446147065304,5798.3500682201475
14873R,mc1,0.106,0.0005821598163715834,0.43037448199614964,,,,,,,,0.0003327764210076908,0.00020029549574967793,0.0004776713361916411,0.00767679627306663,0.0025149281176891115,0.001138722370546571,0.41969062964004233,0.39619982597587067,0.09529937117210661,0.809273574679786,0.756281622226408,0.6175771427056631,15022,29526,121.8995786776535,15620,31236,2191.743122300878,5803.605755616976,41403,82802,2188.515023195265,5798.416212205397
14874R,tpm,0.6,0.009490395879053511,0.3050154813998426,0.023800005675746177,0.0077478619672050174,0.003477110224914537,0.022503575384873582,0.43562904233236827,0.12514539333795444,0.018678895973612497,0.005906325971367309,0.003358134222746267,0.0074285212163059675,0.09136106507701378,0.035789434354629224,0.0205426301612751,0.27107643007129384,0.2587374525921394,0.13982851266240595,0.6313411236009244,0.566882499092457,0.5048527850297608,457,828,101.908103836723,5302,10600,725.3636259927862,1432.1503576801945,2886,5768,721.943386913094,1428.6726030460038
14874R,tpm,0.424,0.003867078359908419,0.30553781030663174,0.015001000483401116,0.004180121305112171,0.0018040385104166248,0.014406824819423184,0.3164123199649172,0.058279478996829996,0.010054669274699599,0.0023694150480002103,0.0012506434458351514,0.003056168740757314,0.04156806961371641,0.014480512234500352,0.008537488237619361,0.27111405588541093,0.2586391436190588,0.14089188134287076,0.6155522410700397,0.5695582723061292,0.5092523485368483,861,1598,104.73130097558303,5302,10600,725.3636259927862,1432.1503576801945,4092,8180,722.8451527124907,1429.9348098836851
14874R,tpm,0.3,0.0028952432743657988,0.30667529477041894,0.006771769994978248,0.0021377007529096007,0.0010314117091777327,0.006425504210246649,0.2198916360753823,0.017554927719927355,0.0058790956004748695,0.0017436376337457758,0.0009297798725710082,0.002311311623287917,0.030416040187369695,0.011480555166604367,0.0062027254694028006,0.27172262357810156,0.25889823906853143,0.14218492275328168,0.636761437897268,0.572287496200172,0.5091883140932347,1821,3468,105.22020113824419,5302,10600,725.3636259927862,1432.1503576801945,6430,12856,723.0442674102408,1430.2399609934828
14874R,tpm,0.212,0.0015214209011806608,0.30686161295972714,0.005094660751768143,0.0013394672453622494,0.000513973263383766,0.004915424261872867,0.14719843080624856,0.013682085684059268,0.0038489327400270954,0.0008297498003798325,0.0003649845904954231,0.001275239909710719,0.024040885041588807,0.006197074963941154,0.003174543415514256,0.2718848109723684,0.260703646554943,0.14227683954447717,0.6339632785542314,0.5735299682552181,0.5102928053816066,3303,6364,105.8575581968849,5302,10600,725.3636259927862,1432.1503576801945,10361,20718,723.2647168209879,1430.4432617433515
14874R,tpm,0.15,0.0010784176359228596,0.3077388073479709,0.0033438497138362686,0.0008853818603180846,0.0003440057343817814,0.003224504592978987,0.11815158377293632,0.0078005981454789455,0.0027161049415356455,0.0005844110796591174,0.00026661042042584325,0.0009063378439859577,0.01629930026497305,0.0044920754939798005,0.002297548137862212,0.2724320903124726,0.26028305852831746,0.14312207976384456,0.6504968108140916,0.5779981450509845,0.512901788423122,7142,13940,105.66221734956733,5302,10600,725.3636259927862,1432.1503576801945,18737,37470,723.3200519808024,1430.4826828613595
14874R,tpm,0.106,0.0006090390709476006,0.30802332827441486,,,,,,,,0.0003322169849290607,0.0001853174967570309,0.0005104512365205521,0.01217204440253168,0.0025636741124716485,0.0012047217304718572,0.2726697556024656,0.26170878182816526,0.14328145428121397,0.6338630536257436,0.5798001293440296,0.5128181381291405,12949,25415,106.27661858538414,5302,10600,725.3636259927862,1432.1503576801945,32515,65026,723.4096588784829,1430.555204457766
14874R,mc1,0.6,0.009489017316768851,0.28613746201630386,0.023728637866928623,0.00714313644830649,0.0030023021825061466,0.02262794415541797,0.42207408764988275,0.12732158956654938,0.016053613289824024,0.006102947799387431,0.003676495594290178,0.007266049669241963,0.07570802345764985,0.03560514795115267,0.020731733760724298,0.25840361042680887,0.24057245149631756,0.12289109523281881,0.5809831852986993,0.5061378044244275,0.4466782229441264,479,870,106.12364206196557,12660,25316,1746.8918667198695,3990.966640064526,6959,13914,1742.1845109883498,3984.661635664247
14874R,mc1,0.424,0.004355170840072593,0.288328058565422,0.012265553016339116,0.003373494132187227,0.0014011473300170778,0.011792511527945347,0.2638176892670301,0.039771040714823895,0.008473008148937563,0.002509819205596988,0.0012174944833268102,0.0035592584342015853,0.04806237321424876,0.017008800397279755,0.009521512813738867,0.2596733597187039,0.24252634983026064,0.1253108758588256,0.6162968732125266,0.5075737513143748,0.4533040725442138,907,1696,109.97886290508129,12660,25316,1746.8918667198695,3990.966640064526,8115,16226,1742.9281275529854,3985.8305170243348
14874R,mc1,0.3,0.003019551303540309,0.2860180501918988,0.005568697519471354,0.001792895303895058,0.0009353816256982289,0.0052721834653810615,0.158086351982769,0.013239990767150102,0.004813005703492015,0.0017660344333191005,0.0009152062856227227,0.0024492473241882417,0.03415335539633093,0.012235603324462939,0.006563857622923514,0.2577701196840794,0.23719858601373178,0.12393905935430896,0.5890879102281011,0.5106291782265793,0.4516245841371388,1855,3537,109.2480164066441,12660,25316,1746.8918667198695,3990.966640064526,10405,20806,1743.1325034023653,3986.1011025264265
14874R,mc1,0.212,0.0016892705047189666,0.28587247944706334,0.003928012966442624,0.0010077194284395575,0.0004302520178619153,0.003796549409409396,0.1472315327710108,0.007361800978082698,0.0027738516204978366,0.0008835423979077539,0.00034568508837836564,0.0014397873694448385,0.019793550904482128,0.007220267232651654,0.003607156504952005,0.25730466394179063,0.2375356471126085,0.1245687939213262,0.5669418504804163,0.5049048063517328,0.449362433779155,3478,6719,109.49406781375941,12660,25316,1746.8918667198695,3990.966640064526,14270,28536,1743.303142733039,3986.3151719222637
14874R,mc1,0.15,0.0011256733810038986,0.2869440551131445,0.0023537653689087662,0.0006606908373079543,0.0003171598244857208,0.0022591367885481245,0.09666473694575531,0.004531075014129908,0.0018920885490262954,0.0005812417701996513,0.00023796256945896754,0.0009640013305363868,0.013962865553479333,0.004886360314469734,0.002264598201336862,0.2584213830966863,0.2396144276712064,0.12472080629618709,0.5621346774165052,0.505893658317761,0.4504437899004005,7291,14241,109.85466088739307,12660,25316,1746.8918667198695,3990.966640064526,22556,45108,1743.371257981494,3986.383881874271
14874R,mc1,0.106,0.0006539178211046064,0.28551120552326703,,,,,,,,0.000326723425115991,0.00015338434971849224,0.0005664453373792315,0.008584505490949005,0.003003407404642156,0.0012996411702904942,0.2570486424883574,0.23715448092323177,0.12426843474608454,0.562309342825483,0.5086329032309759,0.45096725642353835,13630,26790,110.0733812534634,12660,25316,1746.8918667198695,3990.966640064526,36336,72668,1743.4563073892855,3986.4651645835265
15006R,tpm,0.6,0.007672775207275338,0.5010875862741312,0.0234838313728642,0.007797700413965623,0.003373102289681689,0.02215143797145371,0.4534623197010004,0.10261657182863192,0.02234159820482853,0.00495314161446334,0.0029979783917351535,0.005859852176330954,0.059358602178043,0.028749621629586903,0.016504614916200408,0.4210415125255302,0.3624452419919788,0.2716851373340999,0.8952068983574007,0.8858300263692779,0.86887582774293,393,709,85.90968308104792,6318,12632,871.632610998646,1908.8628061139166,3465,6926,868.3971060651365,1905.138912843127
15006R,tpm,0.424,0.0032833946820037155,0.5007721837927187,0.020304824617561834,0.005289949406646541,0.001702689362281574,0.019603630735786293,0.4377579048866091,0.08999042764483837,0.014833274666373476,0.0019095418175803299,0.0009975720355166829,0.0026710167885511857,0.04135053256064076,0.01279922206210864,0.006921624294507246,0.41869422222776986,0.35702221161179193,0.27471426670926874,0.8971855100674563,0.8861519799683217,0.869492878943806,692,1279,84.4967945794861,6318,12632,871.632610998646,1908.8628061139166,4654,9304,868.9229592011786,1906.1552068797396
15006R,tpm,0.3,0.0025407270474873123,0.49780308624622066,0.010381918441843958,0.002888374264223143,0.0010482369488922227,0.009972037136055656,0.3015379533602983,0.038590615326335384,0.008418877861231293,0.0015170732094213217,0.0007997603499232705,0.0020380831207508898,0.03709868447746175,0.009788887925621366,0.005372557470505669,0.4161971477211001,0.35468556782002914,0.27310775694784484,0.898419699155195,0.8881052501823562,0.8701171316232944,1508,2859,86.29228761165305,6318,12632,871.632610998646,1908.8628061139166,6817,13630,869.0365328410217,1906.372431517162
15006R,tpm,0.212,0.0012178859588122665,0.5050380326716514,0.004411091909322882,0.001391038017045918,0.0005180995007228146,0.004186017805459832,0.1289968134316666,0.014951233242735555,0.004671725344523005,0.0006796349164572941,0.00033591062193237694,0.0010106149558581452,0.01867365626330247,0.005001201852973839,0.0025299621040890015,0.4222495318881522,0.35934926029850356,0.27707173667678286,0.8983761934946279,0.8885343355022539,0.8714246655394563,2694,5177,86.98180069613484,6318,12632,871.632610998646,1908.8628061139166,10552,21100,869.1743349283973,1906.5770178139728
15006R,tpm,0.15,0.0009304040050085491,0.5050884646034993,0.004073188268473001,0.001061494497778406,0.00038833365847460864,0.0039324409851404325,0.18953624963583884,0.011660681420811655,0.0033303064092939875,0.0005203880062648439,0.00026293315177870974,0.0007712638559349512,0.009673304185321358,0.003812243711478245,0.001929879452219816,0.42346553978665197,0.368028981638267,0.2753021861313851,0.9000480133017891,0.8888545970591716,0.8707083244000364,5933,11557,87.33308040985823,6318,12632,871.632610998646,1908.8628061139166,18183,36362,869.2254914402245,1906.651002920994
15006R,tpm,0.106,0.0005182579729556798,0.505140465505974,,,,,,,,0.0003019324364430647,0.00019243444073819505,0.0004212221864475859,0.00916198554352295,0.0021452022684953034,0.000982374986726449,0.42353097224928243,0.36652229365678257,0.27529694047912995,0.8989067342528545,0.8892120978265822,0.8716896178010487,10635,20842,87.75304121195491,6318,12632,871.632610998646,1908.8628061139166,31484,62964,869.2899214344643,1906.6960524362698
15006R,mc1,0.6,0.007878754031824241,0.46190893957296164,0.017197380427573735,0.006876369265840077,0.003708693483329563,0.015762786533177,0.3453094414488708,0.070996668478669,0.019177497158373337,0.005095308714991541,0.003120162797043804,0.006009375524371729,0.07964209459203915,0.027879102929798137,0.01672184950324721,0.391577710138062,0.3498886294871092,0.2450036027907545,0.8773423267505451,0.8505438084372593,0.8070737099878824,383,682,84.3045813429781,14254,28504,2009.1062907887454,4951.524140424629,7995,15986,2005.175115051822,4944.727033237783
15006R,mc1,0.424,0.003927704547042495,0.4619213990829256,0.013158477305600309,0.004230314712671804,0.0017365788864269207,0.012459934286895371,0.30680006326258774,0.055663114042938736,0.012772127001101261,0.0021768057656410384,0.0009933976181619125,0.0032693087446018653,0.05324153806046199,0.01610856254046516,0.008336041832013497,0.39109422198812416,0.35160401973318106,0.24579806439073376,0.8664809331627125,0.853265338131708,0.8092051487127246,679,1247,83.79703246828367,14254,28504,2009.1062907887454,4951.524140424629,9086,18168,2005.72090327248,4945.773745611314
15006R,mc1,0.3,0.0027086543402686683,0.45629714468055516,0.010751737271498795,0.002819599189083754,0.0011080446643003314,0.01037543805187302,0.36825765417957834,0.03565422992119162,0.007424315205964397,0.0015369514842856898,0.0008043923077075813,0.002230378548589523,0.039122972281237935,0.010616599052530646,0.0054365293135658676,0.385796182233398,0.3444357245049028,0.24365629484534615,0.867467410993813,0.848692146788296,0.8045032556078576,1428,2691,83.7681948801198,14254,28504,2009.1062907887454,4951.524140424629,11178,22352,2005.8952993439289,4946.060295010701
15006R,mc1,0.212,0.0015164026012758557,0.4623159463515649,0.0054206754121090975,0.001468922617450006,0.0005234113006661726,0.00521785284071791,0.15242303865865237,0.015347096959965787,0.004570574496786327,0.0007755129099107928,0.0003339141322885208,0.0013030949987310504,0.019313608527937405,0.006688460610117445,0.0031108617114519537,0.3910399013360184,0.35216859365778,0.24662487671372507,0.8682704887950611,0.8537431347346404,0.8106004472808698,2673,5123,85.08253359530671,14254,28504,2009.1062907887454,4951.524140424629,14858,29712,2006.061192454507,4946.284602872049
15006R,mc1,0.15,0.0009592103792022541,0.4591277814856199,0.003463021671924941,0.000949967083778661,0.0003985747724748347,0.0033301774186909137,0.2137892415122425,0.007380818441338481,0.0029562720599701194,0.0005228958992293694,0.00025897798085826437,0.0008041544815136214,0.015850412044882276,0.003938526774058945,0.001969583249397229,0.38818427474744377,0.3466197241997328,0.24517603588178896,0.86935690732327,0.8534516294489791,0.8110420389826848,5653,10987,84.76596497505096,14254,28504,2009.1062907887454,4951.524140424629,22286,44568,2006.1199515370088,4946.350481710164
15006R,mc1,0.106,0.0006178550823253289,0.45840075965930277,,,,,,,,0.00032725556873794924,0.00018905914235398222,0.0005240693613303875,0.014305564092697693,0.002699928916071481,0.0010947528781959732,0.3877705176771063,0.34672063172948137,0.24446938883356112,0.8676480269395863,0.8537848887939983,0.8090612477988666,10412,20374,85.53708909276915,14254,28504,2009.1062907887454,4951.524140424629,35005,70006,2006.1893721068736,4946.41093786646
15283R,tpm,0.6,0.006691556428710635,0.3408949411327987,0.018384920346753875,0.005970408261371847,0.0024850053217068836,0.017388488184687807,0.342982165960888,0.07952100519953222,0.016960243702689524,0.004003476591886057,0.0021801579693454688,0.005361818965317555,0.06551287063182921,0.027021324087580383,0.014116917864750039,0.3260859937688287,0.3257499222869591,0.09938453379540355,0.6235134250112165,0.5613821064207929,0.49468352891115364,636,1175,142.86305769912838,5366,10728,1008.3734391878536,2334.9464868899736,4087,8170,1005.2585878727284,2331.7670285020604
15283R,tpm,0.424,0.0038492132115752085,0.3422494857379391,0.010558280189390359,0.0034223434644146066,0.0014970792639743373,0.009988235368134429,0.2620472310401592,0.03305704141170254,0.010109975715732729,0.0023625461809492305,0.0012672008025224153,0.0030388843168253936,0.0401635755087079,0.014386240718009414,0.008346585491163551,0.327213605744087,0.3258632656719128,0.1003292913552019,0.6294615387680016,0.5624130227133354,0.5005638513895437,1091,2046,143.57659144508918,5366,10728,1008.3734391878536,2334.9464868899736,5355,10706,1005.666110026021,2332.416367831183
15283R,tpm,0.3,0.002271950908019209,0.344553680198689,0.0070414845118241184,0.0019105432093843746,0.000729382365100019,0.006777339358135625,0.17543216491565627,0.021458309488046945,0.005331102992628997,0.0012627266523132636,0.0005610831795331458,0.0018887250541005291,0.03051059638391853,0.009320239723488435,0.004905141438106406,0.3291691424728417,0.33007913244100184,0.10180822256652217,0.6206211713873886,0.5713429180767492,0.5036031954576945,2489,4784,144.65276470235295,5366,10728,1008.3734391878536,2334.9464868899736,8493,16982,1005.8692577526301,2332.762614103621
15283R,tpm,0.212,0.001411200237415427,0.343942019592653,0.004771119076134429,0.0011445407377262604,0.00043773986939568254,0.004631803508174637,0.2136262962126948,0.00959239768684836,0.0034770727309300603,0.0007886890365917135,0.00035069009591844784,0.001170237460364943,0.016667961334264066,0.005717315896030991,0.003052749326249229,0.32841317642140483,0.3284734311533124,0.10218071439501744,0.6328000419025847,0.5686359104688512,0.5035979630287432,4300,8327,145.0163452618363,5366,10728,1008.3734391878536,2334.9464868899736,12890,25776,1006.0029542199795,2332.9211258861014
15283R,tpm,0.15,0.000888845964203562,0.34434650225225466,0.0022356414622489223,0.0006057540050235259,0.0002660872722066459,0.0021520118106377714,0.08109079524259485,0.005164646623820621,0.0018074059188286082,0.0004599042869322769,0.00022499844500406362,0.0007606150109893137,0.01312432951212432,0.003901090626047221,0.0017643491804371187,0.32866799234002064,0.32907335571147767,0.10272226839659522,0.6317858112757552,0.574010580120947,0.5049579915869968,9852,19316,145.57909092959858,5366,10728,1008.3734391878536,2334.9464868899736,24130,48256,1006.0902237052485,2333.0220861703765
15283R,tpm,0.106,0.0005681535630339086,0.34505540968380854,,,,,,,,0.00032676092290464897,0.0001965076570712648,0.0004647857253085852,0.009012969490369813,0.0023932819603235764,0.0011653911118281065,0.3292350775411598,0.3288568136322871,0.1032835876048439,0.6305001983950923,0.57317411671221,0.5060945993534831,16982,33428,145.69076634957295,5366,10728,1008.3734391878536,2334.9464868899736,39604,79204,1006.1581080244422,2333.060598531937
15283R,mc1,0.6,0.007060628259209939,0.3528564720215387,0.022714843499193067,0.006900897641706075,0.0026417511480442166,0.021641204378026864,0.43682047295490994,0.11580128780771863,0.018767355165639092,0.004051068460594003,0.00199249051323018,0.005782846681551788,0.07132682134169264,0.029087000567984616,0.015257850041222851,0.3371106954092394,0.33011193849825893,0.10423084422658174,0.6094714235882297,0.5665391800799858,0.5252157509865336,608,1118,133.82631605146742,12480,24956,2313.5779568918124,6468.402165067047,9446,18888,2310.228438016771,6462.735655348501
15283R,mc1,0.424,0.004174341018934661,0.3563906269138314,0.010193729446255989,0.0035525575695850697,0.001626278151562374,0.009554656181059069,0.29154343697730806,0.03516255097888711,0.011133761165847465,0.0023320865845376914,0.0011169075536507948,0.003462151802648144,0.04009013939202396,0.017532318541769856,0.0088083794633605,0.3392986579744538,0.33211065810375423,0.10904448472420956,0.6448057366333627,0.5890110075463274,0.533345117327495,1076,2020,137.0904091555148,12480,24956,2313.5779568918124,6468.402165067047,10636,21268,2310.6397546142775,6463.457178931986
15283R,mc1,0.3,0.002469665114436327,0.3562816238026598,0.009042179226974952,0.0022273371741734034,0.0008273622903815321,0.008763559452943912,0.3929825623922663,0.028432691579515845,0.006364647240518652,0.001302789870834646,0.0005660894587675645,0.0020980906391084354,0.035230073784553416,0.01009566274110091,0.005076575286955538,0.33916556857176705,0.33102529123081736,0.10910230316015317,0.6483956352161411,0.5871776002680671,0.5337099799818253,2349,4504,137.55193087420406,12480,24956,2313.5779568918124,6468.402165067047,13562,27120,2310.8273228714097,6463.781000999471
15283R,mc1,0.212,0.001525234521014571,0.3558140544626753,0.005695810122352381,0.0013072711088012146,0.0004857919598879941,0.005543761827314146,0.32081547343750666,0.01308081238315248,0.0038472039970770177,0.0007834117116464215,0.00033247224124060453,0.0013086658985966481,0.01889279307145974,0.006636063195200338,0.0031088292322554744,0.3383927803296603,0.3301545463492719,0.1099725764630889,0.657211904727576,0.5935403194436761,0.5347401800910505,4193,8121,138.2407840832691,12480,24956,2313.5779568918124,6468.402165067047,17837,35670,2310.9285090313083,6463.910777923697
15283R,mc1,0.15,0.0009499464167926631,0.35594166448835163,0.0032888647062637878,0.0008029260167612861,0.00029998323951956155,0.0031893480317637716,0.13282035196538566,0.008084924938625485,0.002393497538254486,0.0004739849371990225,0.0002317847258042914,0.0008232475169022126,0.01608837793650716,0.004325248291689468,0.001789334314159317,0.33872997023288753,0.3312729117570168,0.10934567108379449,0.6567992919252307,0.5888586780500845,0.5341482919312305,9301,18222,138.466514748122,12480,24956,2313.5779568918124,6468.402165067047,28268,56532,2311.0103351643447,6464.005113284388
15283R,mc1,0.106,0.000648707792359193,0.3563009084407712,,,,,,,,0.00033407501328964865,0.0001925086458973463,0.0005560716548818676,0.011687928434012203,0.0028292004914824056,0.0011369700786811009,0.33911998981837504,0.3318454014133415,0.10930676951270704,0.6533943248112781,0.5870176388960135,0.5338454581254495,16542,32555,138.7352366060523,12480,24956,2313.5779568918124,6468.402165067047,43772,87540,2311.0626555738427,6464.0478338820785
15294R,tpm,0.6,0.009891699604004815,0.37604605445416794,0.025806615222256205,0.00948214881266932,0.004758249065094967,0.024001463353803647,0.46675373692366584,0.11927699796831585,0.02428656083616541,0.006042102301633659,0.0033046128775433264,0.007831904036213817,0.0796182543164346,0.0385205376991568,0.021314322102622976,0.34952119929122055,0.3468331658065118,0.13872839044901347,0.6869871776245651,0.6223861464891209,0.5734273485984543,446,809,101.57270518144496,6746,13488,933.8509291004659,1975.0754301109387,3683,7362,929.5644667021857,1971.1468846068515
15294R,tpm,0.424,0.004145491341527716,0.374431698830045,0.01212524142312726,0.004712626463548117,0.0022256065629854436,0.011171957365841815,0.237632743010022,0.04025245604255816,0.014740720915961148,0.0025060300322445805,0.001291777990465884,0.003302258611945693,0.03329236162218464,0.0158120515367483,0.00920793694674062,0.34775369884012086,0.34638621860609486,0.13880368162180728,0.6738897310068244,0.6183275335247299,0.5698652989127048,842,1562,103.56293881823348,6746,13488,933.8509291004659,1975.0754301109387,5009,10014,930.2982434954423,1972.2992764889016
15294R,tpm,0.3,0.00292462402141389,0.37442968219820993,0.009032282475949562,0.002884349481529752,0.0012528371187263583,0.008559360653328296,0.2112397564558297,0.029236118775720608,0.00824789542415925,0.0017465083453458898,0.0008816622403593208,0.002345876012552308,0.028191762654793562,0.011260696702430333,0.006421403929263314,0.3467643807079521,0.3458223099822305,0.14125172984173662,0.6909206145789606,0.6343184339187669,0.5741879486543658,1760,3349,103.98864168370193,6746,13488,933.8509291004659,1975.0754301109387,7491,14978,930.5236697385435,1972.6253420195644
15294R,tpm,0.212,0.0015893809268215586,0.37397382425826825,0.004735968949473326,0.001456311137656368,0.0006024820793548327,0.004506501942828106,0.1565348856405535,0.011560920604346131,0.004741697652576805,0.0008681787470064385,0.0003719460211897492,0.0013313141604409107,0.019502902317575725,0.00650576873025261,0.0033374163562953896,0.34625715597109863,0.3427440337423901,0.14128836883891183,0.6788791080921895,0.6287349680361841,0.5764906959720887,3215,6200,104.80697033261593,6746,13488,933.8509291004659,1975.0754301109387,11835,23666,930.6886704480557,1972.8018927645244
15294R,tpm,0.15,0.0011228309077047005,0.37674064383906636,0.0037024102717026787,0.0009771794252828314,0.00040383245438653677,0.0035711289798624497,0.18536164154048923,0.007516312964342361,0.0030474695993280778,0.0005909966871176438,0.0002483587733084156,0.0009547105127277753,0.014610825929862271,0.004714586884043125,0.0023560931576932973,0.3488885615124258,0.3471672284346504,0.14216287970516267,0.6809962918238458,0.6282666772536216,0.576460737301971,6945,13548,105.28436323725626,6746,13488,933.8509291004659,1975.0754301109387,20544,41084,930.7589967958477,1972.8974005792431
15294R,tpm,0.106,0.0006484038912077584,0.37563556229408,,,,,,,,0.00033820249766385014,0.00017237781140733957,0.0005532148558266453,0.010686147214994984,0.002872162445709652,0.0012639236530907897,0.3478330912439609,0.3463666299608801,0.14182459693459395,0.6807300046538252,0.6305415717716717,0.5775114592286631,12661,24860,105.65045913763649,6746,13488,933.8509291004659,1975.0754301109387,35781,71558,930.8402318353758,1972.9508861753686
15294R,mc1,0.6,0.009823196198362581,0.4225616934606459,0.018670999369870458,0.00703057453511841,0.0035494747592057707,0.01729674070962063,0.3375101477757385,0.09001835275472699,0.018607273093567054,0.006011926082957451,0.0034078904427684393,0.0077686503541207815,0.08493465712111455,0.03941173989935684,0.021364931595614114,0.3927526462485927,0.41266903078384976,0.15589657996587586,0.8331513857562225,0.7304703332193713,0.6222265684024069,464,838,104.2614985420439,13836,27668,1863.432308966089,4628.777839651263,7376,14748,1859.19919312161,4622.249670638595
15294R,mc1,0.424,0.00454254454551364,0.4184074725169346,0.015677353397682444,0.0042661569864434565,0.0015850951390870669,0.015085732137448451,0.31515843236183505,0.07311080655045774,0.010528653181867752,0.002487997426287617,0.0011722296454285666,0.0038006025515386274,0.04994409398282529,0.019102493571336747,0.009388256357314625,0.3875488163871349,0.4116998529197993,0.15770455914443368,0.7926482737049583,0.7171722022616095,0.6192919858307748,842,1559,103.02926213418459,13836,27668,1863.432308966089,4628.777839651263,8604,17204,1859.9846620131284,4623.394914051319
15294R,mc1,0.3,0.003111667271415158,0.420097856558828,0.008254776289204025,0.00223564206420495,0.0009789533766561532,0.007946271839395027,0.238629094923942,0.020172815324555664,0.005871504818333431,0.0017456726802452345,0.0008842047936352499,0.002575868805168787,0.03540882300683399,0.013194476613613403,0.006356865646268416,0.3892741739469155,0.4113313925347167,0.1579488100090286,0.8302543057398412,0.7380544076528402,0.6222480952672093,1759,3341,104.78025167767726,13836,27668,1863.432308966089,4628.777839651263,10963,21922,1860.198457264243,4623.669114281317
15294R,mc1,0.212,0.0015957398117050323,0.42065081164980006,0.004657376958466938,0.0011688259281139928,0.00048224190570759704,0.004508326306183617,0.17085186664807878,0.009238755955329822,0.003312363660480736,0.000810988497346908,0.00032896705389647625,0.0013742937109044106,0.02208699690822164,0.0068775599922710285,0.0031656978120369423,0.3902035851879141,0.41289067907383026,0.1571250058015395,0.8128342994808982,0.7295316331716194,0.6228286541370781,3345,6448,105.58703477067262,13836,27668,1863.432308966089,4628.777839651263,15150,30296,1860.4103621164393,4623.90945081665
15294R,mc1,0.15,0.0011656307581663962,0.4203947442933351,0.003429608718580216,0.0008337806476589346,0.0003496009703051181,0.0033267139633805128,0.12044689769325848,0.0060549737848947325,0.0024232921619701353,0.0005841896276048123,0.00024487809086283513,0.0010086711770356672,0.018533970368636018,0.0051282855305731685,0.0022227218519565318,0.38893579055795624,0.40940864000736416,0.15956406817487528,0.8260880601183846,0.7417018587274424,0.6257571281319567,6896,13444,106.04701773792583,13836,27668,1863.432308966089,4628.777839651263,23481,46958,1860.4815966779638,4623.97464559048
15294R,mc1,0.106,0.0006257904815012214,0.4178575326391244,,,,,,,,0.0003160186825121806,0.0001576807028129116,0.0005401350933246201,0.010453952283257061,0.0027096645206037286,0.0011816278737094698,0.3867734437894752,0.4063944248010221,0.1581493621943718,0.8178541682214544,0.734728680613162,0.6203794583313155,13094,25702,106.09203701029321,13836,27668,1863.432308966089,4628.777839651263,38575,77146,1860.5897895960618,4624.038915174249
