sub,bone,iters,rmsd,d_mean,d_median,d_std,d_max,d_99,d_95,smooth_points,smooth_cells,smooth_A,smooth_V,remesh_points,remesh_cells,remesh_A,remesh_V
50049R,mc1,10,0.0019179024288302246,0.0009680235112895886,0.0004017267728898546,0.001655681191565408,0.02541675225464779,0.008572288660024093,0.00390974402405079,21216,42428,1990.4289025392277,4807.280115313531,17066,34128,1984.7477879855878,4801.502097354886
50049R,mc1,20,0.0019973025890270032,0.0010143970626256074,0.000439466860020582,0.001720527893255587,0.03280862882904745,0.008776165989704756,0.00396528200877196,21216,42428,1990.4289025392277,4807.280115313531,17055,34106,1984.6128070767083,4801.4538008159925
50049R,mc1,40,0.0021238225168786814,0.0010911674367008932,0.0004739640408932742,0.0018220800499112269,0.03580204790558197,0.009294733137825143,0.004319253544738768,21216,42428,1990.4289025392277,4807.280115313531,17039,34074,1984.5327956183096,4801.3670318978675
50049R,mc1,80,0.0022212903467810755,0.0011483507920957042,0.0005028082870998816,0.0019014261129467957,0.04155492894582327,0.009927490100266152,0.00453112276088975,21216,42428,1990.4289025392277,4807.280115313531,17034,34064,1984.523442221016,4801.308992801542
50034R,tpm,1,0.0011899416773990155,0.0005702519478525956,0.00022037282589257025,0.0010444012215530501,0.018528888214003943,0.005177701733385354,0.0023205513667959514,12424,24844,1150.499707338417,2638.5981831960835,17383,34762,1146.5540593669095,2635.865141689529
50034R,tpm,5,0.0013291854967959443,0.0006650572548758251,0.00027535473167933106,0.0011508400986365189,0.027277757505359133,0.005728285890773333,0.0026950900116305557,12424,24844,1150.499707338417,2638.5981831960835,16914,33824,1146.0328168852989,2635.8717661747773
50034R,tpm,10,0.001344207921424614,0.0007079651366736036,0.00031159124179567924,0.0011426636868630275,0.028430013389773183,0.005675745841117218,0.002773233999318659,12424,24844,1150.499707338417,2638.5981831960835,16884,33764,1145.9631410220038,2635.7803939304495
50034R,tpm,20,0.0014258112355023942,0.0007569592979313161,0.00033505789252653037,0.0012082840314099135,0.02174329619765344,0.006019215704217687,0.002948726615809301,12424,24844,1150.499707338417,2638.5981831960835,16872,33740,1145.880844056077,2635.6600760221977
50034R,tpm,40,0.0015330777748299405,0.0008253620229144708,0.0003741115659862864,0.001291938464017561,0.03263730327965531,0.00637073793702991,0.003198127642780064,12424,24844,1150.499707338417,2638.5981831960835,16853,33702,1145.7907555832257,2635.5650864548793
50034R,tpm,80,0.0016613753970597287,0.0008969132458465137,0.000410716027158064,0.0013984687480885808,0.037307283137773595,0.006878787150292979,0.003466688420775527,12424,24844,1150.499707338417,2638.5981831960835,16847,33690,1145.8275028540406,2635.654081487449
50034R,mc1,1,0.0011491657651292366,0.0005976761182934173,0.0002597373011053603,0.0009815116980284935,0.01614545014195914,0.005010543215860316,0.0023391606338587366,27174,54344,2471.4904670069564,7316.215979063303,20713,41422,2465.7107064225943,7310.147349096822
50034R,mc1,5,0.0013725015274331728,0.000700743712424103,0.00030250502732187914,0.0011801350313860183,0.018601761109356737,0.00606501506248407,0.0027034057477614455,27174,54344,2471.4904670069564,7316.215979063303,20110,40216,2465.0075075515306,7310.012386220968
50034R,mc1,10,0.0014097269853693755,0.0007346291877824254,0.0003182060431907445,0.0012031833317232919,0.018123159449233116,0.006137753517989718,0.002878435178530353,27174,54344,2471.4904670069564,7316.215979063303,20076,40148,2464.9155612979052,7309.864193809939
50034R,mc1,20,0.0014823113224714283,0.0007869193665361669,0.00034703537037654057,0.0012561865973243437,0.01897165826343165,0.006356793299740969,0.0029979969735176148,27174,54344,2471.4904670069564,7316.215979063303,20056,40108,2464.872520850155,7309.713479027063
50034R,mc1,40,0.0015692613607724965,0.000835076047920335,0.00037088110622964237,0.0013286192880593377,0.020768976918942927,0.006766497069986729,0.003191056660502818,27174,54344,2471.4904670069564,7316.215979063303,20045,40086,2464.909119054724,7309.614986257787
50034R,mc1,80,0.0016651545895593341,0.0008828101629732085,0.0003938866571047446,0.0014118732320154426,0.01857268224638212,0.007108437582526779,0.003372530453718686,27174,54344,2471.4904670069564,7316.215979063303,20039,40074,2464.9253136481616,7309.608775667019
15006R,tpm,1,0.0010000691866138794,0.000546813675511416,0.0002725830022182051,0.000837336958630301,0.013271833653885328,0.004246459445769479,0.002051815557481868,6318,12632,871.632610998646,1908.8628061139166,11576,23148,869.472556955101,1906.7970008549178
15006R,tpm,5,0.0011878068680529622,0.0006558186417431868,0.0003183922505839318,0.0009903469417006897,0.014786048024821466,0.004975578195833064,0.002459289020596259,6318,12632,871.632610998646,1908.8628061139166,11362,22720,869.1881479394913,1906.601998013436
15006R,tpm,10,0.001303162842982452,0.0007242098259741668,0.00035315199291981224,0.001083399060038624,0.01732217880995096,0.005354687680454996,0.002742613327291248,6318,12632,871.632610998646,1908.8628061139166,11341,22678,869.0583523515753,1906.476454347995
15006R,tpm,20,0.001410372826705321,0.0007991565941047366,0.0003869491000566404,0.0011621102565624634,0.019066849573428506,0.005956355323391965,0.002919381952205323,6318,12632,871.632610998646,1908.8628061139166,11332,22660,868.9325224989714,1906.3285360123082
15006R,tpm,40,0.0015174817997301937,0.0008616548489494898,0.00041117666312565055,0.001249120464084317,0.01919920474676793,0.00632835729278884,0.0032011570117513573,6318,12632,871.632610998646,1908.8628061139166,11325,22646,868.8540620294948,1906.2299916819495
15006R,tpm,80,0.0016893647685645653,0.0009620609765705353,0.0004529424338433237,0.0013886655459927546,0.023298665353334108,0.006870479552232045,0.003583442291524053,6318,12632,871.632610998646,1908.8628061139166,11322,22640,868.8703365535358,1906.278628546377
15006R,mc1,1,0.0011983074467690731,0.0006038541025394818,0.0002780248041679011,0.0010350366949188092,0.016090447533774945,0.005351911188930067,0.002336827152826888,14254,28504,2009.1062907887454,4951.524140424629,16037,32070,2006.3830244075693,4946.599135876678
15006R,mc1,5,0.0013858264555076417,0.000712033208752483,0.0003155785811080292,0.0011889170174652715,0.01569043197215197,0.006254043870498694,0.002746355172119001,14254,28504,2009.1062907887454,4951.524140424629,15642,31280,2006.0726997219872,4946.304176435991
15006R,mc1,10,0.0014991920354129474,0.0007612941872471804,0.0003308620473376453,0.0012915138092599984,0.020891538257281503,0.006814535656400456,0.00292497981609397,14254,28504,2009.1062907887454,4951.524140424629,15620,31236,2005.959628511357,4946.127760390366
15006R,mc1,20,0.0016174691876306307,0.0008397757139004913,0.0003642532156889704,0.0013823832042083747,0.021220691225888783,0.007125264887874177,0.003290558701300321,14254,28504,2009.1062907887454,4951.524140424629,15607,31210,2005.8311216596662,4945.919047082703
15006R,mc1,40,0.001748239962692672,0.000912778921141899,0.0003965262702610846,0.0014910323967891196,0.019730258845587847,0.007690909898661867,0.003550253526838421,14254,28504,2009.1062907887454,4951.524140424629,15599,31194,2005.685156694626,4945.679424029556
15006R,mc1,80,0.0018107669971641942,0.0009674513533424754,0.0004266228850333814,0.0015306583540865171,0.020215101304749034,0.007774158032544146,0.0036608570585102834,14254,28504,2009.1062907887454,4951.524140424629,15595,31186,2005.6349117110162,4945.554905374315
50017L,tpm,1,0.001187319427640604,0.0006060101176933753,0.00023582712563704033,0.001021018687638024,0.01667548689054469,0.005046847717895661,0.0024128180633333383,9132,18260,843.0844809314988,1756.4057416137105,13034,26064,840.4655006571799,1754.156471071411
50017L,tpm,5,0.0013858715378136297,0.0007336210752035221,0.0003078091644385262,0.001175772102636877,0.016914329306702062,0.005664903637631034,0.002924262509786945,9132,18260,843.0844809314988,1756.4057416137105,12689,25374,840.2566520843084,1754.0683951019687
50017L,tpm,10,0.001519815442207406,0.0008073341566412123,0.0003481694703672077,0.0012876531124074197,0.018393951858208808,0.006303965908904967,0.003192569022949812,9132,18260,843.0844809314988,1756.4057416137105,12661,25318,840.1538425302602,1754.0143471600027
50017L,tpm,20,0.0016024632642256849,0.0008748988125339537,0.00038693440251743086,0.0013425500292426778,0.01927756684863127,0.006568053968592323,0.0034946552087181063,9132,18260,843.0844809314988,1756.4057416137105,12650,25296,840.0316777753229,1753.9595666509065
50017L,tpm,40,0.0017045290044238378,0.0009350967183257247,0.00042601814213822113,0.0014251362230673177,0.022542426375778406,0.00703664538634134,0.003625659326003332,9132,18260,843.0844809314988,1756.4057416137105,12641,25278,839.9230105711795,1753.9149935289724
50017L,tpm,80,0.0018301494344130475,0.0010168114865487868,0.0004764876850972684,0.0015216902947396505,0.022216628663613843,0.007538683998295077,0.0039398314217792925,9132,18260,843.0844809314988,1756.4057416137105,12632,25260,839.9655976967097,1753.9472853421048
50017L,mc1,1,0.0013294042008902328,0.0006357663646140296,0.00023993226882661542,0.0011675258707926173,0.023111412910812167,0.00569664374005445,0.002616798599364685,18924,37844,1789.9778263903972,4207.595159356238,16427,32850,1786.8943923897768,4202.3239691566305
50017L,mc1,5,0.0015314101377462545,0.0007661596736551705,0.00031636763757045576,0.0013259775128020102,0.02027139396541683,0.006630660481742581,0.003066565363641883,18924,37844,1789.9778263903972,4207.595159356238,15904,31804,1786.714607525975,4202.212898437456
50017L,mc1,10,0.001622513351358214,0.0008316959170360389,0.00035723486873369804,0.001393137278562757,0.028405959934470273,0.006957522958813934,0.0032342592764231662,18924,37844,1789.9778263903972,4207.595159356238,15878,31752,1786.603215700359,4202.121205736777
50017L,mc1,20,0.0017170325400642393,0.0008993214264237842,0.00040238923924169895,0.0014626762169443186,0.02633890965505705,0.007307839865536604,0.0034487800355594155,18924,37844,1789.9778263903972,4207.595159356238,15856,31708,1786.4698435481857,4201.996326624365
50017L,mc1,40,0.001833683176920583,0.0009686464350273694,0.0004389198791047154,0.0015569579561537075,0.024010645500721954,0.007988653432736177,0.0036865534988802288,18924,37844,1789.9778263903972,4207.595159356238,15843,31682,1786.3687332242307,4201.908514285519
50017L,mc1,80,0.00193882505819038,0.0010340871455848917,0.000483210780922953,0.0016400324330948523,0.022219304811169023,0.008394247811988316,0.0039284367015465105,18924,37844,1789.9778263903972,4207.595159356238,15834,31664,1786.351723663618,4201.898995083912
15441R,tpm,1,0.001343833213426732,0.0006671201078152632,0.0002692730075733017,0.0011665498134487734,0.022012894591320352,0.005579796633844779,0.002622795418099316,6308,12612,866.352382958757,1677.1970962721455,13355,26706,863.9125178160286,1675.287742092382
15441R,tpm,5,0.0015848892596532858,0.0008260704023739425,0.0003349059155636964,0.0013525833267071176,0.018738968107215325,0.006642173308706389,0.0032694304512357196,6308,12612,866.352382958757,1677.1970962721455,13084,26164,863.5918758356106,1675.0932494183642
15441R,tpm,10,0.0017399984827808448,0.0009159103372756071,0.00037790689249838754,0.0014794265693677824,0.019201334917739316,0.007394711918498287,0.003605630016377252,6308,12612,866.352382958757,1677.1970962721455,13058,26112,863.4601907261638,1675.014516397985
15441R,tpm,20,0.0018524937787732557,0.0009917813092002155,0.0004181936953499773,0.0015646415037045142,0.020275847322915368,0.007966038307533126,0.003971015226007635,6308,12612,866.352382958757,1677.1970962721455,13051,26098,863.2973807494151,1674.9141992692162
15441R,tpm,40,0.0020056060696806623,0.0010693745960843972,0.0004464923956980718,0.0016967302908798576,0.02364083670918954,0.008637468551019772,0.004249416302277543,6308,12612,866.352382958757,1677.1970962721455,13042,26080,863.1666402186585,1674.7987788177893
15441R,tpm,80,0.002108717566972448,0.001145068964256473,0.00048385342340686796,0.0017707362435876242,0.019820134204865083,0.008901398427518355,0.0045578074242671,6308,12612,866.352382958757,1677.1970962721455,13043,26082,863.1328799349849,1674.8091825724273
15441R,mc1,1,0.0010572720514475924,0.0005445074978917699,0.00022895990833653342,0.0009062757723297278,0.02314003799406585,0.004434866530270702,0.002163780673153273,13576,27148,1851.3004371345833,4415.732835964122,16639,33274,1848.225565157206,4411.299516813605
15441R,mc1,5,0.0012413017059558524,0.000643601478849172,0.0002740291596034363,0.0010614174775422102,0.02106418681556708,0.005333398013474007,0.0024992259153023013,13576,27148,1851.3004371345833,4415.732835964122,16227,32450,1847.8841377798217,4411.02038870761
15441R,mc1,10,0.0013492611026629253,0.0007015340604806284,0.0002960892359952738,0.0011525430513194442,0.021051991484458004,0.00560790179215367,0.002752322176049488,13576,27148,1851.3004371345833,4415.732835964122,16201,32398,1847.7295268716748,4410.8489075580155
15441R,mc1,20,0.0014409657654443214,0.0007574687724468135,0.00032623476411003567,0.0012258154004377887,0.02509402081439096,0.005901945859341246,0.0029360328677561823,13576,27148,1851.3004371345833,4415.732835964122,16179,32354,1847.555174085407,4410.650731142968
15441R,mc1,40,0.0015230041449588705,0.0008221902997975248,0.00035261219385299277,0.001282008087525487,0.020043549811589848,0.006350781420232744,0.003195426213851777,13576,27148,1851.3004371345833,4415.732835964122,16166,32328,1847.4047243027853,4410.462714841205
15441R,mc1,80,0.0016741454399040252,0.0009002155415899661,0.00038693394968200145,0.0014115151195192087,0.021824435095440724,0.006945633393017091,0.0035591054208231917,13576,27148,1851.3004371345833,4415.732835964122,16171,32338,1847.3805200385257,4410.380646851387
14827L,tpm,1,0.0011249174466708579,0.0005879020169191475,0.00024087572304747512,0.0009590675056151578,0.014882710398052446,0.004681235915827223,0.00240159933454163,3652,7300,698.6501415963785,1385.5337288027893,10551,21098,697.3371351165688,1384.3705590704885
14827L,tpm,5,0.001329318711690116,0.0007232330651586375,0.0003012923433898166,0.0011153574183689783,0.01723020842283526,0.005314502131823924,0.002865883622077889,3652,7300,698.6501415963785,1385.5337288027893,10346,20688,697.0916292770246,1384.1262583896284
14827L,tpm,10,0.0014044610538722878,0.0007766230250462369,0.000331263296663797,0.0011701997815809439,0.01818038014384059,0.005726584376817596,0.003020915796852844,3652,7300,698.6501415963785,1385.5337288027893,10323,20642,696.9616431366524,1383.947132240682
14827L,tpm,20,0.0015173407905222298,0.0008469715403742189,0.0003622115833740497,0.0012589528523255938,0.016483686847320482,0.006195284834345224,0.003334568614854789,3652,7300,698.6501415963785,1385.5337288027893,10311,20618,696.8118123906152,1383.7447817400039
14827L,tpm,40,0.001697946102264015,0.0009462479411023696,0.00040694864095956664,0.0014098353805154298,0.017208030282515427,0.006919714322180218,0.0037200133104026913,3652,7300,698.6501415963785,1385.5337288027893,10304,20604,696.6867682740658,1383.6083956773587
14827L,tpm,80,0.0017373860598087988,0.000976678954924899,0.000423217066491423,0.0014368745734491754,0.014271504322881313,0.007076555814942178,0.003847880236607423,3652,7300,698.6501415963785,1385.5337288027893,10299,20594,696.6480688595211,1383.6148511862848
14827L,mc1,1,0.0012994548742301432,0.0006834643729364375,0.00026407364742236494,0.0011051965531465792,0.020568380230852185,0.005511133178939909,0.0028074688079880927,9862,19720,1865.7833714949575,4184.163945410399,15174,30344,1863.7008860378487,4180.879309283603
14827L,mc1,5,0.001574800868157215,0.0008339818983409362,0.0003216083708576466,0.001335841295808887,0.018846625147014018,0.006683324708101133,0.0034026146468930226,9862,19720,1865.7833714949575,4184.163945410399,14857,29710,1863.1962427434917,4180.088971095963
14827L,mc1,10,0.0017040164220615015,0.0009082151294694791,0.0003497382459840136,0.0014418104054479625,0.01857101729038873,0.007160615788123664,0.00373043249830459,9862,19720,1865.7833714949575,4184.163945410399,14833,29662,1862.9581577464824,4179.676831310558
14827L,mc1,20,0.0018550034572809041,0.0009989190599780185,0.00038396465705072057,0.0015630734269818352,0.021541793669407294,0.0077913693625841236,0.004081127624157058,9862,19720,1865.7833714949575,4184.163945410399,14826,29648,1862.7118988666512,4179.259472137856
14827L,mc1,40,0.0019286811915395993,0.0010553433873039546,0.0004242813134247488,0.00161433003858332,0.02113075794161735,0.007929403245008517,0.004228658408215681,9862,19720,1865.7833714949575,4184.163945410399,14800,29596,1862.4694984036912,4178.88250548
14827L,mc1,80,0.0020182991676461633,0.0011110953558113334,0.0004444470083084682,0.001684932829645052,0.020334663427919508,0.008377448917689224,0.004455342682210172,9862,19720,1865.7833714949575,4184.163945410399,14810,29616,1862.2791424082816,4178.513088284607
14726R,tpm,1,0.0013400897996000854,0.0006709567023552475,0.0002949001306797411,0.0011600249025588928,0.024256804083829086,0.0055626273905308825,0.002644343909647673,9930,19856,1358.9305172740337,3487.7428176385233,18536,37068,1355.9019388555084,3485.0026627544225
14726R,tpm,5,0.0015749539787144424,0.0008174157921797782,0.0003436928467678605,0.0013462211771338164,0.02484266447977967,0.006676438797021788,0.003239914616161328,9930,19856,1358.9305172740337,3487.7428176385233,18162,36320,1355.5141546081454,3484.724463959661
14726R,tpm,10,0.001734040514088392,0.0008963669043880469,0.00037158631400624595,0.0014843931006366625,0.030568877151527854,0.007279168644616129,0.003539474817999626,9930,19856,1358.9305172740337,3487.7428176385233,18141,36278,1355.3566969676176,3484.59039941906
14726R,tpm,20,0.0018518828828846452,0.0009735076857786243,0.00040966389109755756,0.0015753580537931978,0.03163876321335694,0.007819117771380365,0.003810948554570799,9930,19856,1358.9305172740337,3487.7428176385233,18117,36230,1355.2033739794301,3484.4584559741193
14726R,tpm,40,0.001987759886017084,0.0010537029726228751,0.0004459652893352511,0.0016854967843174208,0.03267984603730262,0.008321871977736543,0.0041877036839546265,9930,19856,1358.9305172740337,3487.7428176385233,18099,36194,1355.1027785766141,3484.371486594511
14726R,tpm,80,0.002091744592795243,0.0011170320113339674,0.00047727129936626564,0.0017685120658743974,0.02989987876616708,0.008921875325523727,0.004382368606655569,9930,19856,1358.9305172740337,3487.7428176385233,18090,36176,1355.065960913482,3484.3444842548065
14726R,mc1,1,0.0012313900120498713,0.0006480787225127075,0.00029628950100210453,0.001047050777757449,0.018850358869210243,0.005263572175400513,0.0025485299393734557,19638,39272,2689.158419524228,8009.037082194395,23795,47586,2685.5454710743575,8003.800243488567
14726R,mc1,5,0.0014122550211416196,0.000740918740499959,0.0003266134111764423,0.0012022910066683816,0.019657168286232398,0.006013468561286966,0.0028960758517861613,19638,39272,2689.158419524228,8009.037082194395,23214,46424,2685.1568790724573,8003.347739695174
14726R,mc1,10,0.0015780767497742322,0.0008227817306604479,0.00035681650709856283,0.0013466092424565498,0.018282862298282396,0.006863279091759849,0.0031732487190098005,19638,39272,2689.158419524228,8009.037082194395,23167,46330,2684.9938575134465,8003.135293968129
14726R,mc1,20,0.0016590313743736936,0.00087634413971843,0.0003845590849847464,0.0014086894796006078,0.019646611531614715,0.0073272796807954624,0.0033757292846199032,19638,39272,2689.158419524228,8009.037082194395,23143,46282,2684.8208891060895,8002.87419386158
14726R,mc1,40,0.0017602444998603588,0.0009356832346881521,0.00040967341372449926,0.0014909586123069152,0.021589366501918117,0.007661337276552911,0.0035704860384539443,19638,39272,2689.158419524228,8009.037082194395,23134,46264,2684.6795381464244,8002.685597026854
14726R,mc1,80,0.0018863677480329406,0.0010146327239720736,0.0004473507032538932,0.0015902527208792564,0.023043087316434365,0.00809646393644018,0.0039523201927916946,19638,39272,2689.158419524228,8009.037082194395,23123,46242,2684.5887808114508,8002.483472344277
15294R,tpm,1,0.0012370673964602215,0.0006675752553471231,0.0002911458186293475,0.0010414792469526668,0.01828905606383765,0.004940997317490433,0.002567897497753675,6746,13488,933.8509291004659,1975.0754301109387,13147,26290,931.1073125441966,1973.1402116580805
15294R,tpm,5,0.0014626823250901897,0.0008053341499642848,0.000352272753260841,0.0012210145335058654,0.018313365889321472,0.0060146889769867075,0.003045192982708926,6746,13488,933.8509291004659,1975.0754301109387,12869,25734,930.7248223402878,1972.836289828035
15294R,tpm,10,0.0015851509790909275,0.000881007850970223,0.0003843918435753003,0.0013177741813534503,0.01948516932288338,0.006526594741913977,0.0033696490510504813,6746,13488,933.8509291004659,1975.0754301109387,12849,25694,930.6154828621139,1972.7417612545476
15294R,tpm,20,0.001703901230869491,0.0009532465093922161,0.0004159761202852442,0.0014123032595339154,0.019459300177305728,0.00683875752550055,0.0036643300088342566,6746,13488,933.8509291004659,1975.0754301109387,12835,25666,930.4743308511511,1972.6068004678004
15294R,tpm,40,0.001843294292300603,0.0010294974553003349,0.0004509860467112745,0.0015290091031639143,0.019903277852381756,0.007582165368240387,0.003984282069196009,6746,13488,933.8509291004659,1975.0754301109387,12825,25646,930.3308270547919,1972.4780742267583
15294R,tpm,80,0.00194713371535496,0.0010928150402291959,0.0004839121162806654,0.0016115473909633783,0.01821850050574058,0.00798546059034212,0.004271677790133121,6746,13488,933.8509291004659,1975.0754301109387,12823,25642,930.2525124161152,1972.520659007132
15294R,mc1,1,0.001299285821181551,0.000651081704346473,0.000264939516058133,0.001124382612542861,0.018412065825706786,0.005535126078801662,0.002555164600699513,13836,27668,1863.432308966089,4628.777839651263,16323,32642,1860.751200832726,4624.285961304868
15294R,mc1,5,0.0015209733722831463,0.0007780917035009917,0.00031828212875125025,0.001306879221709983,0.021810235691791115,0.006450017050024202,0.0030370034005806623,13836,27668,1863.432308966089,4628.777839651263,15940,31876,1860.4340641730905,4623.920610741635
15294R,mc1,10,0.0016379282594452694,0.0008466228216470549,0.00034769407161658046,0.0014021550488286906,0.02410828014501061,0.006933493962720703,0.0032994890167182176,13836,27668,1863.432308966089,4628.777839651263,15917,31830,1860.2909994837726,4623.697572902997
15294R,mc1,20,0.0017771082157463133,0.0009236076362272609,0.0003828509683388653,0.0015182432429540849,0.020244467305024053,0.007618377061508695,0.0036248627540471264,13836,27668,1863.432308966089,4628.777839651263,15903,31802,1860.115543229027,4623.442128895546
15294R,mc1,40,0.0019878581776923573,0.0010370458619832663,0.00044016377839757625,0.0016959115586497318,0.026413128594601386,0.008498078966321952,0.00407336356825328,13836,27668,1863.432308966089,4628.777839651263,15895,31786,1859.9732882297344,4623.213972912074
15294R,mc1,80,0.0021779889787671212,0.0011383880919627655,0.0004854531243017084,0.0018568006203436122,0.03162297744631114,0.009182830054279107,0.0044152086107700945,13836,27668,1863.432308966089,4628.777839651263,15883,31762,1859.9077067387075,4623.112206136481
50021R,tpm,1,0.0011016963344890299,0.0005481316790913228,0.0002114647037691247,0.0009556602303136255,0.03547755569538974,0.004320385967847949,0.002204973470818871,9738,19472,910.0116364139762,1963.521115557995,14403,28802,907.1401102822406,1961.2317098035346
50021R,tpm,5,0.0013176982065843178,0.0006766453337635525,0.00029075603879854454,0.0011306987467630527,0.036733107689982086,0.005061071400613295,0.002595977934089735,9738,19472,910.0116364139762,1963.521115557995,13976,27948,906.9461856351976,1961.2205825689648
50021R,tpm,10,0.0014174108757132246,0.0007392636774300795,0.0003353224707451068,0.0012093563601448026,0.0335730275001642,0.0054891152626594325,0.0028077861887990654,9738,19472,910.0116364139762,1963.521115557995,13937,27870,906.8794918718424,1961.1826433078504
50021R,tpm,20,0.0014414722583262136,0.0007879605295055636,0.0003780752535576129,0.001207046177851281,0.028327653562906716,0.00575587297548768,0.0029560795208463993,9738,19472,910.0116364139762,1963.521115557995,13919,27834,906.7354924788335,1961.0922304031635
50021R,tpm,40,0.0015309244095896603,0.0008431332976246328,0.00041222042809531325,0.0012778324578418183,0.028763097243504433,0.006170266681871263,0.0030538476118843498,9738,19472,910.0116364139762,1963.521115557995,13905,27806,906.6327063485621,1961.0100705529726
50021R,tpm,80,0.0016199032058451363,0.00090558521564055,0.0004462037718954285,0.0013431313463398169,0.0238538581531721,0.006606593495344381,0.0033603767861945947,9738,19472,910.0116364139762,1963.521115557995,13909,27814,906.7703241934214,1961.1079150370938
50021R,mc1,1,0.0012293345795507881,0.0006200670898388376,0.00024228643949076792,0.0010614990874127533,0.015806326963280576,0.00523679958197506,0.0025037817568051885,19628,39252,1855.6590868777248,4575.980949258422,17597,35190,1852.945326803953,4570.841788771431
50021R,mc1,5,0.0014086175928468535,0.0007457012108102227,0.0003236551430656835,0.0011950452824365408,0.01654957251358352,0.005957848180826021,0.0029449005527172577,19628,39252,1855.6590868777248,4575.980949258422,17076,34148,1852.4971825989842,4570.728552996557
50021R,mc1,10,0.0014908421062718826,0.0007972644478296912,0.00035684319802785667,0.001259753779934794,0.019536887411465496,0.0062436261239133374,0.003088689238597345,19628,39252,1855.6590868777248,4575.980949258422,17047,34090,1852.4329091364634,4570.644260813211
50021R,mc1,20,0.0015871958398322385,0.0008619244432855109,0.0003908343170403216,0.0013327703808412486,0.01692939915692848,0.006659762744672325,0.003384244638180603,19628,39252,1855.6590868777248,4575.980949258422,17030,34056,1852.3869522300959,4570.527105016369
50021R,mc1,40,0.0016522168516608735,0.0009165907073139342,0.0004335457516437286,0.001374657048204355,0.016618407947820574,0.006788877212738521,0.0035131000783424357,19628,39252,1855.6590868777248,4575.980949258422,17020,34036,1852.3661616042962,4570.454065451931
50021R,mc1,80,0.0017202302822989326,0.0009674657530175235,0.0004682385375711544,0.001422393138649263,0.017772031678779592,0.0070103443109163464,0.003673869168311631,19628,39252,1855.6590868777248,4575.980949258422,17004,34004,1852.2670338436933,4570.469866318346
50027L,tpm,1,0.0011985290750661935,0.0005882590415457896,0.00021618311188195146,0.0010442333282454906,0.025141857410485594,0.005089879325115688,0.002483269452612068,9492,18980,893.2609687661159,1872.020184099996,13761,27518,890.2094461330294,1869.694737484377
50027L,tpm,5,0.0013948552001079785,0.0007124591842715636,0.00028407222301332955,0.0011991759420599494,0.024207696771620428,0.006107305543732024,0.0029227963443446345,9492,18980,893.2609687661159,1872.020184099996,13375,26746,889.9854572629956,1869.6868981092518
50027L,tpm,10,0.0014947310540761633,0.0007788306066039464,0.0003231121208634597,0.0012757914446478182,0.024224676128648794,0.006340318396823939,0.0031055081919999636,9492,18980,893.2609687661159,1872.020184099996,13335,26666,889.8942174754472,1869.6135118331545
50027L,tpm,20,0.0015939506963151143,0.0008430851737364264,0.0003598250254201691,0.0013527328679784703,0.02346152533904364,0.00667848156914521,0.0033206451865438235,9492,18980,893.2609687661159,1872.020184099996,13302,26600,889.7653838064032,1869.4963892580206
50027L,tpm,40,0.0017041069191164344,0.0009079007644457221,0.0003913513459778212,0.0014421153191403868,0.024084288834014304,0.007285145527098698,0.003573879497806616,9492,18980,893.2609687661159,1872.020184099996,13295,26586,889.661463516576,1869.3898724034425
50027L,tpm,80,0.0018573470269113532,0.0009856604745168398,0.0004226606280715373,0.0015742335936422146,0.02364666079965635,0.00799131541995446,0.003950632542080199,9492,18980,893.2609687661159,1872.020184099996,13293,26582,889.7326455666671,1869.48702809816
50027L,mc1,1,0.0013224302152966142,0.0006240598989788257,0.00021307475395343717,0.0011659206305816821,0.03168361140121392,0.0053968320105103945,0.002643940307519677,20486,40968,2033.8654268785922,5018.450605708933,18204,36404,2029.8479885185798,5012.7510110747235
50027L,mc1,5,0.0016003088385057726,0.000778204261246094,0.00029198332043922724,0.00139835135297897,0.0270653044761457,0.006603023969130153,0.0031639899296104545,20486,40968,2033.8654268785922,5018.450605708933,17592,35180,2029.5330201585423,5012.683427218283
50027L,mc1,10,0.0016612150993716547,0.0008504698542361478,0.0003436675983583042,0.0014270026746351675,0.02236507474490806,0.00709219948189293,0.0034046541571179424,20486,40968,2033.8654268785922,5018.450605708933,17547,35090,2029.4343437982561,5012.591359409018
50027L,mc1,20,0.0017726497335479193,0.0009151780004107162,0.0003734008911795477,0.001518135799397324,0.026692151205382188,0.007339626269045585,0.0036728837159312844,20486,40968,2033.8654268785922,5018.450605708933,17528,35052,2029.3426774604538,5012.489183203533
50027L,mc1,40,0.0018541754213124819,0.0009730523283093653,0.0004120924241765981,0.0015783331902266525,0.0355418651898748,0.007392504429275942,0.0038760007084005905,20486,40968,2033.8654268785922,5018.450605708933,17513,35022,2029.2591871998516,5012.397149692479
50027L,mc1,80,0.001949918609823485,0.0010276959847168926,0.00044418950695130147,0.001657113016041069,0.031467348333293066,0.00796853251138858,0.004051422318676386,20486,40968,2033.8654268785922,5018.450605708933,17508,35012,2029.2297061655881,5012.410974826067
50008L,tpm,1,0.0012713483254502926,0.0006368884445435746,0.00025438704922607484,0.0011003179875981894,0.03187988036365746,0.00526156284806984,0.0025035269021624605,8264,16524,771.8878757242848,1462.2525537705747,10474,20944,768.2798351531567,1459.7329811424968
