sub,bone,run_id,orig_rmsdi,orig_di_mean,orig_di_median,orig_di_std,orig_di_min,orig_di_max,orig_di_99,orig_di_95,orig_rmsdo,orig_do_mean,orig_do_median,orig_do_std,orig_do_min,orig_do_max,orig_do_99,orig_do_95,smooth_rmsdi,smooth_di_mean,smooth_di_median,smooth_di_std,smooth_di_min,smooth_di_max,smooth_di_99,smooth_di_95,smooth_rmsdo,smooth_do_mean,smooth_do_median,smooth_do_std,smooth_do_min,smooth_do_max,smooth_do_99,smooth_do_95,remesh2d_rmsdi,remesh2d_di_mean,remesh2d_di_median,remesh2d_di_std,remesh2d_di_min,remesh2d_di_max,remesh2d_di_99,remesh2d_di_95,remesh2d_rmsdo,remesh2d_do_mean,remesh2d_do_median,remesh2d_do_std,remesh2d_do_min,remesh2d_do_max,remesh2d_do_99,remesh2d_do_95,remesh3d_vol
14548R,tpm,0b,0.027282155516511447,0.02155511540326183,0.018308271573466157,0.016724024921626387,6.558061932132009e-07,0.13572113215534298,0.07247054197036168,0.05438384343537216,0.06895768143815223,0.052341108882882986,0.04050184856418201,0.044895101628528174,6.0393426941785274e-06,0.33894657889169216,0.19474612422593804,0.1432748415929212,0.001833604177072928,0.00126422450064352,0.0008472533283438927,0.0013280966418720936,1.6369751192914516e-11,0.013868156391084683,0.0062193430864418454,0.0038795181513245976,0.05362835871795339,0.03802203248877719,0.025949250566776043,0.03781964971022154,2.633279513443782e-07,0.2140485722077849,0.15593313342371912,0.11686983083554582,0.0013046320177191146,0.0008451826387027225,0.0005090208093981915,0.0009938465721092728,4.5523452952706015e-09,0.011271326528874118,0.004672589369013564,0.0028115709955684335,0.05179094376519367,0.036582834684909186,0.024999996041725883,0.03666057913489719,4.555288746803004e-09,0.20787187385364095,0.151145191057847,0.11284310561712618,1419.2357266926033
14548R,tpm,1b,0.027390419225949782,0.02160779285926904,0.018285868242986433,0.016832657339950853,8.385995891503973e-08,0.12838896851268916,0.07324632788852686,0.05463067213982316,0.06884316121486728,0.052368958860908296,0.040762739808758566,0.04468638488265414,4.882650520538975e-06,0.33516366007617465,0.19552731778106244,0.14337364228337582,0.0018080671177071292,0.0012485271198350457,0.000835104935971916,0.0013077793136344418,2.765726120619895e-08,0.013792499157616147,0.00619265980886872,0.003814059063978477,0.053546356542651045,0.038010197409352485,0.026263021233261002,0.03771521167771384,2.891622831355717e-07,0.21732723632151396,0.1557965033679771,0.11678835822366489,0.0012901602204089806,0.000834345639691538,0.0004999574405935871,0.000984063386095361,2.4494091284306446e-09,0.010942531614326814,0.004651984274074213,0.002793737326009402,0.05120762417888292,0.03620608184212605,0.025179545617282355,0.03621243448992328,1.039451863428641e-07,0.2080979912945487,0.14961035804475756,0.11157175471619539,1419.2357266926033
14548R,tpm,2b,0.02731150029550122,0.021575197003618297,0.01820048398057739,0.01674601214158832,7.308663032867064e-07,0.1292453137950999,0.07278041095349788,0.05450563299790105,0.06942692537706308,0.052638973465708144,0.040491325670659814,0.04526849279342929,6.929263354870456e-07,0.3563087498586696,0.1964031322206932,0.14509873097165832,0.0018097398679431738,0.0012493160149606697,0.0008428407531953405,0.0013093387202652211,7.537129086438327e-09,0.01468553292345296,0.006164700346701117,0.0038016562207696305,0.05334974902450244,0.037734398036151105,0.02575283923502915,0.037713537699700275,4.819547501687583e-07,0.21989083165827272,0.15501301043587398,0.11660015465962911,0.0012993059891726077,0.0008456652641096418,0.000509897617543718,0.0009864310997622582,8.8901002197294e-09,0.009565826520723016,0.004658192113936544,0.0028229500397097505,0.05136952867635317,0.03626957331851103,0.024921486660534717,0.036377830167889674,3.511162815258951e-08,0.20667214497817957,0.1490203393722175,0.11269103434434422,1419.2357266926033
14548R,tpm,3b,0.027479468467754484,0.021635185532035996,0.018265763607325892,0.01694225292765674,1.5483300980426662e-07,0.13591258973134007,0.07300253962209513,0.054922892910696824,0.06920111761857707,0.05214584304804831,0.039586221447498175,0.04549291958611196,1.7864929453639276e-06,0.34259676071914313,0.20044641838619914,0.14499068761761558,0.0017907091651660823,0.00124748605614428,0.0008495421463079738,0.0012846858969940464,1.8048722668258877e-08,0.014715621721219546,0.005997660734744682,0.003781782239089838,0.052782772652845984,0.037138893074335655,0.024981181919824805,0.037506315603309914,2.3756111374137593e-08,0.22724059279199416,0.15645269037943887,0.11505202739078606,0.0012931236736947833,0.0008420115679140265,0.000505615864258983,0.0009814200705961006,2.896537689974995e-09,0.010413292559694405,0.004582915246345715,0.0028255202333773107,0.05124453665058117,0.03582734464227019,0.02368392572725868,0.03663883066388378,1.4503581733497186e-07,0.22209959400585108,0.15332632161567647,0.11215048786290284,1418.5650618108175
14548R,tpm,4b,0.0271587217527456,0.021447274443988237,0.01811584462050742,0.01666165016339336,2.771668373819472e-06,0.12968848320348128,0.07184421316772092,0.054451613695016894,0.06933743323437448,0.05224129594641188,0.03957769546744892,0.045590861423872524,2.886039653709444e-06,0.3241237352029302,0.19957919453916423,0.14582598738008518,0.0017917174726500007,0.0012501088477440707,0.0008578958910789733,0.001283541729197496,9.611205285162815e-09,0.01428806054015266,0.006004271164157037,0.0037666501795433718,0.05371116592965597,0.037752200782778245,0.02538042324819989,0.038205505906607665,1.985657522063068e-06,0.2266518174468776,0.16106803090465635,0.11786382199322855,0.0012905585149460207,0.000843199736723613,0.0005113379081685058,0.0009770135538921187,1.9485770554338968e-08,0.011433993651451148,0.004573972128128424,0.002795381504168514,0.05107381879989304,0.035650714915271206,0.023485673936384097,0.03657268779888029,9.571883843027322e-08,0.22335578234852038,0.15273936976943298,0.11193177500016198,1418.5650618108175
14548R,tpm,5b,0.02758116677490519,0.021724614413582977,0.018352931816161176,0.016992995299424902,5.338533266413446e-07,0.12729220944216904,0.07333130995016325,0.05542804727197985,0.06979364981322374,0.0525683161513516,0.03991055566328543,0.04590997376673671,9.474735369299405e-07,0.3504713769411915,0.2012557758855117,0.14644598992735122,0.001807239218652225,0.0012535301883019891,0.0008518449842720365,0.0013018354966931437,2.0858787879750247e-08,0.014667197892619572,0.00614448696849163,0.003806411249840786,0.053790746190762635,0.03787335122996995,0.025261559151971064,0.038197560686127306,1.3426806480672536e-07,0.22999833675861173,0.15772208142377292,0.11693502759955929,0.0012884758373538064,0.0008399071308370534,0.0005112192515232764,0.0009771008110802395,1.6013394975063664e-08,0.01046264134378055,0.004586737329921649,0.0027724021285729893,0.05110166758976676,0.03567760501821601,0.02377222735898555,0.0365853649786248,1.2526385871955511e-07,0.2185614626148519,0.15427715974861475,0.1125539691560288,1418.5650618108175
14548R,tpm,6b,0.027435483655034298,0.021660524752333928,0.018340112130852487,0.016838272798573594,9.73048481005979e-07,0.1294693100249949,0.07287893203904171,0.0549053492651132,0.06475488891625696,0.04874608119832325,0.037208984865618425,0.04262646133991485,1.7372949369009825e-07,0.2957640140063548,0.19060990584205284,0.13387854282763526,0.0017744889804852432,0.0012273685716328597,0.0008223130899951197,0.001281552781289741,4.164416404265579e-09,0.014550117395456669,0.006018747203161051,0.0037498496027738625,0.04794421827397088,0.03302922076832091,0.02106005043269621,0.034752246565361515,2.766763320209583e-07,0.2477126972748483,0.14780537775373281,0.10417856440563453,0.0012553747684473423,0.0008211766567055865,0.000498319058848398,0.0009495444738062848,1.7187096596643144e-08,0.011217626062391515,0.004446006761912227,0.0027467338247991213,0.04552904706250109,0.03114965936776174,0.019794550720837488,0.03320531354605543,5.065080994073135e-08,0.2090698610335536,0.14110679296603607,0.10016763880932616,1421.0762947081548
14548R,tpm,7b,0.027580999284166945,0.021789200437306935,0.018450869713633467,0.01690982749220348,9.770353342910103e-08,0.12912340723274165,0.0735327890245933,0.0547680266043052,0.0652328035829615,0.049175373662185724,0.03729313839521675,0.04286141958075637,1.1211157041731318e-06,0.33398710664165526,0.18975190603480957,0.1345686547517291,0.0017984779023841602,0.0012446233403885368,0.0008433088938240114,0.0012982432383510448,1.5060377466353277e-08,0.014098540011073924,0.00607536639533125,0.0037916263016625046,0.047368256598246374,0.03267259282135764,0.02085926877317322,0.0342965510144545,3.2668700856757996e-07,0.21775084660884933,0.14474306617860197,0.1038342297489418,0.0012570917682065497,0.0008209236203289729,0.000495218911268445,0.000952031576828543,3.0612807085113454e-09,0.010199324790900712,0.004483949185849453,0.002737830290786425,0.04590352135146469,0.03149990329244473,0.020043320257517802,0.0333899590450633,4.585905890562553e-08,0.20298954878170417,0.14135890911988097,0.10050099836692793,1421.0762947081548
14548R,tpm,8b,0.02736998395145856,0.02156432735588803,0.018210248832627667,0.016855141862090573,9.833821923398865e-08,0.13643389312654483,0.07331356741606952,0.054642705204700596,0.06574470674611643,0.04938675827365479,0.03748812650850113,0.043397172400427626,1.587934517077675e-06,0.3083416842679524,0.19246592384247183,0.13657939755650952,0.0017964993781637213,0.0012442401437869292,0.0008391865878282559,0.0012958690058534924,5.401935344531103e-08,0.014165694903830052,0.006122333941282545,0.003795593502939521,0.047948863091959,0.032913814032514276,0.020708001157885146,0.0348679554554679,5.640085278609892e-07,0.239400622268998,0.14851209864126433,0.10488475615937053,0.0012501049154545784,0.0008189163020216938,0.0004965834137527419,0.0009445307776493111,8.502515124672294e-09,0.009765009161551439,0.004403137461925777,0.0027209589520404776,0.04593117143718821,0.031464749306629,0.020026110652579747,0.03346105289233086,1.74594545275421e-07,0.21074431992646406,0.140790583950517,0.10175215888371751,1421.0762947081548
14548R,tpm,9b,0.02751744895247759,0.021682529155080347,0.01825489159306342,0.016943374111767138,2.5190979764501976e-07,0.13084900502620372,0.0730622359451084,0.05483512034838294,0.07720628867828491,0.056714492906324576,0.041964411636215886,0.052385850244633075,1.8211933705211552e-07,0.43526576722776794,0.23367100179314337,0.16284481054703354,0.0018283706332130746,0.0012569431866159702,0.0008404612701344648,0.0013277925282270833,1.3303128347032667e-08,0.014838842421295528,0.006197615513999203,0.003850726061776821,0.06252639336035884,0.04178638083472131,0.02650929239751528,0.04651288255300849,1.0912627779663318e-06,0.34528202324303287,0.2104291812613412,0.1347714239902905,0.0012930008896164472,0.0008350821619145775,0.0004958096489545577,0.000987162136328678,5.394153752972083e-09,0.010431867283097848,0.004646452098014826,0.0028148807675557014,0.06118324112427867,0.04062686621182467,0.02557273924266454,0.045747641865763126,1.3130208758393667e-07,0.3326830795629102,0.20899506974710683,0.13163285611391815,1416.684571979779
14548R,tpm,10b,0.027346747312765027,0.02161252525082779,0.01827853687140971,0.016755397365343275,9.9097663539188e-07,0.12762411249193967,0.07322169764463306,0.0544061732278844,0.07681042793820586,0.05648037875832258,0.04186565254975535,0.05205582249246225,7.841091078096586e-06,0.43648998402423306,0.23342885020598944,0.16135605508447123,0.001829417263779985,0.0012576777387279974,0.0008442650366747369,0.00132853838127631,3.7213102054329835e-08,0.015116582338028026,0.006231389408607095,0.0038450254971990993,0.06356473859105499,0.042420202506879036,0.02657006253542126,0.047339226983808366,3.001594473279201e-08,0.3639751643872549,0.21655151306099288,0.13733419483717307,0.00129590478279351,0.0008391710604904319,0.0005031849554286497,0.0009875024745804224,1.2178644917213816e-08,0.011071580934015557,0.004628807459515724,0.002813759876205217,0.06123905521674071,0.04072086820409035,0.025711995048996215,0.045738744807265114,6.010528357680347e-07,0.34057966721124405,0.20933664210426173,0.13214752257819556,1416.684571979779
14548R,tpm,11b,0.02729777686939037,0.021541349978510385,0.01824579416134594,0.016767196042104193,6.296184739403499e-07,0.13760684408904855,0.07270503402066368,0.05439875585398752,0.07673390100851697,0.056700854726551994,0.04219291064385771,0.05170207575391269,2.916174874836374e-06,0.43715288089744425,0.2327257932576862,0.1609493044070401,0.0018110492490166974,0.0012500969283651816,0.0008385088805054656,0.0013104033928740728,2.2564331422505287e-08,0.014252139604016827,0.006155403671196743,0.003842239266674303,0.06344329666738248,0.04228340147264048,0.026469128460361438,0.04729868763432035,1.365251003318561e-07,0.3742510747765245,0.21459933478305915,0.13693027582742134,0.001304466924602388,0.0008412650309539928,0.000505927903467058,0.0009969488979258614,3.169390877770955e-10,0.010318345690940818,0.0048083605139540445,0.002799128769500294,0.06109366265631782,0.04056718169649808,0.025420455191350524,0.04568084265824431,2.708277381042216e-07,0.3476744169461589,0.2050393905471822,0.13356539055095804,1416.684571979779
14548R,tpm,12b,0.027452541131316285,0.021703950107096883,0.018435995642483986,0.016810132786961012,9.571787486044547e-07,0.13690107484495018,0.07249143945632706,0.05453001153534523,0.07773585687456976,0.0564905063823356,0.04106941240324616,0.05340118100464534,1.6418723507833286e-07,0.43418265426688724,0.24568167500640758,0.16118054434678766,0.0017857420292979674,0.0012382641502464249,0.0008410776783513638,0.0012866920724927627,1.7646858479160067e-08,0.014457877485012234,0.0061459958697463665,0.0037327826401988584,0.0640232683881927,0.04216855277951747,0.02599038193316291,0.048174599651555,1.0531256411343207e-06,0.36851023840425345,0.2295982378843357,0.1374812529543568,0.0012882556481049877,0.0008393898471824471,0.0005047913551433766,0.0009772549817327254,1.1240730395008405e-08,0.010944030040425287,0.0045513180876634906,0.0028048612043510036,0.06247860643003597,0.04088463557304093,0.024925828910646458,0.04724428891939181,3.048356673091048e-07,0.35731065144176244,0.2281680805426026,0.1348628986454064,1416.5184973690332
14548R,tpm,13b,0.027451507090376668,0.02163473562534604,0.01823174874990833,0.016897439331282814,1.2294244913604594e-06,0.13393205958323184,0.07311823440186323,0.05523288636928456,0.07798297307522699,0.0563822544347094,0.040443725288693326,0.05387379209329216,3.711520191050872e-07,0.42948329416236036,0.24805270736743798,0.163120661649625,0.0017964613850826256,0.001241800922297988,0.0008431599851423938,0.0012981540653839404,6.935920025568943e-08,0.01571488354507446,0.006083406570754342,0.003775174807505615,0.06440997674704327,0.0423890725955217,0.025905363550786743,0.048495480501240994,1.0600712978671455e-07,0.35529107847452107,0.22727530440072727,0.1390290676836165,0.0012874728838225223,0.0008396735605350974,0.0005058256254131643,0.000975978861613608,7.861496607308595e-09,0.00956959281384377,0.004592767131187974,0.0028183317679302987,0.0620131248797216,0.04063769140518911,0.024823069255035718,0.04684234937110398,1.5860357159096783e-07,0.355137735976958,0.21926985924651968,0.13444454981590426,1416.5184973690332
