sub,bone,run_id,bone_n_cells,bone_min_angle_n_nan,bone_min_angle_mean,bone_min_angle_median,bone_min_angle_std,bone_min_angle_best,bone_min_angle_worst,bone_min_angle_preferred_range_pct,bone_min_angle_acceptable_range_pct,bone_min_angle_bad_cells,bone_min_angle_95%,bone_min_angle_99%,bone_min_angle_99.9%,bone_radius_ratio_n_nan,bone_radius_ratio_mean,bone_radius_ratio_median,bone_radius_ratio_std,bone_radius_ratio_best,bone_radius_ratio_worst,bone_radius_ratio_preferred_range_pct,bone_radius_ratio_acceptable_range_pct,bone_radius_ratio_bad_cells,bone_radius_ratio_95%,bone_radius_ratio_99%,bone_radius_ratio_99.9%,bone_aspect_ratio_n_nan,bone_aspect_ratio_mean,bone_aspect_ratio_median,bone_aspect_ratio_std,bone_aspect_ratio_best,bone_aspect_ratio_worst,bone_aspect_ratio_preferred_range_pct,bone_aspect_ratio_acceptable_range_pct,bone_aspect_ratio_bad_cells,bone_aspect_ratio_95%,bone_aspect_ratio_99%,bone_aspect_ratio_99.9%,bone_scaled_jacobian_n_nan,bone_scaled_jacobian_mean,bone_scaled_jacobian_median,bone_scaled_jacobian_std,bone_scaled_jacobian_best,bone_scaled_jacobian_worst,bone_scaled_jacobian_preferred_range_pct,bone_scaled_jacobian_acceptable_range_pct,bone_scaled_jacobian_bad_cells,bone_scaled_jacobian_95%,bone_scaled_jacobian_99%,bone_scaled_jacobian_99.9%,cart_n_cells,cart_min_angle_n_nan,cart_min_angle_mean,cart_min_angle_median,cart_min_angle_std,cart_min_angle_best,cart_min_angle_worst,cart_min_angle_preferred_range_pct,cart_min_angle_acceptable_range_pct,cart_min_angle_bad_cells,cart_min_angle_95%,cart_min_angle_99%,cart_min_angle_99.9%,cart_radius_ratio_n_nan,cart_radius_ratio_mean,cart_radius_ratio_median,cart_radius_ratio_std,cart_radius_ratio_best,cart_radius_ratio_worst,cart_radius_ratio_preferred_range_pct,cart_radius_ratio_acceptable_range_pct,cart_radius_ratio_bad_cells,cart_radius_ratio_95%,cart_radius_ratio_99%,cart_radius_ratio_99.9%,cart_aspect_ratio_n_nan,cart_aspect_ratio_mean,cart_aspect_ratio_median,cart_aspect_ratio_std,cart_aspect_ratio_best,cart_aspect_ratio_worst,cart_aspect_ratio_preferred_range_pct,cart_aspect_ratio_acceptable_range_pct,cart_aspect_ratio_bad_cells,cart_aspect_ratio_95%,cart_aspect_ratio_99%,cart_aspect_ratio_99.9%,cart_scaled_jacobian_n_nan,cart_scaled_jacobian_mean,cart_scaled_jacobian_median,cart_scaled_jacobian_std,cart_scaled_jacobian_best,cart_scaled_jacobian_worst,cart_scaled_jacobian_preferred_range_pct,cart_scaled_jacobian_acceptable_range_pct,cart_scaled_jacobian_bad_cells,cart_scaled_jacobian_95%,cart_scaled_jacobian_99%,cart_scaled_jacobian_99.9%,cart_inner_n_cells,cart_inner_min_angle_n_nan,cart_inner_min_angle_mean,cart_inner_min_angle_median,cart_inner_min_angle_std,cart_inner_min_angle_best,cart_inner_min_angle_worst,cart_inner_min_angle_preferred_range_pct,cart_inner_min_angle_acceptable_range_pct,cart_inner_min_angle_bad_cells,cart_inner_min_angle_95%,cart_inner_min_angle_99%,cart_inner_min_angle_99.9%,cart_inner_radius_ratio_n_nan,cart_inner_radius_ratio_mean,cart_inner_radius_ratio_median,cart_inner_radius_ratio_std,cart_inner_radius_ratio_best,cart_inner_radius_ratio_worst,cart_inner_radius_ratio_preferred_range_pct,cart_inner_radius_ratio_acceptable_range_pct,cart_inner_radius_ratio_bad_cells,cart_inner_radius_ratio_95%,cart_inner_radius_ratio_99%,cart_inner_radius_ratio_99.9%,cart_inner_aspect_ratio_n_nan,cart_inner_aspect_ratio_mean,cart_inner_aspect_ratio_median,cart_inner_aspect_ratio_std,cart_inner_aspect_ratio_best,cart_inner_aspect_ratio_worst,cart_inner_aspect_ratio_preferred_range_pct,cart_inner_aspect_ratio_acceptable_range_pct,cart_inner_aspect_ratio_bad_cells,cart_inner_aspect_ratio_95%,cart_inner_aspect_ratio_99%,cart_inner_aspect_ratio_99.9%,cart_inner_scaled_jacobian_n_nan,cart_inner_scaled_jacobian_mean,cart_inner_scaled_jacobian_median,cart_inner_scaled_jacobian_std,cart_inner_scaled_jacobian_best,cart_inner_scaled_jacobian_worst,cart_inner_scaled_jacobian_preferred_range_pct,cart_inner_scaled_jacobian_acceptable_range_pct,cart_inner_scaled_jacobian_bad_cells,cart_inner_scaled_jacobian_95%,cart_inner_scaled_jacobian_99%,cart_inner_scaled_jacobian_99.9%
14548R,tpm,0c,19553,0,42.113944198960304,45.08462962358656,16.510252945524932,70.51865892690304,0.04007249011618094,88.89173016928349,94.10832097376361,1152,11.136271645272577,3.015865335746843,0.6061560478324347,0,3.241373546761269,2.2755757993510435,26.195427433119743,1.00583845799989,2980.565641205542,83.35805247276633,96.45578683577968,693,4.0629572037392,19.1307262174996,127.19022608837828,0,3.324777504391079,2.6479482974424786,12.04299478013853,1.0404597569397434,1335.1663822614173,68.9254845803713,95.88298470822892,805,4.516878238362628,18.934526720366197,107.83984122430182,0,0.23944192652401014,0.16056231766378815,0.1910883598862858,0.9592795753260124,0.000817745731250863,18.166010330895514,40.98603794814095,11539,0.06462785244324121,0.03991502116658484,0.00707092143122642,85515,0,47.84362216797217,48.993114913215784,12.97042764792954,70.53117174036835,0.1859635395591944,96.23925627082969,97.2437584049582,2357,23.587885145909414,10.349837443023485,2.1904887669227264,0,1.517562755158923,1.2425762366028033,4.225983862332136,1.0016706598752807,571.0043762077308,97.31976846167339,98.9779570835526,874,2.2478520897363685,5.072257792658102,28.076687968416337,0,1.7351993568074209,1.4616542418728249,2.7846744057729595,1.018821868410567,337.576760653655,96.1375197333801,98.62246389522306,1178,2.673112406514668,5.990637987820032,28.668080619298483,0,0.6108979306131415,0.627832254129033,0.1524049972778277,0.9823420591684087,0.002808261886314985,90.9524644799158,98.35584400397592,1406,0.32521656767671814,0.15214287839631643,0.030832831209949268,59589,0,47.93006568063585,49.12248598517568,12.899088165721128,70.53117174036835,0.1859635395591944,96.40202050714058,97.39045797043079,1555,23.728216052713176,10.658487890050385,2.2475226191779627,0,1.4940021628261688,1.240222745566807,3.1369589137242833,1.0018459743690986,327.57270187869335,97.34514759435466,99.02498783332494,581,2.2500702350628368,4.936507730294102,25.89548925530291,0,1.7331187453117527,1.4599723428952212,3.0136034618787826,1.018821868410567,337.576760653655,96.11169846783802,98.65914850056218,799,2.6746769556338683,5.86244428600273,27.89366520590628,0,0.6153110345659277,0.6318357340323236,0.1499580616050333,0.9823420591684087,0.002808261886314985,91.70484485391599,98.4527345651043,922,0.3330918815090242,0.1570209475015985,0.030836350790322167
14548R,tpm,1c,15057,0,41.88253860399241,45.442618739425306,17.124394368931796,70.54969031127979,0.04007249011618094,85.61466427575215,88.47712027628346,1735,6.031650072449469,1.5828516448563368,0.3959890553992785,0,6.796919907601907,4.039754301213461,36.23192960574032,1.006674836289571,2980.565641205542,21.046689247526068,76.07757189347147,3602,7.930935614971773,75.33674095239608,371.86645166892754,0,5.8492120078367025,4.645324051086912,15.28862917997786,1.0462019521921184,1335.1663822614173,15.447964401939297,60.935113236368466,5882,8.494068717459772,38.8022893832292,163.78762024305274,0,0.11046624020804313,0.04133585366703075,0.16356326805289687,0.9490234945290745,0.000817745731250863,8.12910938433951,14.119678554824999,12931,0.017672050660935284,0.012751790647714126,0.004497983693608062,85568,0,47.8139265423709,48.982766385403146,13.018494055736213,70.53117174036835,0.1859635395591944,96.1761406133134,97.1800205684368,2413,23.47765584285639,9.95137344883289,1.7567089014894686,0,1.5971653205638976,1.2427278560229706,5.866414508317223,1.0016706598752807,571.0043762077308,97.25598354525056,98.91314510097233,930,2.2588786566390695,5.278093164143012,52.3207818899949,0,1.761705822284357,1.461895321583137,3.0557489270637284,1.018821868410567,337.576760653655,96.07446709050112,98.55787210172026,1234,2.6864237318614497,6.194528096836834,35.147251264559294,0,0.610519331298197,0.6277324843286998,0.15307167931336782,0.9823420591684087,0.002808261886314985,90.89496073298429,98.29141735228123,1462,0.3237881161358254,0.14795771766021676,0.024876698752181542,59626,0,47.900545068002536,49.11457109551053,12.946915578032069,70.53117174036835,0.1859635395591944,96.3405225908161,97.32834669439507,1593,23.58012539143084,10.21881153952711,1.7775919506653188,0,1.5710801714582872,1.2403105283443376,4.931813211721113,1.0018459743690986,475.07303771098833,97.28306443497803,98.96186227484654,619,2.259921776295938,5.109449324641892,50.33608776198849,0,1.7602722911308126,1.4601426565361855,3.268972951173876,1.018821868410567,337.576760653655,96.05038070640325,98.59624995807198,837,2.6880245169371317,6.058462308025751,35.56727945213778,0,0.6149371677086225,0.631702140207394,0.1506443465437,0.9823420591684087,0.002808261886314985,91.64626169791701,98.38996410961661,960,0.3314778150284626,0.1508584846443988,0.024391986862629535
14548R,tpm,2c,14123,0,39.5027483998112,43.48576834320158,17.946774557562456,70.50020109887393,0.04007249011618094,83.96941159810238,86.07944487715075,1966,3.2984900303934124,1.0428997656732977,0.3218207559173854,0,15.416061712524115,6.990313937666044,62.32243785661715,1.006674836289571,3082.634425086495,12.851377186150252,25.68859307512568,10495,50.33047077100019,204.83603348275085,707.2103897446078,0,9.54938368071931,7.789052266160216,18.370133319331334,1.0462019521921184,1335.1663822614173,11.038731147773136,21.80839764922467,11043,18.7215038658791,58.03823550692393,191.04173831894838,0,0.07124619285083736,0.015679077833203634,0.14312062895177755,0.9566339320280509,0.0008023504027402724,5.381292926432061,9.622601430291015,12764,0.005601813013977374,0.003963287281477482,0.0020677349610921554,85639,0,47.775870623220335,48.96924690182044,13.08005317798524,70.53117174036835,0.15249639688562935,96.09640467543993,97.09945235231612,2484,23.301991767031044,9.420562817747888,1.3220995936166062,0,1.8744309586289525,1.2429415207684638,16.33104856263165,1.0016706598752807,2477.4747742211293,97.17535235114842,98.83114001798246,1001,2.276223401630556,5.575179405690573,120.07136022415337,0,1.815441688616045,1.4621243260767967,4.305616659057673,1.018821868410567,511.2959418550686,95.9948154462336,98.4761615619052,1305,2.709750587175442,6.615924175782907,47.374282726538844,0,0.6100339986633752,0.6275946296858004,0.15393376185225155,0.9823420591684087,0.0021207097531606065,90.81960321815995,98.20992771984727,1533,0.3219631857777379,0.1418527386672742,0.0188508596405877,59688,0,47.855655013504446,49.102712263127444,13.021293841802173,70.53117174036835,0.15249639688562935,96.24547647768395,97.23227449403565,1652,23.393435397652716,9.587458386703991,1.2008247948534267,0,1.934898042687354,1.2405172391957182,18.717518556234882,1.0018459743690986,2477.4747742211293,97.18703927087522,98.86409328508243,678,2.2800976780338638,5.483742237107098,136.49084975130722,0,1.8301835132022692,1.4604011091968117,4.85585689865755,1.018821868410567,511.2959418550686,95.95563597373007,98.49886074252781,896,2.718434201861351,6.466927706660118,51.12015145015016,0,0.614361775725418,0.6315674265281611,0.15171099214945963,0.9823420591684087,0.0021207097531606065,91.55609167671894,98.2927891703525,1019,0.32912866143134445,0.1439499675755907,0.016959105358182715
14548R,tpm,3c,19687,0,42.16841081356171,45.08587760744204,16.363139309778727,70.52309784022006,0.06632667135566345,89.11464418143953,94.14334332300503,1153,11.391826564068731,3.225040966234315,0.5879062213254854,0,3.114950798717336,2.256216626794729,17.210174225365414,1.0059748377452287,1816.9548386088663,84.07070655762686,96.68309036419973,653,3.998105974377357,17.35843275323803,131.9853703224976,0,3.262996360971555,2.6240671915849485,11.598279712883402,1.0471248456435671,1335.1663822615133,70.28495961802204,96.03799461573627,780,4.390418248310386,16.829063238484277,101.17217210667388,0,0.24107654167818873,0.16600636997370968,0.18861668104994114,0.9613022976460457,0.0008177457312508434,18.154111850459696,41.82963376847666,11452,0.06688507275083598,0.0418336536339287,0.0086459637772334,85484,0,47.81482549334371,48.9460870901797,12.929447161360075,70.53150085791962,0.1859635395591944,96.24608113799073,97.25913621262458,2343,23.800050811070776,10.495129932773304,2.177706219599575,0,1.5048678223660343,1.2424613490970802,3.396516877245458,1.000785647114857,461.1631836321521,97.32815497636985,98.9998128304712,855,2.238912466121259,4.993074564762983,29.00006419563136,0,1.7341768822556891,1.461251838980676,2.8678747926622914,1.018284243512364,337.576760653655,96.17004351691544,98.6558888212999,1149,2.6518354386647838,5.912391659518719,29.272073006199413,0,0.6103912334669733,0.6270024373066392,0.1525516521121871,0.9919954811701129,0.002808261886314985,90.88601375696037,98.35992700388377,1402,0.32525310232109167,0.15364533616726053,0.03208005348154919,59678,0,47.834903907907325,48.97161209261895,12.854790672860103,70.53150085791962,0.1859635395591944,96.42246724085928,97.43624116089681,1530,23.83776435992398,10.698197953005874,2.1661334591494787,0,1.5018232566826748,1.2408529511924637,3.2948381105590685,1.0017313666967504,327.57270187869335,97.34910687355475,99.04487415798117,570,2.2403622229255116,4.897592976055929,28.12057616655199,0,1.7403823189783014,1.4601278998452516,3.2273755523138243,1.018821868410567,337.576760653655,96.12755119139382,98.67622909614933,790,2.6589766772487287,5.812110137578787,29.783199756265713,0,0.6145243922754056,0.6304927949734118,0.1495346050974458,0.9823420591684087,0.002808261886314985,91.65689198699688,98.46677167465397,915,0.3344534389125403,0.15845871728964459,0.031800270238343156
14548R,tpm,4c,15266,0,42.135663748081086,45.473900454396855,16.68373506861308,70.53073022794784,0.06632667135566345,87.13480938032228,89.73535962269095,1567,6.771092874795153,1.670158188037355,0.4094424654888082,0,6.35335922504836,3.950906654313906,32.514551622486394,1.0123003800644603,2410.317397401304,22.933315865321628,79.12354251277348,3187,7.110366075997595,65.15794759365839,359.7037488595415,0,5.592084862462086,4.515314693796421,15.568637979207104,1.0647312468826753,1335.1663822615133,17.260579064587972,65.04650858116075,5336,7.696892751148933,36.138158522293324,155.82768415792205,0,0.11479169591866568,0.04419901817375517,0.1626416982376548,0.9338801811358729,0.0008177457312508434,8.122625442159046,15.033407572383073,12971,0.01895747986625107,0.013659453974524182,0.005160625308627338,85537,0,47.786486932826385,48.934410396775675,12.975508915047039,70.53150085791962,0.1859635395591944,96.18644563171493,97.19887300232648,2396,23.693220293792116,10.125154162805703,1.7723909423202993,0,1.6937685384658416,1.2426013585559426,21.322838315598126,1.000785647114857,5559.651203688226,97.2678490010171,98.93847107099852,908,2.2496095999161936,5.187677686142983,52.39085175142653,0,1.7664873757772654,1.4614472965907166,3.3339510879094285,1.018284243512364,337.576760653655,96.11045512468289,98.59476016226895,1202,2.6655557720350367,6.119396651832126,35.85435581276651,0,0.6100320296197767,0.626923562085327,0.15318620533127297,0.9919954811701129,0.002808261886314985,90.82969942831757,98.29898172720577,1455,0.3238025197318902,0.14819389102750138,0.02456271616227873,59707,0,47.812565585806055,48.96365570917273,12.89158047477903,70.53150085791962,0.1859635395591944,96.37563434773142,97.38891587251076,1559,23.76109192033782,10.43361992348572,1.7893450444967554,0,1.5784287350291542,1.2409426000701322,5.744690644429415,1.0017313666967504,676.192390563941,97.3018239067446,98.99676754819367,599,2.24812978068552,5.003474070598338,51.59317936786598,0,1.7655867238597336,1.4602592273234098,3.5543949966008075,1.018821868410567,337.576760653655,96.08086154052289,98.62830153918301,819,2.6689637075389196,5.965240596787214,34.9498766712553,0,0.6142397708441791,0.6304187887461972,0.15005530404659442,0.9823420591684087,0.002808261886314985,91.61237375852077,98.41894585224513,944,0.33316632543170116,0.15442813180197718,0.025406583993323153
14548R,tpm,5c,14257,0,40.06723248823098,43.444370535288144,17.482884265937663,70.53073022794784,0.06632667135566345,85.83152135792943,87.47282036894157,1786,3.598031823238216,1.1044424428327975,0.3629782789748959,0,14.612593354238635,7.069281150978192,50.91691536070514,1.0160842854791026,2410.317397401304,14.399943887213299,26.737742863154942,10445,46.432061447496736,196.34876541793986,697.8113545373876,0,9.38228977948584,7.940138648687174,17.250076472387626,1.075422658748568,1335.1663822615133,12.814757662902434,23.918075331416148,10847,18.113138116118876,54.94611366596879,171.70460534492696,0,0.07449669772804414,0.01519481311799767,0.14492034769228188,0.9283043661671501,0.0005787585372682597,5.506067195062075,10.661429473241215,12737,0.005055085721201025,0.0036833587818354964,0.002346985794305424,85604,0,47.75054113244708,48.92126229831666,13.033913488784659,70.53150085791962,0.10712577608596123,96.11116302976497,97.12279800009345,2463,23.50695010297163,9.645480660816204,1.2871869334372892,0,1.9868924038709936,1.242726698891416,26.936453403023048,1.000785647114857,5559.651203688226,97.1917200130835,98.86103453109668,975,2.2609728152519515,5.441282580099569,113.8921005477556,0,1.8238917807538664,1.4616396994325265,4.796092933981415,1.018284243512364,511.29594185506323,96.03523199850474,98.51759263585814,1269,2.6817706628363545,6.438641209443674,49.146905460234336,0,0.6095750480845558,0.6267553488079975,0.15399514318276264,0.9919954811701129,0.0020049045159424897,90.7586094107752,98.22204569879912,1522,0.32181222812925153,0.142768016551874,0.019110223297401096,59763,0,47.769451408055794,48.94860278693145,12.962276012672522,70.53150085791962,0.10712577608596123,96.28532704181517,97.2976590867259,1615,23.561987196160334,9.917256807698381,1.1675792957766524,0,1.9446577699681162,1.2411813177518882,18.899343094399168,1.0017313666967504,2477.474774221032,97.2106487291468,98.90400414972474,655,2.2665967999760035,5.34325515915802,126.52961857637854,0,1.8347431054141004,1.460619992259703,5.047633566939619,1.018821868410567,511.29594185506323,95.99083044693205,98.53588340612085,875,2.6905086802624574,6.308746015024152,54.81486600299163,0,0.6136877232918022,0.6302809176356922,0.15106533132649957,0.9823420591684087,0.002120709753160661,91.52652979268109,98.32672389270954,1000,0.3307372192363948,0.14699774761696396,0.016727956314297077
14548R,tpm,6c,21849,0,42.958332137034525,46.12737523944044,16.28483995665766,70.52391544285253,0.04021136933335905,89.65170030665018,94.397912947961,1224,11.771544205477007,3.494319171459073,0.7424025769985436,0,2.9812866880506417,2.2678841378470396,12.332353375144322,1.0084862071542677,1313.3811302595284,84.3196484964987,96.93807496910614,669,3.877379240686209,16.933557089876867,100.04665981752377,0,3.2082459984290033,2.6379693695957513,12.44399090938848,1.0509578359855283,1555.606285215071,69.76520664561308,96.32019772071948,804,4.264191273711347,16.13569458042412,77.57623069745311,0,0.23315128311882885,0.16187511342655947,0.1830803910023946,0.947812338838332,0.0004492047377111195,16.531649045722915,40.7020916289075,12956,0.06452623000171825,0.04349995856254276,0.01072031927330683,86616,0,47.88105425186003,49.03856304591521,12.97216910908008,70.53013948047018,0.09240422555523232,96.2131707767618,97.25916689757089,2374,23.77183133227735,10.322395870812265,1.9272538096958864,0,1.5124079729684945,1.2453658929769498,3.98272863863708,1.000248726467171,708.871308509724,97.33421076937286,98.97824882238848,885,2.2336083586279893,5.069514418730496,30.312851441500104,0,1.7429382070575654,1.4649999850568016,3.364400885016782,1.013109921001169,692.4888146188323,96.19238939687817,98.61688371663433,1198,2.6589692120180786,6.0036981752934,32.20148256811058,0,0.6087327704053231,0.6254859422892234,0.15355549862981066,0.9850398584653244,0.0015487157395451896,90.62759767248545,98.26475477971738,1503,0.32080876567642075,0.15234347518797256,0.028590407402445346,60210,0,47.99815314421817,49.16619766167031,12.868064965089438,70.52829135137613,0.09240422555523232,96.40923434645407,97.44228533466202,1540,24.029955643863676,10.837002307102406,1.9991553837114961,0,1.4981169172824313,1.2408851712815006,3.9731034613389924,1.000248726467171,708.871308509724,97.39744228533466,99.05663511044676,568,2.2256490811296867,4.885784716100964,28.944521062797865,0,1.7327750901630181,1.4601964705228192,3.650606771604882,1.013109921001169,692.4888146188323,96.19830592924764,98.70287327686431,781,2.6544263079250334,5.8247822889852365,32.00132259693741,0,0.6151974625578893,0.6309979019709142,0.14984801720265647,0.9850398584653244,0.0015487157395451896,91.72894867962133,98.43381498090018,943,0.3360520608492833,0.16090419120321378,0.028713043964547224
14548R,tpm,7c,17192,0,42.69185571444559,46.271758548459076,16.708119966370536,70.54567842221675,0.04021136933335905,86.95905072126571,89.84411354118194,1746,6.854475076674673,1.997055907015357,0.5729719214398206,0,7.467580067812175,3.902307150379324,169.4511913092731,1.0073542214999338,21393.723269776285,23.63308515588646,78.77501163331782,3649,7.024494941443556,55.48524221696104,269.94563817765,0,5.392161435824581,4.430495729488261,15.776414273478238,1.0602623411820462,1555.606285215071,16.722894369474172,66.22266170311772,5807,7.563713931115622,30.485161861054543,114.07593682826383,0,0.10735595715975665,0.04639826450089479,0.1481989444162472,0.947812338838332,0.0004492047377111195,6.380874825500233,13.680781758957655,14840,0.01868147075555596,0.013403806261949026,0.006934145759095781,86657,0,47.859247815402846,49.03135520253396,13.007789767746923,70.53013948047018,0.09240422555523232,96.16764946859458,97.2131506975778,2415,23.646824846430956,10.091981343859247,1.601084818134033,0,1.56950144777239,1.2454577526022672,5.010355840083642,1.000248726467171,708.871308509724,97.28815906389559,98.93141927368822,926,2.2402716315653075,5.217943653236382,44.6458903369812,0,1.7636704645450016,1.4651746555922438,3.529082104299447,1.013109921001169,692.4888146188323,96.14687792099888,98.57022514049643,1239,2.666274345327298,6.150779545395057,38.0758995792421,0,0.6084573634500956,0.6253756515334281,0.15404051817120942,0.9850398584653244,0.0015487157395451896,90.58471906481877,98.21826280623608,1544,0.31977633920098386,0.14812515981052035,0.02314555793712586,60239,0,47.97590488488102,49.15849550793489,12.904865466352971,70.52829135137613,0.09240422555523232,96.36282142797855,97.39537508922791,1569,23.9365205288221,10.566739581143686,1.6143412123220888,0,1.557890661227395,1.2409804269615654,5.0842843736816175,1.000248726467171,708.871308509724,97.35055362804827,99.00894769169474,597,2.2340344137175476,4.986615178372929,40.96981283554266,0,1.7545085818277084,1.4603421415440163,3.8151251385192055,1.013109921001169,692.4888146188323,96.1519945550225,98.65535616461096,810,2.6629911076071457,5.944381152597682,38.11738423918897,0,0.6149135477532081,0.6309011635465293,0.15036980765745678,0.9850398584653244,0.0015487157395451896,91.68478892411892,98.38642739753315,972,0.33478572077817814,0.156313135357633,0.02323319764250081
14548R,tpm,8c,16121,0,40.52329306884853,44.218034462267674,17.54539050940929,70.54567842221675,0.04021136933335905,85.67086409031698,87.82953911047701,1962,3.980021174372565,1.250179037485692,0.42878819785984074,0,15.356515758222471,6.860356768786522,180.743034257677,1.0195621429688457,21393.723269776285,15.04869424973637,29.89888964704423,11301,38.05844593796324,168.96899180940787,668.4795507364457,0,8.893306913136113,7.5786363287821485,18.052868574828835,1.0687227348501847,1555.606285215071,12.42478754419701,27.504497239625334,11687,16.18948205344388,49.52198865954083,144.9324888885379,0,0.06918362128881315,0.01760873129719473,0.12619697317342132,0.933551751343816,0.0004492047377111195,3.9079461571862786,9.292227529309596,14623,0.005433564004839225,0.0038578432300657847,0.0022480838275118894,86729,0,47.821248204867175,49.019932594908525,13.069130988432779,70.53013948047018,0.09240422555523232,96.08781376471538,97.13244704770031,2487,23.482753011282735,9.583871082516811,1.29941611894967,0,1.8305121713255859,1.2456771553211219,15.69639310574178,1.000248726467171,2499.957932233081,97.2073931441617,98.84928916510049,998,2.257872906239783,5.443320513921907,103.58689018356898,0,1.8134635138996582,1.4654313867288282,4.496719027774946,1.013109921001169,692.4888146188323,96.06705946107992,98.48839488521718,1311,2.6835056212133352,6.444896656394277,47.57401114210241,0,0.6079749556800922,0.6252353689298493,0.15488426760527443,0.9850398584653244,0.0015487157395451896,90.5095181542506,98.13672474028294,1616,0.31799839932218893,0.14116410786956063,0.019266479762214926,60283,0,47.94209534097961,49.147231656965864,12.96071487541723,70.52829135137613,0.09240422555523232,96.29248710249988,97.32428711245294,1613,23.736329787639217,10.112150674993094,1.2991112128918603,0,1.825779573698242,1.2411354160838792,15.072375689563403,1.000248726467171,1649.8812199852155,97.27949836604017,98.93668198331204,641,2.2459312731729555,5.218232292848956,102.66807005015848,0,1.8043558706111977,1.4605212948450814,4.582865067297539,1.013109921001169,692.4888146188323,96.08181411011397,98.58334853938922,854,2.674661793929268,6.18472029495909,49.83926391325647,0,0.6144808648841492,0.6307794959326275,0.1511656434595072,0.9850398584653244,0.0015487157395451896,91.61786905097622,98.3146160609127,1016,0.3333101315141223,0.14906885927517416,0.018686183039226298
14548R,tpm,9c,19368,0,42.357349382270066,45.339376085424625,16.392255223448558,70.52941641515166,0.06632667135566345,89.05410987195374,94.23791821561338,1116,11.355253292357466,3.040123776970064,0.5220058699519644,0,3.2716030754093217,2.2523098284995493,26.602437548091704,1.0066236750220114,2980.565641205542,83.94774886410575,96.59231722428748,660,4.014613303096924,18.659945763106673,143.79902621606962,0,3.3201281663192614,2.626458633503557,12.203765114371626,1.04730957886817,1335.1663822615133,70.00722841800909,95.94175960346963,786,4.481307777283814,18.38730284433286,111.33577977084327,0,0.243450060169161,0.1624637180138604,0.19381093972631383,0.9723591473688622,0.0008177457312508434,19.274060305658818,41.14518793886823,11399,0.0659971454937748,0.039497983728589564,0.006033595033891138,85521,0,47.840224450053036,48.99200386652548,12.97564955672196,70.53117174036835,0.1859635395591944,96.23250429719016,97.23693595725027,2363,23.57928788147532,10.291833823238635,2.131443429534027,0,1.5226861206083975,1.2425883168314675,4.275153771191341,1.0016706598752807,571.0043762077308,97.31294068123619,98.97101296757522,880,2.2484402483918835,5.0960486548790875,29.658812605663133,0,1.7378470817175107,1.4616762993578563,2.804229340333979,1.018821868410567,337.576760653655,96.13077489739362,98.61554472001029,1184,2.6747715599566653,6.018078383657171,29.362925199391682,0,0.6108556539134278,0.6278255910350203,0.1524785886358296,0.9823420591684087,0.002808261886314985,90.94608341810783,98.3489435343366,1412,0.3250605957670432,0.15151053881240337,0.030359365871294723,59594,0,47.926088995066664,49.12210398213435,12.905384146262428,70.53117174036835,0.1859635395591944,96.39393227506125,97.38228680739672,1560,23.721436984620986,10.590397947407224,2.169678544522919,0,1.4991919660881274,1.2402295517084614,3.188004298918204,1.0018459743690986,327.57270187869335,97.33698023290935,99.01667953149646,586,2.2522483679290244,4.9513351070453355,28.05785405933781,0,1.7359111200999302,1.4599887938568035,3.0296207610610155,1.018821868410567,337.576760653655,96.10363459408666,98.65087089304292,804,2.67617473676008,5.90407071769754,29.18794215331441,0,0.6152610216375324,0.6318285480930677,0.15004763073933786,0.9823420591684087,0.002808261886314985,91.69715071987113,98.44447427593381,927,0.3327923516003849,0.15597140891646383,0.03024994706179982
