sub,bone,run_id,orig_rmsdi,orig_di_mean,orig_di_median,orig_di_std,orig_di_min,orig_di_max,orig_di_99,orig_di_95,orig_rmsdo,orig_do_mean,orig_do_median,orig_do_std,orig_do_min,orig_do_max,orig_do_99,orig_do_95,smooth_rmsdi,smooth_di_mean,smooth_di_median,smooth_di_std,smooth_di_min,smooth_di_max,smooth_di_99,smooth_di_95,smooth_rmsdo,smooth_do_mean,smooth_do_median,smooth_do_std,smooth_do_min,smooth_do_max,smooth_do_99,smooth_do_95,remesh2d_rmsdi,remesh2d_di_mean,remesh2d_di_median,remesh2d_di_std,remesh2d_di_min,remesh2d_di_max,remesh2d_di_99,remesh2d_di_95,remesh2d_rmsdo,remesh2d_do_mean,remesh2d_do_median,remesh2d_do_std,remesh2d_do_min,remesh2d_do_max,remesh2d_do_99,remesh2d_do_95,remesh3d_vol
14548R,tpm,406c,0.02743816481356125,0.02166017542447175,0.018247368070213467,0.016843090242507776,2.4333694865847866e-09,0.1321591268266293,0.07320628420473811,0.05499493032333519,0.08693437678810162,0.06775272102531607,0.054753332768077506,0.05447159499410052,2.0027807125661039e-07,0.46249068174409624,0.2258489403834714,0.17517510436865816,0.0018149379947885362,0.001257673744547425,0.0008517292986755399,0.001308532260665778,4.431483250048474e-08,0.013626142555562689,0.006167677799969038,0.0038455077402685263,0.07454131007397032,0.05591887774153322,0.04487593257128051,0.04928981659198225,1.202560393956439e-07,0.306439797791593,0.19050413241589403,0.15227587044485358,0.001289549304367178,0.0008347407723689987,0.0005025617239670512,0.0009829268799553099,1.4075116801151935e-09,0.012104634596925451,0.004600280801529541,0.002787438509205351,0.07258988158497807,0.05429542819413551,0.043391977858410556,0.04817984418547463,1.6254789441272164e-07,0.30814912045017917,0.18549510914185952,0.1482333523849438,1412.149655546502
14548R,tpm,407c,0.027448799126384593,0.021570638286786594,0.01810215293078495,0.016974808905587946,1.6449965068818212e-06,0.13531430335475692,0.07330238470895381,0.05507841354148126,0.08711979207805164,0.06775472995337797,0.054335324486376166,0.05476453908020932,8.190870572902056e-07,0.4673435799295317,0.22522512987964577,0.17518047825706853,0.0018138205447893955,0.0012516911692364548,0.0008441725555577838,0.0013127125296711294,4.9526216883509626e-08,0.014632115875811548,0.0061110240327367955,0.003863888250104633,0.07392094873312043,0.05531640489748247,0.04386493253021739,0.049034702108021376,2.697606136974385e-07,0.31603216663285794,0.18935107649718227,0.1508087784358342,0.0013140123976342992,0.0008507112230483671,0.0005150608120671086,0.001001458434542438,7.11020911945729e-10,0.010012980059327098,0.004714140370816091,0.0028442341132313936,0.07285753356379181,0.054696769746403084,0.043790903836363505,0.04812986158621293,1.5384096474804787e-07,0.3001250265504494,0.1856172889713201,0.14861218901077108,1412.149655546502
14548R,tpm,408c,0.027201778305238376,0.02149039569389752,0.018193859881117186,0.016676319614562684,2.3832117164458354e-08,0.12884707235267326,0.07205510247740042,0.054357839981212214,0.08644274021293546,0.067189243904394,0.05389371129034101,0.05438706499781822,7.136740509275876e-07,0.48121885100344464,0.2235009855727945,0.1739313667794287,0.001799770006861577,0.0012486873088959243,0.0008518460554142336,0.001296129654857405,2.3429892465569496e-08,0.014992522545646633,0.0061152254941558406,0.0037667395640225724,0.07360127673216757,0.05497838511590434,0.04357544074741378,0.04893388505578134,1.1911423511268254e-08,0.30873327910418086,0.19073307468107953,0.150519070364014,0.0012866995062623173,0.0008402627436692206,0.0005076953981270645,0.0009744506868062459,7.239367456044647e-09,0.010483607693624544,0.00453117292681825,0.0027706012640486975,0.07241475784051252,0.05414241820107104,0.04313858290052316,0.04808841549105563,2.64515868989599e-07,0.2786542049636024,0.18798800555401696,0.1479902411504681,1412.0066868126555
14548R,tpm,409c,0.02724377125918219,0.021603030334545574,0.01833077977839536,0.016599161207342533,1.5189996232580532e-06,0.12913548910099978,0.07135555214205229,0.05435879825735038,0.08690888274906323,0.06736190676756885,0.05395285485884982,0.05491381809096673,1.077487954740529e-06,0.46677825868320344,0.22783505768028547,0.17547340655975968,0.0018239296598123868,0.001260883955310097,0.0008476540578556021,0.001317911626470035,6.993126755893511e-09,0.014891667567866352,0.006175806349924255,0.003824390232966203,0.07405278031916013,0.05556865485299227,0.04432506906735231,0.04894832858052262,7.982204656436515e-07,0.3016704906996321,0.1916448301933028,0.15109789103099294,0.0012689458306186343,0.0008291195566227566,0.0005022026987899872,0.0009606166154455684,1.987105776890683e-08,0.010967377113938479,0.004426130446117243,0.002741354924589026,0.07268450029104642,0.05427514655260445,0.04307510376200505,0.04834506230477354,4.986202602282336e-08,0.2815079426566182,0.18936214205661264,0.14966412457072775,1412.0066868126555
14548R,tpm,410c,0.027420618917081585,0.021642375096633838,0.01831428368008034,0.016837397125815376,1.4017643243606919e-06,0.1277048261248812,0.07228549192910479,0.05461639584804658,0.08638330584952518,0.06715396122889818,0.053842847772840485,0.054336185187775665,4.251229645142283e-08,0.46554227136406606,0.2247463079790273,0.17384976017527204,0.0017990093962180192,0.0012466392748544965,0.0008362964378246965,0.0012970448435081093,8.958669961476909e-09,0.014387629105228015,0.006069164237305675,0.0037946540455717553,0.07416098492324157,0.05563506485203074,0.04450982934056831,0.04903663165120128,8.21671019992709e-07,0.3081322751000463,0.19241748110684695,0.15031534551552103,0.001278069994160729,0.000835405042064567,0.0005131339664760686,0.0009672441913328321,1.4394208497808334e-08,0.011811071224890897,0.004592262284630846,0.0027466812776533703,0.07192943941009435,0.053671533813207065,0.04280599780030699,0.04788747969968979,1.65244910343654e-07,0.30786129509178767,0.18905446234726458,0.14786915683742996,1412.0066868126555
14548R,tpm,411c,0.027471328230256102,0.02168110175098359,0.018238438819540785,0.016870201587354024,2.6577705373179167e-07,0.1371788951018892,0.07333953382198152,0.05490540888433311,0.0783247413580465,0.05912225745617559,0.04435427770360814,0.051374349456616675,7.942608748495267e-08,0.3680340211867268,0.22156787540901068,0.16458203053273324,0.0018047782907620288,0.0012506070546449543,0.0008444748902514073,0.0013012327515391636,8.581556252500398e-08,0.015057917565738526,0.00608511687779819,0.0038234922182741994,0.06374340756442118,0.04445644060679333,0.029927890307289005,0.04568201940040047,1.50277759038689e-07,0.2908985321715355,0.18952315813703385,0.1404445886403609,0.0012489169263080286,0.0008172453209803255,0.0004964982868902946,0.0009444064665992386,2.7277470938322612e-08,0.010148302314977795,0.004376443228494948,0.002764504907954985,0.06201296219721612,0.04308002848518505,0.029291838498385105,0.0446062621858075,8.459952132439512e-08,0.2747284893546765,0.18478109234053924,0.13671317480245862,1415.8957639986963
14548R,tpm,412c,0.027693752762774814,0.021835345692089874,0.018471418502160608,0.017034131048944936,2.3706610149349985e-07,0.12893088952146614,0.07441098974862043,0.05499341550043252,0.0781928996567144,0.059144446849089344,0.04467221789818811,0.05114747270042042,1.8095732178567975e-06,0.3705541774767518,0.2209819332482227,0.16367714929096414,0.0017772166760249815,0.0012333485772180648,0.0008374909101994043,0.0012795899345553869,1.3255947317991079e-08,0.014145303447092953,0.005945220601760054,0.003758590002125625,0.06426934508626758,0.04487338022712181,0.03039563786063691,0.046010090901995614,4.377885593419592e-08,0.2949371341869329,0.1895358566844547,0.14240902123190835,0.0012568381621170213,0.0008235821286654538,0.0004981421815146484,0.000949396989197128,2.1343710411385124e-09,0.009835178304262717,0.0044110083646651125,0.0027460731823253453,0.06251550939400337,0.043279398480903224,0.02894240919562608,0.04511188958492999,2.7427320718981036e-07,0.27702582568341966,0.18761584234156006,0.13799186055028165,1415.8957639986963
14548R,tpm,413c,0.027617749860134374,0.021823782939205685,0.018418025507641905,0.016925206219109624,4.994345506225622e-07,0.13548213867246198,0.0729505357646133,0.054862235782703675,0.07788030043601606,0.05864858542572599,0.04443662822459221,0.051241434636097434,6.201200296101814e-07,0.4065127074300017,0.22378388516866204,0.16324759151150656,0.0017716972673689775,0.0012318991802302362,0.0008378677290804268,0.0012733167779271479,6.274180839134654e-08,0.013256029333926634,0.005976783857154017,0.0037451999989831426,0.06376404041758782,0.04439527192941989,0.030053669936665132,0.045770216087414696,2.3208406420559954e-07,0.285560120967605,0.1893312679943704,0.14140820702694953,0.0012323551039504273,0.0008099125789459216,0.0004966650889757894,0.0009288383695228331,7.930751687723035e-09,0.00956358470032071,0.0043864957437672845,0.002721101720138428,0.06210337124941834,0.04299707171579166,0.028666276338869284,0.04481161171404294,2.2060801174284175e-07,0.2678705589141906,0.18584167549389208,0.13784624481805172,1415.8957639986963
14548R,tpm,414c,0.02740478240614639,0.021595514302269133,0.01817934416840969,0.016871747412426488,3.590229040341684e-07,0.13418103199606407,0.0725457696896259,0.05502485822385394,0.12617916633633808,0.09392084924577002,0.0688840544075157,0.08426183058945855,1.0695087063019367e-06,0.58208118596642,0.35186657695975726,0.26735420468961735,0.0018003121484127737,0.0012491386505351322,0.0008448048016971692,0.0012964476323638705,1.9337524951135468e-08,0.014771072889734617,0.006018614313062976,0.0038111675191216067,0.11738123657550058,0.08351323793230692,0.0585109045457861,0.08248571870363701,2.9296873832856576e-07,0.5063501783090788,0.33375229924404926,0.2547124486450479,0.0012944850050169514,0.0008377890849797698,0.0005027725258258372,0.00098681349671683,3.1309160357877336e-09,0.01064658058431722,0.004679290715544164,0.002772156251536375,0.11664707879899122,0.08304170732000432,0.059524949807982466,0.08191834860223203,8.637711710233089e-08,0.4869994713919625,0.3329323734492361,0.25343299556528587,1395.5058045786532
14548R,tpm,415c,0.02766953457945759,0.02177594635292749,0.018215293857296,0.017070773394261406,7.230255846524881e-07,0.1281238575871914,0.07430067669790542,0.05558153442091928,0.12735048932689935,0.09446022533975433,0.0680118279128851,0.08541318961708164,7.67472768704562e-06,0.5747384111665479,0.3554669168845443,0.26993628831636235,0.0018147574148701948,0.0012501494005930783,0.0008390939648277736,0.0013154736603304222,5.15827143131772e-08,0.014471689247624266,0.006186913174554774,0.0038460295553238246,0.11795521793830714,0.08409931318852418,0.05962437275551987,0.08270875987519132,3.29623160884772e-07,0.4943205243251598,0.3339418853134328,0.2549917675250056,0.00128114458660644,0.0008309683983579454,0.000495150339564562,0.0009751015191873188,1.6484018556035364e-08,0.011702153305427305,0.004633580687741752,0.0027455217169229727,0.11639356166040223,0.08304854020659853,0.05961373905511054,0.0815499918181899,2.0137301018279448e-08,0.5048570694881603,0.32777866594606275,0.25288060685015334,1395.5058045786532
14548R,tpm,416c,0.027227549870082125,0.021502165655931854,0.018121876024289066,0.016703183649612242,3.667002958227647e-07,0.13263207516279743,0.07225758657952552,0.054093263168780235,0.12675146644340846,0.09433431571327106,0.0689883510506987,0.08465796551101022,3.1664514581772852e-06,0.5858446748618786,0.35594350780141343,0.2683536659024472,0.0018120222545880066,0.001255320125778789,0.0008503251497705931,0.0013067501800026386,9.342603743904614e-09,0.014506769755107169,0.006087843112015709,0.0038610681449511805,0.11793153470008494,0.08391455198630089,0.05950398190787101,0.08286250564432471,3.7285788623645584e-07,0.5224877320920882,0.33599345286412097,0.2566248685366902,0.0012974821814985649,0.0008400310961641494,0.0005001145444446043,0.0009888416297787691,2.0165881990116985e-09,0.01153876613085058,0.004699576813429278,0.002797549170817022,0.11682700812872741,0.0831205720487072,0.05942572854916996,0.08209458161538688,3.6204216699334365e-07,0.5019346718153711,0.334122454131562,0.2534056883422163,1395.5058045786532
14548R,tpm,417c,0.027514873720318828,0.021680654116826962,0.01820121421831909,0.016941591215455697,7.03029007484173e-07,0.13530796859556607,0.07402246034036458,0.0550478304803492,0.12266297725512043,0.09194953796182578,0.0689464872726657,0.08118798222456912,1.952857022930396e-06,0.48133281671823863,0.341480792333168,0.25844433421410695,0.0018045324372153856,0.0012500471614787163,0.0008461621861678596,0.0013014297564761244,1.019803080225537e-08,0.014452050569707154,0.006163338716233373,0.003776155534723412,0.11404999427824052,0.0819253452815185,0.05948287395504296,0.07934506282920614,6.935670732272133e-07,0.4154142996256099,0.32257098925243877,0.24430920115400345,0.0013062298135753086,0.0008490281649325709,0.0005113865328608396,0.0009926668630634433,1.1488460869822673e-09,0.01087174316636295,0.004670443544813821,0.0028100960999041494,0.11293528239156615,0.08086032598915219,0.059032304716226426,0.07884152262476181,1.718679778177845e-07,0.40502494274974604,0.3214907021960299,0.24246954884780744,1396.1473397662098
14548R,tpm,418c,0.027296999750361272,0.021531727515681352,0.01813719993854418,0.01677828672903386,7.771527878123134e-07,0.1329726451602247,0.07288792397101118,0.05473297556890069,0.12231423604078218,0.09168033323806174,0.06823166816981849,0.08096597331964911,1.1851907663431998e-06,0.4451281968978522,0.3407418786134371,0.25641907807990016,0.0017957217534026913,0.0012419698278925673,0.0008425404118513899,0.0012969686049585558,3.5376603826554016e-08,0.015369408928589129,0.006086565110132084,0.00373667896764312,0.1140286589716984,0.08181274786605452,0.05943178124094714,0.07943053162033654,8.566813396404236e-08,0.41562194808629144,0.3236188390825841,0.2460852652538234,0.0012789599566175973,0.0008309577411926025,0.0005034286624504627,0.0009722385525082693,8.167005952184201e-09,0.011190425808808543,0.004612240383131667,0.0027594625592787256,0.11176393389149508,0.0803162255219425,0.05899305401757628,0.07772053034308861,1.0336404604253377e-07,0.41042526769307863,0.3127553764457752,0.2388559585505403,1396.1473397662098
14548R,tpm,419c,0.0273129354064679,0.02155962305347299,0.01820161182550265,0.016768395698755555,9.178938821052782e-07,0.13731643792371243,0.07344665563187912,0.05428566681803131,0.12285234691121047,0.09189811330167157,0.06831674103806534,0.08153180921079539,3.1609934890949205e-06,0.47678980883716077,0.34422980548347376,0.2578479243689303,0.001809045421801653,0.001246810286475733,0.000841534710753022,0.0013107667403774864,1.485240046067127e-09,0.0142696183760095,0.006262693288521465,0.0037905674038430483,0.11485625389312157,0.08226927113250943,0.05969095517913299,0.08014815085631644,2.0707357306136992e-07,0.41831941342610107,0.3300206026085011,0.2466527574370463,0.0012766972016300783,0.0008329131739550997,0.0005045623657828162,0.0009675801720281967,2.0642991465966685e-09,0.011305859033181005,0.0045277152419309335,0.002779564502058431,0.11264494009891976,0.08070154763648933,0.05828591518098685,0.07858843896505811,2.4302019953189693e-07,0.41459179994859613,0.3194828559435333,0.24094366830667296,1396.1473397662098
14548R,tpm,420c,0.027329193177016972,0.02155277996767954,0.018133472760693083,0.016803644704988935,4.1725368238521435e-07,0.13190402317208244,0.07270961100782687,0.054542561796593864,0.1184539366187935,0.08459646956118654,0.055426814329882,0.08291424749868014,1.44055883519499e-06,0.49547318990358563,0.35328760285993277,0.26000984748315376,0.001782550831973892,0.0012323308806282086,0.0008354896472468072,0.0012879627592523467,9.449683177293783e-08,0.013761125780677166,0.0060909716122056635,0.003745027946086047,0.10793111301060768,0.07103450788542949,0.03976572798652776,0.08126022301952796,2.3979886736228196e-07,0.4488693929550545,0.336169213526981,0.24569146432544667,0.0012356399187300228,0.0008113962909906947,0.0004938257320641277,0.0009319023917372896,6.655721531325557e-09,0.01070997020357965,0.004361735905604641,0.002685917910678989,0.10688767099509247,0.07027492853110807,0.03946174915644623,0.08053824328046139,1.464213117668546e-07,0.445573871938284,0.3356161566653963,0.24213204921082537,1402.7231054605518
14548R,tpm,421c,0.02753873210036527,0.02174057382190086,0.018277139632091058,0.016903526720485517,4.0225432815657e-07,0.1300400168434367,0.07344481754247575,0.05460310935755839,0.11779179178897257,0.08430219722074772,0.05557968855839731,0.08226813329966118,2.3219196704281427e-06,0.5017642366860413,0.35280274791491856,0.25721313079939595,0.0017798971295290185,0.0012333039391944133,0.0008259002435461104,0.001283353102335122,2.6936275275766107e-08,0.013304334076073425,0.005977619994835484,0.003770847224394187,0.10823908606944027,0.0710437837747957,0.03925441406634081,0.0816607649983012,1.9615692724402596e-07,0.45207996023434716,0.3383190133918164,0.24709938624210384,0.0012478024078159742,0.0008207946725576303,0.0005018326979533514,0.0009398441117825634,1.3184303643605617e-08,0.009204507572006596,0.004390094126200564,0.0027266243232211677,0.10649208453576631,0.06981288825468585,0.0386160212424768,0.08041594805952078,3.9442936365507135e-08,0.4473247538931454,0.3324774479606372,0.24217282736246679,1402.7231054605518
14548R,tpm,422c,0.027498093967182675,0.021649535150150532,0.01819878735847476,0.016954138126439956,1.0354265822397833e-06,0.13450390322632227,0.07284490638653399,0.054982707663657086,0.11741172000236764,0.08403102977885153,0.05537114410821668,0.08200181722510876,1.0699108605350476e-06,0.4799796149585147,0.34928212340133596,0.2577981977270323,0.0018061224771851077,0.0012415139505842386,0.0008359337333787901,0.0013117627503089068,1.891260852303148e-08,0.015015845163766766,0.006098052723036635,0.0037894941805699496,0.10741438279035166,0.0706929048094148,0.03912881793815352,0.08087250979065269,3.428603217940179e-08,0.4650024500457507,0.33354307495181434,0.24422249897039425,0.0012608062947826932,0.0008250738246989418,0.00049856373135972,0.0009533549689178336,1.1026612689444417e-08,0.010087450124236017,0.004455628916064392,0.002745566704552722,0.10641777814793821,0.06976699239634218,0.03857278172553261,0.08035739093519977,3.3550888320328705e-07,0.44528043697458164,0.3325017319056517,0.24344201115098726,1402.7231054605518
